450,225,614,265,27,23,404,204
511,536,672,6,733,403,510,564
50,636,427,272,729,248,473,306
373,456,56,508,260,596,38,378
37,327,588,274,72,621,230,445
39,506,37,686,281,442,554,415
736,677,413,382,714,289,405,576
592,117,567,251,672,657,673,430
32,321,328,633,440,50,740,648
217,433,289,625,451,203,615,80
225,541,456,225,281,104,740,137
491,648,538,716,683,675,512,490
712,94,91,557,708,518,664,151
341,393,691,522,259,192,378,630
637,465,290,332,385,315,42,320
156,49,527,455,75,411,321,416
277,284,648,47,414,421,698,583
272,352,239,695,444,190,559,545
442,487,670,212,754,119,360,363
386,342,225,202,570,744,561,161
129,291,407,269,204,221,474,606
379,407,77,477,711,206,342,274
544,695,380,20,322,684,75,600
122,640,651,150,616,723,46,596
70,696,592,654,724,423,544,535
585,303,270,165,666,291,476,532
56,699,510,678,711,664,492,371
10,302,750,108,273,322,320,197
18,643,341,252,404,445,603,295
471,269,303,91,726,432,633,709
144,152,9,620,71,364,66,193
24,253,511,334,714,97,175,563
483,647,165,422,765,199,616,237
339,395,723,476,705,198,404,191
439,729,478,89,258,702,70,521
465,328,443,718,549,641,421,374
179,731,288,108,78,497,424,485
325,34,542,473,28,545,498,270
532,356,299,312,411,766,525,698
773,689,387,403,528,581,637,693
202,343,557,2,567,387,221,594
46,31,39,708,347,748,617,348
32,246,635,370,567,304,772,770
613,96,449,546,367,430,517,441
259,531,366,726,63,436,586,539
391,260,100,706,25,379,332,632
5,402,9,494,368,189,262,652
575,763,566,48,323,217,365,229
265,523,590,240,694,582,440,427
494,726,446,711,63,14,292,295
274,688,753,167,512,408,778,737
679,448,148,224,426,720,461,766
388,220,206,655,96,231,36,713
46,547,425,450,465,683,229,450
601,712,549,731,95,432,483,367
152,321,777,234,119,251,589,641
440,410,446,440,34,76,595,107
475,373,710,430,672,514,72,236
118,792,669,452,694,513,257,169
419,758,307,226,470,21,555,487
693,251,69,34,357,401,699,661
242,197,225,620,251,0,165,519
702,746,387,640,368,662,705,537
110,310,593,404,698,98,370,27
797,56,480,93,12,55,224,782
244,679,240,283,645,227,310,450
705,281,306,433,656,182,337,562
718,724,116,314,127,721,619,74
275,569,32,255,708,233,793,667
448,652,755,503,240,652,681,477
316,806,594,763,723,217,87,141
130,69,325,182,744,697,517,94
89,205,594,459,766,346,86,708
247,689,102,342,795,446,203,630
64,192,424,258,254,36,242,303
713,526,264,16,364,383,444,701
611,91,37,41,581,462,222,802
291,252,385,692,1,811,760,746
423,413,205,44,558,711,180,634
329,626,355,407,209,55,291,213
657,378,183,503,771,53,646,129
564,81,747,699,337,677,100,535
421,637,785,380,297,724,319,484
28,673,567,210,548,619,727,590
237,815,521,480,758,477,661,677
308,758,676,629,162,627,212,326
307,92,71,217,770,733,695,201
360,747,713,812,100,70,805,628
20,686,519,390,718,271,643,284
529,134,701,297,445,360,53,676
381,523,821,548,536,719,741,544
