0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
4,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
6,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23
7,8,9,10,13,14,15,16,17,18,19,20,21,22,23,24
9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
8,10,12,13,14,16,17,18,19,20,21,22,23,24,25,26
12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
10,12,14,15,16,17,19,20,21,22,23,24,25,26,27,28
10,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29
8,14,16,18,19,20,21,22,23,24,25,26,27,28,29,30
13,15,16,19,20,21,22,23,24,25,26,27,28,29,30,31
32,10,12,16,18,20,21,23,24,25,26,27,28,29,30,31
32,33,11,12,16,21,22,23,24,25,26,27,28,29,30,31
32,33,34,16,17,18,19,21,24,25,26,27,28,29,30,31
32,33,34,35,12,19,22,23,24,25,26,27,28,29,30,31
32,33,34,35,36,9,14,16,23,25,26,27,28,29,30,31
32,33,34,35,36,16,17,21,22,23,25,26,27,29,30,31
32,34,35,36,37,38,15,19,20,21,22,25,28,29,30,31
32,33,34,35,36,37,38,39,14,24,25,27,28,29,30,31
32,33,34,35,36,37,38,39,40,21,22,23,25,27,29,30
32,34,35,36,37,38,39,40,41,15,17,23,24,28,30,31
32,34,36,37,38,39,40,41,42,8,13,22,25,26,29,30
33,36,37,39,40,41,42,43,10,16,17,21,26,27,28,29
32,35,36,37,38,40,43,44,16,17,19,21,23,26,27,29
32,33,34,35,36,5,38,40,42,43,44,45,15,24,30,31
32,34,35,36,37,38,39,40,41,42,44,45,46,23,29,30
32,33,34,36,37,39,41,42,43,44,45,46,20,21,28,30
34,36,38,39,40,41,43,44,46,47,48,17,24,26,30,31
32,33,36,38,39,40,42,43,44,45,46,48,49,27,29,31
32,35,36,38,40,42,44,46,47,48,49,18,50,21,28,31
32,34,36,37,39,42,43,47,48,49,50,51,20,22,29,31
34,36,38,41,43,44,46,48,49,50,51,21,24,25,26,29
32,38,41,42,43,45,46,47,50,52,53,24,25,27,30,31
37,39,40,41,42,43,44,45,16,49,50,48,52,53,54,23
33,34,37,38,39,41,42,44,46,47,50,51,52,53,20,55
