150,302,124,78
472,95,347,43
431,12,313,309
83,187,161,338
446,186,338,87
469,476,362,245
182,447,282,182
240,123,196,357
453,13,70,503
41,428,352,16
311,126,435,497
199,493,501,225
420,124,22,506
110,136,276,30
175,155,31,127
129,457,436,180
351,382,400,127
259,200,441,383
205,168,99,339
319,347,168,206
70,443,225,76
287,164,274,372
391,181,125,105
227,64,223,308
70,40,47,11
393,408,117,252
252,224,169,274
455,390,96,377
22,251,2,173
253,378,486,450
91,387,162,115
506,214,270,226
25,510,331,301
398,530,95,525
279,357,118,199
219,235,247,82
94,284,15,355
458,206,492,38
342,451,96,136
271,370,299,313
64,488,223,134
273,349,162,81
121,237,298,539
385,45,220,157
442,462,174,504
149,70,439,432
62,233,357,417
464,26,23,150
253,52,310,513
191,191,325,299
392,167,290,485
241,486,502,117
409,110,493,436
507,273,286,380
520,412,226,411
40,17,387,236
457,91,364,446
7,7,194,434
358,390,396,452
214,380,552,326
102,300,267,99
457,491,7,302
351,540,208,40
75,417,432,529
56,6,182,378
242,290,314,30
218,150,500,120
445,51,313,121
425,134,3,21
286,282,379,471
400,554,46,205
247,353,45,210
34,350,255,239
34,369,69,566
60,344,105,419
311,499,497,71
218,467,445,489
249,207,339,404
261,528,7,183
285,415,165,25
115,547,522,256
126,21,240,390
435,90,33,169
529,176,555,253
355,135,524,376
487,495,307,250
209,507,352,509
451,79,421,259
434,547,456,307
375,460,411,317
427,250,343,67
358,541,120,363
342,11,221,51
375,113,436,47
13,567,400,351
380,86,10,268
456,247,417,298
317,181,530,247
137,471,383,339
314,332,145,564
545,120,43,214
507,455,249,197
365,478,440,18
223,463,164,369
279,277,476,324
109,408,137,258
230,374,118,254
1,310,346,118
594,481,84,554
315,92,79,602
83,80,592,547
111,247,95,88
134,601,443,224
563,482,31,116
90,286,76,130
33,575,550,316
373,362,306,483
478,53,278,180
279,209,587,340
498,101,464,506
80,457,226,211
95,245,145,209
240,44,467,178
336,174,242,72
459,523,542,347
312,21,394,473
203,579,383,451
325,83,571,378
331,464,480,377
29,342,26,305
0,4,209,379
5,135,18,14
437,470,249,107
372,322,549,312
596,525,366,58
601,106,104,562
55,116,597,264
260,414,392,595
154,165,467,0
10,558,78,314
422,322,238,40
264,443,559,533
145,300,372,199
238,325,304,202
564,632,447,633
83,411,66,614
167,-3,273,428
458,479,260,67
318,25,167,273
602,634,371,110
273,216,164,67
274,643,189,501
317,384,375,30
361,182,517,39
638,494,622,540
431,388,446,92
240,324,267,29
226,383,635,98
588,17,291,644
146,374,619,289
90,429,348,544
213,267,349,258
163,543,251,385
366,186,117,419
217,3,172,557
156,362,154,501
46,214,616,238
377,219,198,516
226,408,234,437
210,263,51,445
7,631,229,406
394,191,295,225
606,588,129,410
254,566,13,240
602,204,587,200
420,151,604,11
316,474,226,374
426,157,594,208
256,297,309,119
33,123,481,305
93,622,600,308
497,654,536,171
9,279,65,29
53,21,243,451
201,319,530,590
308,308,392,242
241,133,24,307
316,347,155,406
7,9,97,53
427,228,179,666
291,672,162,282
267,315,634,247
670,506,326,58
621,412,624,150
551,445,435,31
385,44,369,401
586,142,306,688
79,658,662,341
295,344,355,94
123,455,398,505
532,139,194,640
322,649,444,479
123,250,59,350
399,158,553,282
191,169,590,158
460,184,455,130
669,414,20,156
582,687,664,637
458,438,260,238
578,490,72,255
92,652,43,161
665,649,51,583
312,560,201,636
658,447,683,12
69,415,528,80
548,400,334,191
681,311,512,357
454,488,524,264
18,90,677,586
141,166,260,614
372,703,39,659
97,442,89,385
510,498,138,413
433,386,273,324
621,651,339,705
480,410,554,133
506,258,295,99
311,504,307,321
113,14,518,598
644,3,342,335
633,92,276,367
122,162,598,547
418,598,18,292
115,587,223,203
272,37,508,419
387,358,673,4
115,208,578,712
212,337,448,11
535,261,417,59
207,723,329,373
33,151,417,665
680,468,420,498
316,119,623,603
713,685,470,160
452,579,732,3
292,630,649,517
552,706,688,693
694,45,373,592
395,577,15,49
61,276,61,642
161,568,659,400
457,674,464,708
504,42,424,279
602,186,217,211
120,475,115,673
78,274,174,742
437,573,210,66
377,508,512,365
552,608,605,669
570,570,464,208
755,616,120,536
313,380,634,367
564,328,498,140
97,227,482,205
60,428,152,221
422,643,563,532
0,179,122,296
580,508,587,193
28,669,716,579
102,72,69,475
337,562,386,242
369,736,642,655
11,652,482,379
488,768,711,346
478,242,423,194
653,612,663,169
179,709,51,583
108,674,626,140
212,680,555,660
417,333,490,221
594,454,246,755
386,738,195,770
481,329,512,417
559,553,183,434
439,123,480,45
302,623,79,7
401,429,205,66
415,3,46,227
54,453,495,717
388,254,162,74
581,640,737,90
378,485,738,249
417,410,525,122
557,524,724,26
617,303,661,221
645,382,446,730
283,176,421,219
220,531,484,378
660,750,102,121
647,1,522,479
493,436,705,475
155,672,786,409
105,146,254,621
68,313,572,530
471,280,659,577
317,314,282,530
592,478,142,735
755,509,413,43
23,514,282,598
166,734,158,353
28,127,523,691
230,268,595,567
687,534,642,242
790,643,150,794
171,691,482,760
214,263,520,4
209,668,519,355
221,307,239,102
536,786,229,320
376,119,158,56
638,471,419,108
115,617,383,501
89,525,0,151
783,91,40,171
182,434,811,46
606,495,605,60
366,465,227,718
580,26,610,530
640,38,495,752
667,287,556,596
794,23,635,422
673,59,230,575
387,348,708,33
454,739,182,673
623,727,184,587
412,142,811,72
556,91,604,429
418,388,446,428
761,35,535,79
500,646,574,836
439,498,741,222
237,61,378,418
652,510,614,28
767,380,47,379
341,404,667,540
575,266,759,488
274,709,188,769
398,76,489,631
405,108,501,296
565,681,444,769
775,182,199,836
16,518,32,812
580,627,810,2
732,681,157,317
390,612,848,247
467,482,774,629
166,265,439,424
428,40,298,587
343,465,370,139
91,340,644,832
142,666,724,757
396,278,120,410
163,538,287,857
395,480,197,811
741,106,98,675
315,533,610,265
589,749,368,278
479,712,448,563
537,357,467,652
188,333,493,854
603,603,814,797
392,55,524,487
833,753,139,28
764,627,476,804
148,719,512,858
295,454,713,184
48,711,397,608
656,170,833,800
167,24,644,89
420,692,105,24
100,29,869,251
620,647,544,92
237,157,761,808
741,594,198,643
499,424,422,223
880,27,460,882
867,652,162,443
776,500,612,470
518,96,265,601
25,260,879,569
603,864,331,831
34,288,508,40
493,581,862,76
84,190,799,671
561,719,800,41
618,96,353,502
239,19,472,644
645,134,517,121
756,98,148,376
773,143,115,744
123,5,390,376
630,525,791,188
200,538,136,782
795,745,501,763
300,564,523,482
677,114,238,368
147,129,249,149
-2,465,312,453
280,775,482,60
817,336,369,83
716,324,678,178
407,657,92,414
380,315,765,121
390,586,332,231
412,685,300,140
219,382,215,802
317,358,845,517
309,96,276,412
369,636,736,816
241,292,471,512
348,639,424,816
484,763,686,460
842,590,114,720
543,771,253,100
747,575,365,505
249,741,14,60
847,910,321,104
833,102,554,262
411,608,228,136
710,888,531,848
44,301,923,646
888,594,377,417
362,311,703,17
882,265,232,730
742,355,736,738
111,143,870,22
405,859,358,542
929,928,159,339
46,332,834,105
527,676,580,416
802,900,256,664
659,904,750,929
707,836,516,56
850,456,526,484
640,926,93,13
783,353,82,341
259,915,498,514
664,52,690,98
650,262,933,459
866,84,802,274
187,898,37,235
263,74,641,482
773,451,890,777
80,413,843,790
678,543,804,499
880,501,857,620
228,224,460,720
207,743,373,76
674,904,830,626
277,273,687,745
247,63,499,824
291,538,338,498
568,37,414,621
402,885,668,161
154,408,948,762
846,211,223,262
630,40,337,795
287,495,417,202
701,355,398,499
26,60,549,508
873,643,228,67
658,902,797,693
209,867,530,371
30,517,614,950
519,281,844,965
774,630,937,472
970,530,886,973
130,856,363,824
610,891,925,834
758,960,48,302
892,414,841,744
195,160,714,359
633,399,248,192
158,906,603,860
42,144,797,401
436,206,533,699
674,733,972,141
237,176,750,493
670,293,753,795
846,528,518,743
143,115,850,199
436,69,538,599
800,739,238,971
685,22,634,527
897,304,162,685
751,834,888,886
377,346,436,891
22,583,387,234
929,391,358,877
318,238,751,111
