0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20
5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21
5,6,8,10,11,12,13,14,15,16,17,18,19,20,21,22
8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
7,8,9,12,13,14,15,16,17,18,19,20,21,22,23,24
7,8,9,11,13,14,16,17,18,19,20,21,22,23,24,25
9,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27
12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28
6,12,14,16,17,18,19,21,22,23,24,25,26,27,28,29
11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30
15,16,17,18,19,20,21,23,24,25,26,27,28,29,30,31
32,15,18,19,20,21,22,23,24,25,26,27,28,29,30,31
32,33,13,15,17,19,21,22,23,24,25,26,27,28,29,31
32,33,34,12,14,16,18,20,21,22,24,26,27,28,29,31
32,33,34,35,15,17,18,22,23,24,25,27,28,29,30,31
32,33,34,35,36,17,18,19,23,24,26,27,28,29,30,31
32,33,34,35,36,37,11,16,17,22,25,27,28,29,30,31
32,33,34,35,36,37,38,16,17,19,20,23,27,28,29,30
32,33,35,36,37,38,39,16,17,18,24,26,28,29,30,31
32,34,35,37,38,39,40,16,18,19,21,25,26,27,28,31
32,33,34,35,36,37,38,39,40,41,19,20,27,28,30,31
32,33,36,37,38,39,40,41,42,10,23,26,27,29,30,31
32,34,35,36,38,39,40,41,42,43,23,25,28,29,30,31
33,34,37,38,39,40,41,42,10,44,43,17,27,28,29,31
33,34,35,36,37,39,41,42,43,45,14,18,27,29,30,31
32,33,34,35,37,38,39,40,42,43,44,46,21,22,27,29
