3,12,8,11,2,6,13,9,0,15,1,4,14,7,10,5
2,15,8,10,9,5,7,11,3,14,0,4,1,6,16,12
10,6,13,16,14,4,9,1,8,5,15,12,17,11,0,3
13,4,15,5,10,9,7,6,1,18,8,0,17,11,12,3
3,12,16,13,10,19,1,14,18,2,9,6,4,5,8,0
0,8,17,10,18,15,14,7,11,9,19,13,20,4,2,6
16,18,21,15,20,13,4,8,6,10,14,12,2,17,11,3
9,19,7,22,17,3,8,1,12,14,11,0,4,18,16,15
5,16,11,4,2,20,6,0,13,18,7,23,22,1,8,10
1,5,21,22,17,14,16,6,7,4,9,20,11,10,0,15
1,23,6,22,19,15,17,0,18,5,4,21,20,10,11,2
15,18,21,24,25,11,16,2,23,22,26,17,9,10,8,5
19,24,6,14,22,13,17,23,10,12,27,9,1,16,26,25
5,11,1,16,24,20,27,22,10,28,17,26,14,18,12,15
29,14,20,26,10,9,19,21,5,15,8,0,25,1,24,22
0,23,24,18,9,22,21,10,28,4,15,26,7,16,20,6
0,24,25,27,21,14,3,5,12,15,2,6,7,17,13,10
18,26,2,3,23,32,1,5,14,22,31,13,27,21,9,12
9,26,29,7,6,8,21,3,33,5,14,15,11,17,19,4
3,27,26,33,11,4,14,18,29,32,19,5,23,1,15,22
8,3,12,2,32,13,11,10,28,15,35,30,7,9,16,14
29,27,0,9,22,8,1,11,15,3,14,17,30,12,24,6
36,35,10,4,31,25,34,2,17,32,9,3,24,6,27,8
36,14,22,23,33,32,30,1,13,0,9,7,38,2,8,15
15,33,25,37,21,16,27,1,36,35,18,23,34,24,22,39
36,21,9,38,1,2,25,20,5,26,22,6,35,14,32,28
20,12,23,17,22,2,13,4,10,11,32,6,26,8,21,25
10,13,23,2,4,40,1,3,9,35,7,0,28,29,38,8
0,21,19,16,35,11,42,23,14,37,41,25,36,6,32,34
11,37,41,12,2,17,19,0,15,8,35,4,20,38,24,23
2,44,9,18,1,37,17,16,36,11,4,23,42,27,14,22
32,39,19,17,36,1,28,24,27,14,21,18,31,3,33,5
36,7,22,18,27,10,38,37,21,41,34,2,11,0,4,28
24,39,48,2,20,42,5,29,23,19,1,4,46,44,43,10
26,42,44,18,13,33,12,34,43,6,1,4,31,24,8,36
47,21,49,13,24,34,46,5,16,2,4,37,50,12,31,20
27,7,23,26,39,49,1,16,28,50,43,40,32,51,12,45
51,26,35,0,6,8,29,25,27,4,2,21,43,19,11,31
41,27,20,7,10,32,13,52,25,18,50,21,34,42,43,24
22,43,49,13,35,10,52,38,12,54,4,29,23,16,47,46
30,35,54,18,51,8,27,36,32,15,16,14,24,7,20,38
11,56,49,41,25,45,19,16,47,7,27,24,23,4,33,54
9,28,55,47,19,11,21,25,12,2,24,34,52,35,7,46
16,35,32,12,5,53,25,57,44,13,47,19,22,31,36,6
15,1,6,56,26,51,32,35,39,8,11,23,20,52,46,22
20,32,30,3,46,29,26,5,51,9,4,8,55,16,28,58
11,36,27,49,12,7,52,16,50,0,39,23,13,4,58,21
1,32,43,35,28,5,12,7,15,51,27,13,59,24,14,2
15,45,50,59,6,16,17,9,44,47,36,1,10,56,21,52
17,59,38,15,30,56,48,4,35,27,33,64,46,24,47,60
30,43,7,20,17,57,21,58,12,28,14,40,55,42,23,2
59,0,1,36,11,24,66,39,23,2,29,31,25,47,63,12
29,21,26,13,66,62,55,49,59,3,44,37,54,20,53,10
29,22,56,48,43,14,65,38,46,58,25,52,26,47,33,40
48,64,40,6,37,15,0,43,9,16,10,67,3,51,4,20
67,40,57,31,64,54,39,46,49,37,68,2,20,59,17,38
45,21,69,52,7,61,15,53,56,59,36,46,33,34,32,47
43,32,10,69,7,60,53,71,30,24,17,4,47,3,1,68
48,31,8,10,6,68,36,38,40,50,14,27,47,32,59,28
13,35,24,67,59,74,29,11,20,16,52,36,12,62,32,4
1,13,47,63,5,16,22,70,56,42,3,66,18,37,7,71
20,49,65,42,47,50,23,12,55,38,39,13,28,22,37,0
10,52,9,51,37,12,5,71,32,44,70,64,56,30,49,34
44,37,39,61,35,31,22,5,15,30,54,42,75,32,76,41
18,2,30,28,72,73,11,31,49,77,75,41,68,20,62,3
