PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_1109\1_suihei1.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      1725	0	mm	200.00	1	      1725
Frame#	Time	
209	1.040	
210	1.045	
211	1.050	
212	1.055	
213	1.060	
214	1.065	
215	1.070	
216	1.075	
217	1.080	
218	1.085	
219	1.090	
220	1.095	
221	1.100	
222	1.105	
223	1.110	
224	1.115	
225	1.120	
226	1.125	
227	1.130	
228	1.135	
229	1.140	
230	1.145	
231	1.150	
232	1.155	
233	1.160	
234	1.165	
235	1.170	
236	1.175	
237	1.180	
238	1.185	
239	1.190	
240	1.195	
241	1.200	
242	1.205	
243	1.210	
244	1.215	
245	1.220	
246	1.225	
247	1.230	
248	1.235	
249	1.240	
250	1.245	
251	1.250	
252	1.255	
253	1.260	
254	1.265	
255	1.270	
256	1.275	
257	1.280	
258	1.285	
259	1.290	
260	1.295	
261	1.300	
262	1.305	
263	1.310	
264	1.315	
265	1.320	
266	1.325	
267	1.330	
268	1.335	
269	1.340	
270	1.345	
271	1.350	
272	1.355	
273	1.360	
274	1.365	
275	1.370	
276	1.375	
277	1.380	
278	1.385	
279	1.390	
280	1.395	
281	1.400	
282	1.405	
283	1.410	
284	1.415	
285	1.420	
286	1.425	
287	1.430	
288	1.435	
289	1.440	
290	1.445	
291	1.450	
292	1.455	
293	1.460	
294	1.465	
295	1.470	
296	1.475	
297	1.480	
298	1.485	
299	1.490	
300	1.495	
301	1.500	
302	1.505	
303	1.510	
304	1.515	
305	1.520	
306	1.525	
307	1.530	
308	1.535	
309	1.540	
310	1.545	
311	1.550	
312	1.555	
313	1.560	
314	1.565	
315	1.570	
316	1.575	
317	1.580	
318	1.585	
319	1.590	
320	1.595	
321	1.600	
322	1.605	
323	1.610	
324	1.615	
325	1.620	
326	1.625	
327	1.630	
328	1.635	
329	1.640	
330	1.645	
331	1.650	
332	1.655	
333	1.660	
334	1.665	
335	1.670	
336	1.675	
337	1.680	
338	1.685	
339	1.690	
340	1.695	
341	1.700	
342	1.705	
343	1.710	
344	1.715	
345	1.720	
346	1.725	
347	1.730	
348	1.735	
349	1.740	
350	1.745	
351	1.750	
352	1.755	
353	1.760	
354	1.765	
355	1.770	
356	1.775	
357	1.780	
358	1.785	
359	1.790	
360	1.795	
361	1.800	
362	1.805	
363	1.810	
364	1.815	
365	1.820	
366	1.825	
367	1.830	
368	1.835	
369	1.840	
370	1.845	
371	1.850	
372	1.855	
373	1.860	
374	1.865	
375	1.870	
376	1.875	
377	1.880	
378	1.885	
379	1.890	
380	1.895	
381	1.900	
382	1.905	
383	1.910	
384	1.915	
385	1.920	
386	1.925	
387	1.930	
388	1.935	
389	1.940	
390	1.945	
391	1.950	
392	1.955	
393	1.960	
394	1.965	
395	1.970	
396	1.975	
397	1.980	
398	1.985	
399	1.990	
400	1.995	
401	2.000	
402	2.005	
403	2.010	
404	2.015	
405	2.020	
406	2.025	
407	2.030	
408	2.035	
409	2.040	
410	2.045	
411	2.050	
412	2.055	
413	2.060	
414	2.065	
415	2.070	
416	2.075	
417	2.080	
418	2.085	
419	2.090	
420	2.095	
421	2.100	
422	2.105	
423	2.110	
424	2.115	
425	2.120	
426	2.125	
427	2.130	
428	2.135	
429	2.140	
430	2.145	
431	2.150	
432	2.155	
433	2.160	
434	2.165	
435	2.170	
436	2.175	
437	2.180	
438	2.185	
439	2.190	
440	2.195	
441	2.200	
442	2.205	
443	2.210	
444	2.215	
445	2.220	
446	2.225	
447	2.230	
448	2.235	
449	2.240	
450	2.245	
451	2.250	
452	2.255	
453	2.260	
454	2.265	
455	2.270	
456	2.275	
457	2.280	
458	2.285	
459	2.290	
460	2.295	
461	2.300	
462	2.305	
463	2.310	
464	2.315	
465	2.320	
466	2.325	
467	2.330	
468	2.335	
469	2.340	
470	2.345	
471	2.350	
472	2.355	
473	2.360	
474	2.365	
475	2.370	
476	2.375	
477	2.380	
478	2.385	
479	2.390	
480	2.395	
481	2.400	
482	2.405	
483	2.410	
484	2.415	
485	2.420	
486	2.425	
487	2.430	
488	2.435	
489	2.440	
490	2.445	
491	2.450	
492	2.455	
493	2.460	
494	2.465	
495	2.470	
496	2.475	
497	2.480	
498	2.485	
499	2.490	
500	2.495	
501	2.500	
502	2.505	
503	2.510	
504	2.515	
505	2.520	
506	2.525	
507	2.530	
508	2.535	
509	2.540	
510	2.545	
511	2.550	
512	2.555	
513	2.560	
514	2.565	
515	2.570	
516	2.575	
517	2.580	
518	2.585	
519	2.590	
520	2.595	
521	2.600	
522	2.605	
523	2.610	
524	2.615	
525	2.620	
526	2.625	
527	2.630	
528	2.635	
529	2.640	
530	2.645	
531	2.650	
532	2.655	
533	2.660	
534	2.665	
535	2.670	
536	2.675	
537	2.680	
538	2.685	
539	2.690	
540	2.695	
541	2.700	
542	2.705	
543	2.710	
544	2.715	
545	2.720	
546	2.725	
547	2.730	
548	2.735	
549	2.740	
550	2.745	
551	2.750	
552	2.755	
553	2.760	
554	2.765	
555	2.770	
556	2.775	
557	2.780	
558	2.785	
559	2.790	
560	2.795	
561	2.800	
562	2.805	
563	2.810	
564	2.815	
565	2.820	
566	2.825	
567	2.830	
568	2.835	
569	2.840	
570	2.845	
571	2.850	
572	2.855	
573	2.860	
574	2.865	
575	2.870	
576	2.875	
577	2.880	
578	2.885	
579	2.890	
580	2.895	
581	2.900	
582	2.905	
583	2.910	
584	2.915	
585	2.920	
586	2.925	
587	2.930	
588	2.935	
589	2.940	
590	2.945	
591	2.950	
592	2.955	
593	2.960	
594	2.965	
595	2.970	
596	2.975	
597	2.980	
598	2.985	
599	2.990	
600	2.995	
601	3.000	
602	3.005	
603	3.010	
604	3.015	
605	3.020	
606	3.025	
607	3.030	
608	3.035	
609	3.040	
610	3.045	
611	3.050	
612	3.055	
613	3.060	
614	3.065	79.80975	2524.15430	782.30237	
615	3.070	85.65991	2520.59619	792.80457	
616	3.075	85.09298	2511.63867	792.38385	
617	3.080	84.25083	2502.74634	792.18652	
618	3.085	84.06886	2494.24683	791.37994	
619	3.090	84.09047	2485.96216	789.53693	
620	3.095	-68.11601	2348.25073	663.94421	83.47583	2478.80713	787.65680	
621	3.100	-69.68985	2342.05908	660.75250	
622	3.105	-70.08578	2332.82837	656.22272	
623	3.110	-70.78305	2323.30151	652.27875	
624	3.115	-71.56335	2314.93848	649.04395	
625	3.120	-72.25219	2305.48047	645.95038	81.88927	2434.24487	772.10748	
626	3.125	-72.50089	2294.06372	643.88782	81.60204	2424.17798	769.07648	
627	3.130	-72.90929	2284.32544	642.19641	
628	3.135	-73.17176	2273.80835	641.34827	
629	3.140	-73.22256	2263.07837	641.32788	
630	3.145	-73.45907	2251.55933	641.38605	
631	3.150	-73.48228	2239.94556	641.99670	
632	3.155	-73.68049	2228.49512	642.42310	
633	3.160	-74.25525	2217.04248	642.71002	
634	3.165	-74.70848	2205.37720	642.70471	
635	3.170	79.58227	2333.06055	766.26166	
636	3.175	79.33717	2323.04785	764.60938	
637	3.180	79.49181	2313.22583	762.42163	
638	3.185	78.88120	2302.00562	758.55237	
639	3.190	76.55823	2290.32251	755.46893	
640	3.195	77.60892	2281.70068	753.18634	
641	3.200	77.31114	2271.68066	750.47223	
642	3.205	76.38671	2261.38110	748.51178	
643	3.210	75.64757	2251.63916	747.18256	
644	3.215	74.76368	2239.68652	745.32416	
645	3.220	74.24715	2229.71753	745.02875	
646	3.225	75.18446	2217.59888	744.70441	
647	3.230	74.44183	2206.51733	745.75525	
648	3.235	74.09622	2195.12915	745.78845	
649	3.240	73.23042	2182.30347	745.51160	-142.33727	2192.97070	734.71002	
650	3.245	72.14318	2171.10474	745.11603	
651	3.250	71.76694	2160.00732	744.16449	
652	3.255	71.95494	2148.35278	742.95551	-143.29256	2154.61816	730.89966	
653	3.260	
654	3.265	71.39751	2127.12231	739.65912	
655	3.270	71.12121	2114.62891	736.91809	
656	3.275	70.10160	2102.07666	734.08771	-145.60817	2109.16675	720.38568	
657	3.280	69.77637	2089.90674	731.22595	
658	3.285	69.56184	2078.17749	729.24017	
659	3.290	68.64050	2066.05029	727.80939	
660	3.295	67.77648	2053.18091	726.31012	
661	3.300	67.17238	2041.85535	726.03174	
662	3.305	66.76321	2028.63098	725.30841	
663	3.310	66.94444	2016.69678	725.42548	
664	3.315	67.11620	2004.27917	725.52979	
665	3.320	66.95325	1991.29272	725.29486	
666	3.325	66.23599	1978.15125	724.78394	
667	3.330	65.61917	1964.59167	723.25800	
668	3.335	66.41940	1953.53003	721.74988	
669	3.340	67.05071	1941.55688	719.28156	-147.35724	1946.75012	697.13177	
670	3.345	67.55267	1929.68823	716.15216	
671	3.350	68.00985	1916.91260	712.43140	-146.99680	1921.68005	693.54919	
672	3.355	68.31803	1903.79395	708.46680	-147.48050	1909.89832	691.08398	-36.93199	1704.21313	664.57629	
673	3.360	67.38734	1890.80786	704.83411	
674	3.365	67.80904	1877.96008	701.38702	
675	3.370	67.55204	1864.63489	698.43402	
676	3.375	-87.31618	1681.51538	644.99585	67.34436	1852.18054	696.31201	
677	3.380	65.85011	1837.92053	693.98151	
678	3.385	66.38414	1825.25745	692.82928	
679	3.390	66.47493	1811.78296	691.83325	
680	3.395	67.18206	1798.84924	691.59808	
681	3.400	67.98647	1785.59937	691.73541	
682	3.405	68.26028	1771.95752	691.25592	
683	3.410	68.26957	1756.46777	691.14099	
684	3.415	68.56528	1743.29797	690.06439	
685	3.420	68.86951	1729.74414	688.65277	
686	3.425	68.80404	1716.83118	686.98297	-146.25639	1720.61865	675.02161	
687	3.430	69.63074	1703.72534	684.80402	
688	3.435	69.94384	1689.93127	681.96716	-147.43457	1696.65674	674.95941	
689	3.440	69.63538	1675.89771	678.90674	-147.58073	1684.24683	673.26447	
690	3.445	69.42032	1661.82471	676.36029	-149.07590	1671.89221	670.91034	
691	3.450	69.55651	1648.24182	673.51935	
692	3.455	69.58747	1634.45276	671.00732	
693	3.460	69.29110	1619.87793	668.72949	-148.69537	1631.92261	663.16418	
694	3.465	69.13933	1606.02966	666.95764	-148.26585	1618.36804	660.31677	
695	3.470	-147.63124	1603.90613	657.97919	69.21933	1591.59277	665.44397	
696	3.475	-147.74481	1591.57605	657.50452	70.08870	1578.15283	664.84259	
697	3.480	71.18958	1562.95837	664.13983	
698	3.485	-144.64120	1560.95068	654.93182	72.38126	1548.51624	663.77069	
699	3.490	-31.45222	1334.33923	631.09814	72.60497	1533.70593	662.76526	
700	3.495	-144.83888	1532.37439	656.11975	72.89090	1519.05127	661.70538	
701	3.500	-144.70265	1515.97046	656.83954	73.14652	1505.14758	660.22815	
702	3.505	-144.23196	1499.97339	657.21332	73.36969	1491.93738	658.24091	
703	3.510	-141.84291	1481.96082	655.52539	73.60991	1478.92102	655.87939	
704	3.515	-143.61658	1469.37524	655.59570	73.87674	1464.18713	652.98444	
705	3.520	73.77835	1449.77686	650.37036	
706	3.525	-144.80348	1441.84338	652.90497	73.58520	1435.32690	647.65845	
707	3.530	-145.18376	1427.27869	650.20422	73.62051	1421.25879	645.32727	
708	3.535	-144.69778	1412.13574	646.78436	73.76601	1407.49756	643.32935	
709	3.540	-144.71104	1398.74963	643.85126	73.76223	1391.70178	641.39703	
710	3.545	-144.95326	1386.32434	641.14740	73.52988	1376.29871	639.53735	
711	3.550	-143.70709	1371.18323	637.40863	74.37812	1361.70203	638.10779	
712	3.555	-143.82088	1358.74463	635.98535	75.44344	1347.30261	636.97223	
713	3.560	-141.97836	1343.50989	633.85840	77.00282	1332.36304	635.81311	13.87892	987.47815	538.22400	
714	3.565	-139.94937	1328.64966	632.36945	77.97950	1316.97986	634.36066	
715	3.570	78.86890	1301.62793	632.83386	
716	3.575	-137.94911	1299.40540	630.80566	79.14714	1285.08447	630.25153	
717	3.580	-136.98700	1283.79541	630.81116	79.97095	1271.53113	628.11163	
718	3.585	-136.96243	1268.32141	631.71881	80.83635	1256.40234	624.83215	
719	3.590	-135.96878	1252.60632	631.19006	81.20036	1242.80896	621.50415	
720	3.595	-136.19293	1236.66418	630.24829	81.84425	1229.14648	617.86774	
721	3.600	-136.06650	1221.50903	628.79907	81.75742	1214.18518	614.29547	
722	3.605	-136.91167	1207.49646	626.97125	81.37029	1199.22815	610.95532	-21.71175	993.72705	586.07257	
723	3.610	-137.34261	1192.90808	624.34473	81.26608	1184.44629	607.85480	
724	3.615	-137.69888	1178.02441	621.93884	81.32302	1169.71997	605.23413	
725	3.620	-137.16237	1163.71655	618.69000	80.62280	1153.92908	602.69751	
726	3.625	-136.84959	1148.83862	615.42633	80.48902	1138.23157	600.55145	
727	3.630	-137.21463	1135.32056	612.89624	80.83508	1122.76245	598.84576	
728	3.635	-136.55829	1121.22046	610.07037	81.73519	1107.48352	597.60822	
729	3.640	-135.27399	1105.16907	607.39923	82.96331	1091.99841	596.48138	
730	3.645	-133.89990	1090.12549	606.04913	84.04030	1075.75684	595.29590	
731	3.650	-132.85049	1075.86938	605.37744	84.94455	1059.99890	594.55157	
732	3.655	85.20140	1043.68970	592.85156	
733	3.660	-132.12802	1045.44006	604.98383	
734	3.665	-131.82739	1028.69287	605.43079	85.58092	1012.92700	588.64673	
735	3.670	-131.36766	1011.22742	604.67145	85.93597	998.85083	586.19727	
736	3.675	-131.32098	994.55005	603.45990	85.34863	984.01752	583.79456	
737	3.680	-132.58905	980.34253	603.16473	84.53399	969.32562	580.88696	
738	3.685	-133.59546	964.81531	600.02704	-21.87667	750.73724	560.75037	83.65181	953.91345	578.70465	
739	3.690	-134.71489	948.48480	596.49359	82.68769	939.10687	576.51166	
740	3.695	-136.49286	932.98859	593.07404	80.84515	923.90002	574.20911	
741	3.700	-137.93398	918.84674	590.15369	79.73211	908.27386	572.20844	
742	3.705	78.69295	892.96069	570.91364	
743	3.710	-141.28613	893.50031	583.85870	78.55797	877.58478	570.33502	
744	3.715	-140.06755	874.86707	579.73523	79.06767	862.30286	569.53479	
745	3.720	-140.91846	862.75153	578.48132	78.82887	846.28491	568.24896	
746	3.725	-139.89667	844.67413	577.03198	79.80109	830.82843	567.70508	
747	3.730	-139.12611	830.36334	576.37488	80.26447	814.06757	566.71277	
748	3.735	-138.68279	814.70117	576.01904	79.94220	797.74927	565.69751	
749	3.740	-139.45770	799.61499	577.25928	79.81606	781.51056	564.37939	
750	3.745	79.49394	765.99255	562.67096	
751	3.750	-138.39960	762.14197	575.55481	79.39225	751.33575	560.66071	
752	3.755	-138.45573	745.59332	577.33301	78.59404	736.33411	558.53351	
753	3.760	-139.04312	727.34241	576.34863	78.00001	722.28369	556.66522	
754	3.765	-139.63304	709.78589	573.13550	77.00893	706.89301	554.51642	
755	3.770	-142.57794	697.35242	573.44971	75.59670	691.67096	552.79407	
756	3.775	-145.13126	685.22864	571.25513	74.20885	676.03229	550.82983	
757	3.780	-145.68347	669.17987	567.38300	32.39844	508.10846	529.48425	72.98277	660.22180	549.39380	
758	3.785	72.57662	644.93597	548.18683	
759	3.790	72.28900	628.87555	547.25696	
760	3.795	71.71933	612.31195	546.24634	
761	3.800	71.88371	596.37891	545.00726	
762	3.805	72.74703	580.29266	544.07568	
763	3.810	73.27178	563.99939	543.26434	
764	3.815	-145.24197	562.03046	554.04242	73.68333	547.14038	542.10443	
765	3.820	73.75872	530.56207	540.62659	
766	3.825	73.60989	513.98004	538.96429	
767	3.830	-31.48325	296.60114	522.82019	73.66205	499.31720	537.04205	
768	3.835	73.06951	483.92538	534.34137	
769	3.840	72.16933	468.84525	531.78931	
770	3.845	71.97234	453.15735	529.32343	
771	3.850	71.07684	436.76367	527.00525	
772	3.855	70.02921	421.22791	524.23279	
773	3.860	69.24133	404.63083	521.74231	
774	3.865	69.01581	388.75870	520.33026	
775	3.870	68.26270	371.62137	518.20758	
776	3.875	68.33584	355.34851	517.93182	
777	3.880	68.49364	339.13116	516.53662	
778	3.885	69.34119	323.19174	515.85535	-146.88730	329.09921	536.35529	
779	3.890	69.03560	306.14734	514.37854	
780	3.895	69.74654	289.70905	513.51825	
781	3.900	69.32569	272.07367	511.98309	
782	3.905	68.88452	255.20259	510.08762	
783	3.910	68.51594	239.38589	508.00977	
784	3.915	67.94863	224.26454	505.40341	
785	3.920	67.73723	210.25874	503.08835	
786	3.925	66.82519	194.39227	499.71277	
787	3.930	65.84785	178.91895	498.05414	
788	3.935	64.44329	162.20052	495.36591	
789	3.940	62.76689	145.57164	492.76218	
790	3.945	62.18845	129.92332	491.10822	
791	3.950	61.36317	113.99166	489.50601	
792	3.955	60.94407	96.66592	488.19510	
793	3.960	59.57190	78.66973	485.25909	
794	3.965	58.11281	60.34324	484.05469	-85.46250	-110.12063	504.83121	
795	3.970	60.43709	46.33764	484.03366	
796	3.975	61.04197	30.37712	483.60425	
797	3.980	-151.51884	22.34131	522.99811	60.40320	12.04505	481.81891	
798	3.985	60.66208	-4.42352	481.33923	
799	3.990	60.11022	-21.08997	479.55609	
800	3.995	59.82143	-35.81534	477.84140	
801	4.000	58.23645	-53.26822	475.64188	
802	4.005	58.15665	-67.34908	474.25583	
803	4.010	57.14111	-83.49577	473.29630	
804	4.015	55.45911	-100.58926	472.15231	-89.01945	-520.90680	366.04626	
805	4.020	54.72665	-116.66474	471.88330	
806	4.025	53.30830	-134.28488	471.04544	
807	4.030	51.45249	-152.70926	469.89957	
808	4.035	
809	4.040	52.15865	-183.68094	471.75787	
810	4.045	52.21394	-200.94519	472.31772	
811	4.050	53.06604	-217.62477	472.57889	
812	4.055	53.11486	-236.74301	471.36905	
813	4.060	-159.08235	-245.38057	510.25238	53.79273	-253.58330	472.31830	
814	4.065	-159.13922	-261.35056	512.39667	53.40915	-270.98093	472.25461	
815	4.070	50.97398	-291.91495	470.41852	
816	4.075	52.88674	-304.95264	469.01672	
817	4.080	53.21852	-318.07208	468.72617	
818	4.085	50.45858	-338.91620	466.22113	
819	4.090	
820	4.095	
821	4.100	
822	4.105	48.85432	-400.70255	464.22818	
823	4.110	
824	4.115	47.26662	-434.91809	463.62134	
825	4.120	
826	4.125	
827	4.130	46.61018	-488.89847	463.56818	
828	4.135	45.68348	-507.64343	463.43967	
829	4.140	48.67371	-521.20990	464.56064	
830	4.145	48.18021	-541.01990	463.99939	
831	4.150	47.43459	-558.62427	462.76642	
832	4.155	46.64196	-576.17145	461.81155	
833	4.160	-164.21947	-581.41968	505.70242	
834	4.165	45.76382	-607.79041	459.44681	
835	4.170	-165.10335	-617.27765	506.33646	
836	4.175	45.38029	-638.02386	458.82932	
837	4.180	44.03052	-655.95856	457.05655	
838	4.185	43.31882	-670.80463	458.14130	
839	4.190	43.80349	-686.26910	458.92468	
840	4.195	43.15827	-703.99432	460.32794	
841	4.200	43.60659	-719.86884	461.31992	
842	4.205	
843	4.210	43.28576	-755.60864	463.19562	
844	4.215	42.25629	-776.17969	462.59067	
845	4.220	44.68539	-792.40649	463.55389	
846	4.225	43.77860	-809.94720	463.91354	
847	4.230	
848	4.235	45.11181	-844.10553	463.81216	
849	4.240	43.88757	-860.81500	463.14511	
850	4.245	43.93520	-875.02509	463.19284	
851	4.250	
852	4.255	42.46217	-905.44806	461.31427	-61.56856	-1112.11133	471.21039	
853	4.260	41.76141	-922.23694	460.81192	
854	4.265	39.64431	-938.43689	460.72235	
855	4.270	
856	4.275	38.34676	-970.60742	461.52728	
857	4.280	
858	4.285	37.70811	-1005.68658	463.28940	
859	4.290	
860	4.295	38.59103	-1038.49207	465.83197	
861	4.300	
862	4.305	39.22091	-1075.97156	466.20117	
863	4.310	39.69537	-1093.17908	466.72952	
864	4.315	41.19171	-1108.58069	466.77551	
865	4.320	39.37326	-1126.61450	467.05490	
866	4.325	
867	4.330	38.70747	-1154.92969	467.43652	
868	4.335	
869	4.340	37.13330	-1188.90601	464.75732	-67.11398	-1394.45459	482.74744	
870	4.345	-68.14454	-1411.58569	485.34012	-40.65553	-1052.30432	411.16272	
871	4.350	33.43665	-1221.79321	465.59885	
872	4.355	32.22530	-1238.59851	465.64240	-68.69045	-1441.63452	490.15121	
873	4.360	-44.67309	-1104.82263	408.94958	
874	4.365	
875	4.370	
876	4.375	30.46471	-1303.76282	468.74213	
877	4.380	-44.77747	-1175.20349	410.50464	
878	4.385	33.00269	-1340.07532	470.43558	
879	4.390	33.26860	-1357.26123	471.40836	
880	4.395	32.93489	-1374.94336	470.91422	
881	4.400	32.77350	-1390.46155	472.17749	
882	4.405	
883	4.410	
884	4.415	30.71501	-1438.11670	471.81461	
885	4.420	29.74029	-1453.19739	471.19812	
886	4.425	28.86616	-1470.33228	471.37402	
887	4.430	27.63338	-1486.87439	471.88773	
888	4.435	-72.22611	-1705.44714	503.17426	-43.43371	-1369.98755	424.06931	
889	4.440	-45.15999	-1387.71997	423.73019	
890	4.445	
891	4.450	24.66346	-1553.81567	475.50113	
892	4.455	25.67591	-1570.22949	475.83688	
893	4.460	23.81893	-1587.78735	479.11456	
894	4.465	-46.18827	-1476.22559	425.79431	
895	4.470	27.31653	-1620.64099	479.80551	
896	4.475	
897	4.480	
898	4.485	-43.13740	-1546.88477	432.88007	
899	4.490	-42.40608	-1565.41406	434.95972	
900	4.495	-41.26396	-1583.34644	435.11563	
901	4.500	-42.00535	-1601.84814	436.05115	
902	4.505	-42.94702	-1619.24402	436.57541	
903	4.510	-43.19175	-1636.05054	435.71774	
904	4.515	-44.66764	-1653.49487	435.35284	
905	4.520	
906	4.525	-47.30392	-1687.94067	434.93149	
907	4.530	
908	4.535	
909	4.540	
910	4.545	
911	4.550	22.34368	-1884.87378	490.04758	
912	4.555	21.80333	-1900.28369	489.50513	
913	4.560	
914	4.565	
915	4.570	
916	4.575	
917	4.580	
918	4.585	
919	4.590	
920	4.595	
921	4.600	
922	4.605	
923	4.610	
924	4.615	
925	4.620	
926	4.625	-185.12544	-2122.24902	549.61169	20.24006	-2129.97681	495.04297	
927	4.630	21.91609	-2147.30884	497.29675	-186.02046	-2135.16992	550.51324	
928	4.635	22.86393	-2163.99390	498.93713	
929	4.640	22.84598	-2181.33887	500.31012	
930	4.645	23.67504	-2197.83716	501.36664	
931	4.650	-75.29665	-2412.54883	543.21216	
932	4.655	
933	4.660	24.23644	-2245.05981	504.75598	
934	4.665	22.98639	-2259.58398	504.43210	
935	4.670	23.49783	-2277.85132	506.32516	
936	4.675	23.16301	-2293.71875	507.44507	-184.01486	-2281.39795	567.38763	
937	4.680	22.05023	-2309.51196	508.08908	-185.34845	-2297.98853	567.37799	
938	4.685	21.77741	-2325.14917	509.63864	-74.57752	-2524.22266	559.88422	
939	4.690	21.62256	-2342.19092	511.41870	
940	4.695	21.70960	-2358.11206	513.64191	-186.22015	-2345.25439	566.55902	
941	4.700	24.97044	-2376.49609	517.24689	-181.68489	-2363.20459	570.14362	
942	4.705	23.64031	-2391.26367	518.31598	-184.32872	-2376.39526	570.72607	
943	4.710	-182.62151	-2391.52686	573.13184	22.91902	-2405.73755	519.28125	
944	4.715	-180.54028	-2408.24634	577.63983	
945	4.720	24.72040	-2437.81372	523.45575	
946	4.725	25.29828	-2454.59448	525.85681	-176.88904	-2440.38672	586.99475	
947	4.730	27.87903	-2472.36230	530.45795	-175.90836	-2456.57202	590.84399	
948	4.735	26.25294	-2485.43799	531.05359	
949	4.740	28.03574	-2501.87402	534.09222	
950	4.745	25.68140	-2514.26367	534.48370	
951	4.750	27.32813	-2531.60962	538.21887	
952	4.755	
953	4.760	-180.97816	-2550.75977	602.61694	26.32451	-2562.14014	544.01971	
954	4.765	27.08121	-2577.77051	548.07922	-180.21686	-2564.63525	604.63629	-66.69005	-2772.78540	604.23248	
955	4.770	26.95116	-2592.83154	551.65265	-66.28027	-2788.37842	609.07635	
956	4.775	-86.74467	-2784.63403	608.47577	27.92127	-2608.55957	556.17346	
957	4.780	30.38070	-2624.36670	561.03363	-180.35257	-2610.70288	609.71973	
958	4.785	-178.66565	-2625.29639	614.07306	27.86701	-2636.66724	561.66760	
959	4.790	-176.91513	-2640.57959	618.26495	33.78000	-2655.66553	569.54926	
960	4.795	-175.15211	-2655.28760	622.69043	31.53758	-2667.54272	569.83508	
961	4.800	-172.42416	-2670.01074	628.23779	32.78853	-2682.91406	573.59802	
962	4.805	-169.22084	-2685.68848	635.21625	33.50092	-2698.09326	576.88196	
963	4.810	-163.53041	-2704.90308	643.17535	36.82126	-2715.29175	583.25488	
964	4.815	-59.19798	-2924.64502	637.80322	38.06375	-2730.01904	586.25195	
965	4.820	37.80780	-2743.90234	588.47314	
966	4.825	38.73420	-2757.94165	591.33398	
