PathFileType	4	(X/Y/Z)	D:\MAC3D_Data\Watanabe Lab\Sasazaki_1109\1_suihei2.trc
DataRate	CameraRate	NumFrames	NumMarkers	Units	OrigDataRate	OrigDataStartFrame	OrigNumFrames
200.00	200.00	      1535	0	mm	200.00	1	      1535
Frame#	Time	
143	0.710	
144	0.715	
145	0.720	
146	0.725	
147	0.730	
148	0.735	
149	0.740	
150	0.745	
151	0.750	-28.47282	2504.40991	734.57129	
152	0.755	-28.45673	2504.54810	734.00635	
153	0.760	-28.38926	2504.91064	733.33331	
154	0.765	-28.70545	2504.93604	732.80176	
155	0.770	-28.97226	2505.11182	732.51428	
156	0.775	-28.96855	2505.53613	732.63281	
157	0.780	-29.56781	2505.25293	732.79370	
158	0.785	-29.68689	2505.32178	733.09589	
159	0.790	-29.68204	2505.25879	733.40356	
160	0.795	-29.82958	2505.39233	733.52490	
161	0.800	-29.97561	2505.48511	733.64691	
162	0.805	-29.76114	2505.63452	733.79034	
163	0.810	-29.92253	2505.54639	733.22864	
164	0.815	-29.97924	2505.58765	732.90509	
165	0.820	-29.74566	2505.67505	732.29279	
166	0.825	-29.71810	2506.01636	731.42688	
167	0.830	-29.70198	2506.01367	730.53430	
168	0.835	-29.43969	2506.23779	729.64911	
169	0.840	-29.38131	2506.34717	728.68927	
170	0.845	-29.24011	2506.46436	727.85382	
171	0.850	-29.10316	2506.59033	727.16223	
172	0.855	-29.03846	2506.61304	726.58209	
173	0.860	-28.91259	2506.53687	726.51147	
174	0.865	-28.73554	2506.41382	726.68414	
175	0.870	-28.62686	2506.39038	726.85455	
176	0.875	-28.62458	2506.21753	727.33447	
177	0.880	-28.40842	2506.07056	727.99591	
178	0.885	-28.32734	2506.02734	728.65625	
179	0.890	-28.65641	2505.50366	729.29388	
180	0.895	-28.44999	2505.56689	730.19171	
181	0.900	-28.47018	2505.38843	730.74243	
182	0.905	
183	0.910	
184	0.915	
185	0.920	
186	0.925	
187	0.930	
188	0.935	
189	0.940	
190	0.945	
191	0.950	
192	0.955	
193	0.960	
194	0.965	
195	0.970	
196	0.975	
197	0.980	
198	0.985	
199	0.990	
200	0.995	
201	1.000	
202	1.005	
203	1.010	
204	1.015	
205	1.020	
206	1.025	
207	1.030	
208	1.035	
209	1.040	
210	1.045	
211	1.050	
212	1.055	
213	1.060	
214	1.065	
215	1.070	
216	1.075	
217	1.080	
218	1.085	
219	1.090	
220	1.095	
221	1.100	
222	1.105	
223	1.110	
224	1.115	
225	1.120	
226	1.125	
227	1.130	
228	1.135	
229	1.140	
230	1.145	
231	1.150	
232	1.155	
233	1.160	
234	1.165	
235	1.170	
236	1.175	
237	1.180	
238	1.185	
239	1.190	
240	1.195	
241	1.200	
242	1.205	
243	1.210	
244	1.215	
245	1.220	
246	1.225	
247	1.230	
248	1.235	
249	1.240	
250	1.245	
251	1.250	
252	1.255	
253	1.260	
254	1.265	
255	1.270	
256	1.275	
257	1.280	
258	1.285	
259	1.290	
260	1.295	
261	1.300	
262	1.305	
263	1.310	
264	1.315	
265	1.320	
266	1.325	
267	1.330	
268	1.335	
269	1.340	
270	1.345	
271	1.350	
272	1.355	
273	1.360	
274	1.365	
275	1.370	
276	1.375	
277	1.380	
278	1.385	
279	1.390	
280	1.395	
281	1.400	
282	1.405	
283	1.410	
284	1.415	
285	1.420	
286	1.425	
287	1.430	
288	1.435	
289	1.440	
290	1.445	
291	1.450	
292	1.455	
293	1.460	
294	1.465	
295	1.470	
296	1.475	
297	1.480	
298	1.485	
299	1.490	
300	1.495	
301	1.500	
302	1.505	
303	1.510	
304	1.515	
305	1.520	
306	1.525	
307	1.530	
308	1.535	
309	1.540	
310	1.545	
311	1.550	
312	1.555	
313	1.560	-31.62938	2502.53271	744.22906	
314	1.565	-31.70651	2500.82617	744.98969	
315	1.570	-31.52759	2498.90576	746.00806	
316	1.575	-30.69746	2496.53149	746.93622	
317	1.580	-29.98456	2494.31030	748.06549	
318	1.585	-29.78974	2491.70557	749.65588	
319	1.590	
320	1.595	
321	1.600	-29.54182	2483.75439	754.68896	
322	1.605	-29.72173	2481.47559	756.22070	
323	1.610	-29.99457	2478.70483	756.97424	
324	1.615	-30.23373	2475.36377	756.61340	
325	1.620	-30.42418	2472.01392	755.31018	
326	1.625	-31.14448	2468.50391	753.22552	
327	1.630	-31.49058	2464.95215	750.41962	
328	1.635	-32.01416	2461.13428	746.95618	
329	1.640	-32.54024	2457.43066	743.55066	
330	1.645	-32.84695	2453.93823	740.61560	
331	1.650	-32.50487	2450.52832	738.02106	
332	1.655	-31.53897	2446.55469	735.76422	
333	1.660	-30.28378	2442.12256	734.29901	
334	1.665	-29.16128	2436.95898	733.62457	
335	1.670	-28.03568	2431.88135	733.92975	
336	1.675	-27.08739	2426.76563	734.92133	13.52497	2349.12769	817.20868	
337	1.680	-26.92978	2421.39233	736.20520	
338	1.685	-27.10962	2416.20825	737.81287	
339	1.690	-27.94213	2411.11108	739.16846	
340	1.695	-28.76992	2406.18823	739.49084	
341	1.700	-29.72850	2401.16016	739.35809	
342	1.705	-30.83852	2396.06323	737.69690	
343	1.710	-32.45742	2390.12866	734.45276	
344	1.715	-34.45718	2385.22144	731.10175	
345	1.720	
346	1.725	
347	1.730	
348	1.735	
349	1.740	
350	1.745	
351	1.750	
352	1.755	
353	1.760	
354	1.765	
355	1.770	
356	1.775	-35.73057	2300.52905	724.50751	
357	1.780	
358	1.785	
359	1.790	
360	1.795	
361	1.800	
362	1.805	
363	1.810	
364	1.815	6.81825	2169.95435	792.00513	
365	1.820	
366	1.825	
367	1.830	
368	1.835	
369	1.840	
370	1.845	
371	1.850	112.85692	2303.00586	834.03326	
372	1.855	
373	1.860	114.28951	2288.18481	831.94476	
374	1.865	114.06046	2281.07764	830.95111	
375	1.870	112.76698	2272.92261	829.23682	
376	1.875	111.95686	2265.03906	827.13696	
377	1.880	110.93446	2256.99097	825.17041	
378	1.885	110.15660	2247.27051	823.67358	
379	1.890	110.14452	2239.24365	822.85919	
380	1.895	110.07215	2228.66626	820.75006	
381	1.900	110.44665	2219.47632	819.50012	
382	1.905	
383	1.910	112.47461	2198.10742	817.71277	
384	1.915	113.05404	2187.24146	817.11993	
385	1.920	113.63412	2178.02588	817.18933	
386	1.925	114.19387	2167.36572	816.41577	
387	1.930	114.21847	2158.75171	816.16101	
388	1.935	113.77945	2150.00610	815.18787	
389	1.940	114.29543	2141.57422	813.85577	
390	1.945	113.30180	2132.02002	811.74512	
391	1.950	111.82795	2122.54956	809.10419	
392	1.955	111.15781	2113.40845	806.31763	
393	1.960	110.12487	2104.25977	803.27118	
394	1.965	109.26627	2094.62671	800.29602	
395	1.970	108.72474	2084.93701	797.57550	
396	1.975	108.74210	2074.67432	795.09381	
397	1.980	109.21227	2063.70410	792.68835	
398	1.985	110.28881	2052.45654	790.55597	
399	1.990	111.13860	2040.40491	788.49023	
400	1.995	111.92541	2028.53638	787.40985	
401	2.000	113.05776	2017.58044	786.64532	
402	2.005	112.93006	2005.95142	786.28455	1591.19861	-2473.31006	-1776.75671	
403	2.010	113.64715	1996.38184	786.24005	1587.26733	-2490.52783	-1780.11584	
404	2.015	113.37617	1985.37866	785.39111	-98.15223	1998.72729	747.17145	
405	2.020	113.08754	1975.47070	784.63843	-99.02895	1986.49207	747.96796	
406	2.025	112.56686	1964.90186	783.52509	-99.45328	1974.26758	748.15344	
407	2.030	111.15038	1954.25635	781.99731	-100.74916	1963.17798	747.53363	
408	2.035	109.97189	1944.11292	780.13776	
409	2.040	59.97502	1821.40710	753.51593	-104.23888	1939.78381	743.31921	109.00279	1933.44299	777.91626	
410	2.045	108.03873	1922.51648	775.72937	
411	2.050	107.52426	1911.06433	773.77832	
412	2.055	107.54188	1898.93762	771.69189	
413	2.060	-43.22474	1696.55530	702.58966	58.41497	1533.51550	638.57098	107.84098	1886.72705	769.52814	
414	2.065	109.02747	1874.00049	767.57776	
415	2.070	110.14542	1862.06140	765.89325	
416	2.075	111.11818	1848.30823	763.59442	
417	2.080	112.15894	1835.87085	762.41437	
418	2.085	112.89747	1823.70996	761.09875	
419	2.090	113.64222	1811.25256	759.88269	
420	2.095	113.70763	1799.96997	758.86951	1446.96179	-2990.14307	-2136.90039	
421	2.100	113.48560	1789.34253	757.74963	
422	2.105	112.93715	1778.03979	756.12225	
423	2.110	111.86179	1766.72876	754.66669	
424	2.115	110.50026	1755.66248	753.12872	
425	2.120	109.67596	1745.17236	751.27429	-104.06915	1750.08557	722.35889	
426	2.125	108.87817	1732.28235	748.99725	
427	2.130	53.53097	1546.90771	715.33527	108.02938	1720.13269	747.11066	
428	2.135	107.99908	1706.96741	745.35626	
429	2.140	108.22194	1693.84412	743.76031	
430	2.145	108.80414	1680.45447	741.50806	
431	2.150	109.87043	1667.27026	739.57025	
432	2.155	110.58981	1654.22388	737.85425	
433	2.160	-102.04494	1665.76050	701.85962	112.17828	1640.81287	736.16595	
434	2.165	-101.17551	1652.75000	701.20746	112.79412	1628.13037	734.70898	
435	2.170	-100.91120	1639.12280	701.78424	113.48169	1617.24072	733.71277	
436	2.175	-100.90718	1625.07959	702.74780	113.46711	1604.05786	731.93018	
437	2.180	-100.65974	1610.90479	703.35339	113.19126	1592.08545	730.28101	
438	2.185	-101.85242	1596.85144	703.75122	113.51907	1580.78369	728.13782	
439	2.190	-102.72293	1583.52869	703.43964	113.17329	1568.81921	726.07953	
440	2.195	-102.29648	1568.45264	701.35144	111.90397	1556.67969	723.76453	
441	2.200	6.46877	1346.03418	676.79529	-103.00291	1555.18945	699.50031	110.86608	1544.81580	721.09229	
442	2.205	-105.40415	1543.73926	697.84375	110.50758	1532.58374	718.19244	
443	2.210	-106.33946	1530.94189	695.44141	110.20899	1520.41321	715.73669	
444	2.215	57.18758	1340.69946	684.91193	-107.50465	1520.25171	692.68451	109.07837	1506.88855	712.85138	
445	2.220	-107.23343	1508.19312	689.59845	109.80233	1493.47314	710.20630	
446	2.225	110.33485	1479.96277	707.95941	
447	2.230	-105.60183	1486.47266	685.32776	111.44572	1466.64246	705.99945	
448	2.235	-104.29939	1472.54138	682.79785	112.30945	1452.77112	704.17291	
449	2.240	-102.91852	1459.15576	681.47382	113.01136	1438.62732	702.59875	
450	2.245	-102.00968	1446.62683	681.34918	113.70114	1425.17517	701.24597	
451	2.250	-101.04484	1431.70959	681.22937	114.97799	1412.61951	700.30548	
452	2.255	-100.72086	1417.35876	681.68475	115.53703	1399.82629	699.13214	
453	2.260	-101.35442	1403.84241	682.23730	115.44916	1387.04199	697.53772	
454	2.265	115.24608	1375.41150	695.87653	
455	2.270	115.46604	1361.77539	693.50061	
456	2.275	-102.95248	1361.81616	681.38989	114.96016	1350.84021	691.40143	
457	2.280	-103.44014	1346.94128	678.66760	113.96405	1338.15344	688.74908	
458	2.285	-104.17442	1332.72144	675.53723	113.67482	1325.68701	685.65222	
459	2.290	-104.26504	1318.99585	672.10089	113.61109	1312.64893	682.71741	
460	2.295	-104.98190	1307.37537	668.83057	113.40336	1298.95569	679.54785	
461	2.300	-105.13271	1295.88757	665.82025	113.61547	1284.91406	676.46008	
462	2.305	113.76209	1271.16455	673.61224	
463	2.310	-103.32960	1270.97559	660.16907	114.86968	1257.15710	670.99658	
464	2.315	-102.16000	1259.35278	658.88971	116.10459	1243.35217	668.59766	
465	2.320	-100.85387	1246.03235	657.16150	117.37907	1228.99060	666.24542	
466	2.325	-99.48528	1234.33228	657.05151	118.55025	1214.23120	664.62012	
467	2.330	-98.14983	1219.50330	657.31189	119.64983	1200.81555	663.14404	3.90558	1061.71289	612.82001	
468	2.335	-98.19209	1206.66516	658.09027	120.70335	1186.86499	661.36066	-49.21322	1018.26532	672.23572	
469	2.340	-97.21954	1190.29114	658.50537	121.26971	1173.28882	659.61383	-146.69516	1022.61005	710.39087	
470	2.345	-96.32702	1173.86572	658.99835	121.34831	1161.29419	658.30554	
471	2.350	-96.34909	1159.88623	659.42017	122.17095	1148.32837	656.60028	
472	2.355	-97.10284	1145.23584	658.97241	121.55175	1135.36646	655.00763	
473	2.360	-97.70499	1130.56348	657.14594	120.53107	1121.42041	653.31628	
474	2.365	-98.32970	1116.36438	655.19775	119.85557	1108.20654	651.84491	
475	2.370	-98.62199	1102.52356	652.22638	119.39660	1095.07544	650.32043	
476	2.375	118.91537	1081.66418	649.18243	
477	2.380	-100.30816	1079.49841	646.49872	118.47747	1066.91382	647.49744	
478	2.385	-100.38626	1065.58350	642.30103	119.01333	1052.70142	646.41187	
479	2.390	-99.40147	1052.35156	639.44147	119.55289	1038.49646	645.48267	
480	2.395	-98.09286	1039.89185	637.46521	120.37572	1023.73975	644.39667	
481	2.400	-97.15243	1027.43152	636.05688	121.41209	1007.78357	642.06268	
482	2.405	-95.13442	1012.52472	634.61572	122.39682	993.06256	640.80212	
483	2.410	-94.44962	1000.17133	634.79883	123.15508	978.28223	639.10040	
484	2.415	-94.28288	985.71277	635.59253	124.23539	964.34796	637.68048	
485	2.420	-93.65471	969.40790	636.23932	124.30959	949.82977	635.71173	
486	2.425	-93.62998	956.11469	637.57562	124.50148	936.96423	634.05322	
487	2.430	-92.96484	937.67566	636.15308	14.20374	724.14209	607.60559	124.45708	924.59827	632.18561	
488	2.435	-94.26012	926.56482	637.12573	124.69826	912.48883	630.26770	
489	2.440	-95.09714	909.05481	635.12280	123.55352	897.61469	628.31158	
490	2.445	-96.50494	893.79303	633.47882	121.58860	884.20776	626.92010	
491	2.450	-98.81345	882.56409	631.71906	120.52486	870.67242	625.13995	
492	2.455	-100.08205	869.12872	628.02539	119.50780	856.60150	623.47223	
493	2.460	-101.37300	855.88861	625.40820	118.73066	842.58295	622.31927	
494	2.465	-101.68812	842.06348	621.71613	118.37776	827.94672	620.91486	
495	2.470	-101.51594	829.14478	619.81445	118.07932	812.50470	619.70300	
496	2.475	118.88796	797.32123	618.77502	
497	2.480	119.71398	782.04718	617.61188	
498	2.485	-98.05702	786.47491	612.44427	120.67365	766.74164	616.49292	
499	2.490	-96.22853	770.21295	611.53809	121.78198	751.90027	615.34857	
500	2.495	-96.61344	759.01013	613.13226	121.95172	736.38129	613.70740	
501	2.500	-95.36412	740.12085	612.95599	121.85911	720.77856	611.37115	
502	2.505	-95.58733	726.24969	615.55054	122.37651	707.07037	609.86310	
503	2.510	-96.43426	711.68878	615.59796	122.14604	694.20923	607.89288	
504	2.515	-96.51335	694.88947	617.07764	12.97881	477.69717	584.14905	122.10042	680.71466	605.49475	
505	2.520	121.27238	666.60474	603.53857	
506	2.525	14.43740	447.02173	581.61407	119.78873	652.48773	601.82495	
507	2.530	-101.07972	649.32043	614.10413	118.60818	639.15582	599.97467	
508	2.535	-103.08019	634.84308	611.44354	116.58529	623.44183	597.38239	
509	2.540	11.93353	404.83347	582.18262	-103.27695	618.11041	607.19690	115.63628	609.67578	596.17865	
510	2.545	-104.74316	605.68799	604.80383	114.23495	593.66711	594.36169	
511	2.550	114.19515	577.77167	593.22095	
512	2.555	-104.99222	579.74646	599.77423	114.78770	563.86401	593.05090	
513	2.560	115.65813	548.00415	592.12054	
514	2.565	116.68119	532.25775	591.23224	
515	2.570	116.43581	515.52026	590.33014	
516	2.575	117.34203	500.44583	589.62219	-101.16347	521.93933	596.24341	
517	2.580	117.73682	485.69916	588.06372	
518	2.585	117.53870	470.38943	586.49805	-101.37826	490.73877	598.14594	
519	2.590	117.17856	456.89774	585.15881	8.95994	255.90012	567.27307	
520	2.595	116.83412	443.82339	583.65625	
521	2.600	116.26205	429.40121	581.53162	9.12490	225.17125	563.07758	
522	2.605	114.44997	414.09952	579.80139	
523	2.610	112.59502	400.18762	578.14209	9.37597	194.90248	561.62067	
524	2.615	110.64250	384.87250	576.27838	-54.86465	120.94131	485.59418	
525	2.620	110.53217	372.48999	575.42212	
526	2.625	108.83394	356.68207	573.71716	
527	2.630	108.42246	341.51788	572.45355	
528	2.635	108.05917	324.59940	570.73938	
529	2.640	108.48071	309.79547	569.74951	
530	2.645	108.85344	293.39441	568.36499	
531	2.650	109.52803	277.47168	567.55548	
532	2.655	109.88178	261.96378	566.51941	
533	2.660	109.96333	246.65822	565.49078	
534	2.665	109.81097	231.31941	564.09955	
535	2.670	108.92356	217.37886	562.36823	
536	2.675	107.96324	203.45326	561.20245	
537	2.680	107.19989	189.52344	559.43359	
538	2.685	106.23764	175.19766	558.45410	
539	2.690	104.47456	160.73540	557.58875	
540	2.695	103.47427	147.21458	557.16516	
541	2.700	102.16861	131.61894	556.06061	51.59258	-42.62072	537.64856	
542	2.705	100.60646	115.67464	554.98187	
543	2.710	99.77965	100.66079	554.74738	
544	2.715	99.61526	84.13649	553.97394	
545	2.720	99.78876	68.74775	553.00623	
546	2.725	99.94712	52.46110	552.04059	
547	2.730	100.53909	35.99056	551.56927	
548	2.735	100.91098	19.91298	550.79535	
549	2.740	101.50822	5.77389	550.62781	
550	2.745	100.99181	-11.05103	548.30426	
551	2.750	101.50586	-25.18418	547.63702	
552	2.755	99.68567	-41.63999	544.58380	
553	2.760	99.20562	-54.95346	542.92584	
554	2.765	99.11755	-67.92631	542.49750	
555	2.770	97.35392	-82.12769	541.29242	
556	2.775	95.62981	-97.37615	539.66058	
557	2.780	93.68563	-111.62585	538.45087	
558	2.785	92.34251	-127.73390	537.49261	
559	2.790	91.31680	-142.61406	536.56635	
560	2.795	90.58990	-158.39330	535.77783	
561	2.800	90.28008	-174.51587	535.13574	
562	2.805	89.52438	-192.42670	533.19635	
563	2.810	90.71079	-205.03899	534.15546	
564	2.815	91.40590	-221.94731	533.69373	
565	2.820	92.31264	-236.77194	533.21826	
566	2.825	90.78790	-255.97809	531.04059	
567	2.830	90.49675	-272.32367	529.62054	
568	2.835	90.68079	-284.45480	529.53870	
569	2.840	89.93441	-297.13535	528.81329	
570	2.845	88.27380	-312.86761	526.37500	
571	2.850	87.92654	-326.00082	525.97382	
572	2.855	85.73694	-340.32333	524.84277	
573	2.860	83.56549	-356.11215	523.26166	49.61185	-482.19266	519.13397	
574	2.865	82.02992	-370.96936	521.47406	
575	2.870	80.90437	-386.63797	521.08429	
576	2.875	81.03738	-399.63528	521.06512	
577	2.880	78.71294	-419.65698	518.43561	
578	2.885	78.37211	-437.22702	516.16846	
579	2.890	78.20090	-452.58591	515.44696	
580	2.895	78.53519	-470.48083	514.31622	
581	2.900	80.75160	-482.33426	516.02612	
582	2.905	81.29358	-499.10434	515.32806	
583	2.910	
584	2.915	79.01038	-533.17181	512.22321	
585	2.920	79.23389	-546.57019	510.55811	
586	2.925	78.95384	-560.59918	509.14066	
587	2.930	77.44793	-574.87201	508.20654	
588	2.935	76.38879	-587.11096	508.25513	
589	2.940	
590	2.945	73.81651	-616.27209	506.14066	
591	2.950	71.75763	-633.09692	505.00003	
592	2.955	
593	2.960	
594	2.965	69.96597	-681.64032	501.43658	
595	2.970	70.33131	-696.16699	501.10645	
596	2.975	69.46741	-716.05652	498.92145	
597	2.980	71.35051	-729.69653	499.58859	
598	2.985	70.93140	-748.43396	496.98410	
599	2.990	71.91136	-763.22925	497.43716	
600	2.995	71.93671	-778.00427	496.58563	
601	3.000	71.01369	-794.55627	494.48334	
602	3.005	69.97157	-808.84613	494.68362	
603	3.010	70.56861	-819.14532	495.09671	
604	3.015	69.81169	-836.51031	493.73688	
605	3.020	
606	3.025	68.22111	-863.77972	492.39716	
607	3.030	
608	3.035	
609	3.040	
610	3.045	65.72319	-930.42883	490.84131	
611	3.050	
612	3.055	66.87662	-962.68829	489.70016	
613	3.060	66.17612	-982.83276	487.20706	
614	3.065	66.80116	-999.48419	486.25934	
615	3.070	
616	3.075	68.28928	-1030.16711	482.53934	
617	3.080	66.98730	-1046.18726	480.97241	
618	3.085	67.09607	-1059.99377	479.21371	
619	3.090	66.35130	-1074.04846	478.03131	
620	3.095	-40.37648	-1292.73132	490.15845	64.72954	-1090.38293	473.88492	
621	3.100	
622	3.105	64.26404	-1119.68738	470.95477	-40.23210	-1323.69556	490.53244	
623	3.110	62.18845	-1135.75659	470.15674	
624	3.115	62.30455	-1149.71838	471.67270	
625	3.120	61.93385	-1166.18555	469.98450	
626	3.125	
627	3.130	
628	3.135	62.57475	-1215.27466	470.32150	
629	3.140	-15.03501	-1078.28088	412.62857	
630	3.145	-14.01197	-1095.12720	413.08914	
631	3.150	-12.74110	-1111.30176	413.66724	
632	3.155	64.26179	-1282.17798	469.20615	
633	3.160	65.24602	-1297.12134	469.47540	
634	3.165	64.61832	-1312.49890	468.57208	
635	3.170	-9.65785	-1179.28040	415.28082	
636	3.175	64.66343	-1340.35486	466.90338	-44.27644	-1545.13867	485.76559	
637	3.180	62.33926	-1357.84766	463.81689	
638	3.185	-11.37019	-1229.33142	412.29129	
639	3.190	-12.98553	-1246.12415	409.53494	
640	3.195	
641	3.200	-44.59472	-1621.00085	490.20102	-16.54062	-1280.70313	405.46658	
642	3.205	-45.09100	-1636.64795	491.02530	-17.46371	-1296.32532	403.42239	
643	3.210	55.84539	-1451.75403	461.29449	
644	3.215	56.80698	-1468.81055	461.98279	
645	3.220	
646	3.225	
647	3.230	57.98092	-1517.72839	463.98709	
648	3.235	59.17739	-1534.79749	462.39337	-151.39282	-1519.37317	499.66928	
649	3.240	58.48813	-1550.52258	463.23898	
650	3.245	59.00388	-1566.03967	462.36755	
651	3.250	-13.32839	-1450.79065	406.17960	
652	3.255	-11.93446	-1467.94934	406.10483	
653	3.260	-12.48866	-1485.24084	405.49399	
654	3.265	-14.09900	-1501.45264	405.23584	
655	3.270	-15.17240	-1518.24963	404.29337	
656	3.275	55.38228	-1654.85681	462.14722	
657	3.280	54.66970	-1670.31702	462.68936	
658	3.285	67.41890	-1501.35962	328.02368	53.93422	-1688.05701	463.45236	
659	3.290	67.64034	-1519.24341	328.57800	53.50074	-1702.99805	464.76236	
660	3.295	
661	3.300	
662	3.305	
663	3.310	-155.92271	-1760.51477	496.95114	55.89375	-1770.01685	467.48239	
664	3.315	-154.88441	-1775.38745	498.74429	55.71751	-1785.77344	467.78058	
665	3.320	
666	3.325	
667	3.330	
668	3.335	
669	3.340	
670	3.345	
671	3.350	
672	3.355	
673	3.360	
674	3.365	
675	3.370	
676	3.375	
677	3.380	
678	3.385	
679	3.390	
680	3.395	58.44828	-2039.20935	478.93472	
681	3.400	
682	3.405	-67.12468	-2173.70410	573.70935	
683	3.410	
684	3.415	
685	3.420	
686	3.425	
687	3.430	
688	3.435	
689	3.440	
690	3.445	
691	3.450	
692	3.455	
693	3.460	-156.44144	-2226.59375	523.45404	
694	3.465	-155.35506	-2240.87573	524.36511	
695	3.470	-153.48106	-2257.61865	526.54297	57.86776	-2273.47607	497.82233	
696	3.475	-151.10263	-2274.48999	529.94513	59.06227	-2289.00098	499.40982	
697	3.480	-149.20627	-2288.94849	533.13147	59.74403	-2306.57617	501.92484	
698	3.485	59.59219	-2321.91162	502.92566	
699	3.490	59.90712	-2337.83374	505.03125	
700	3.495	62.20665	-2353.64673	508.67471	
701	3.500	60.91150	-2366.50269	508.57639	
702	3.505	59.77513	-2380.35547	509.01242	
703	3.510	
704	3.515	-152.99745	-2396.52979	555.34308	58.07246	-2410.67285	512.29053	
705	3.520	58.05594	-2426.50659	515.18842	
706	3.525	55.76986	-2438.87451	516.19281	
707	3.530	56.88588	-2456.03223	519.95752	
708	3.535	-155.66138	-2454.27100	560.61646	55.99660	-2470.91235	522.60687	-44.69053	-2666.62378	572.78125	
709	3.540	55.96223	-2485.34595	526.02832	-154.59999	-2470.31421	562.68970	
710	3.545	-154.17722	-2484.31787	565.06775	
711	3.550	58.30128	-2516.73853	533.24530	-153.06856	-2499.44019	568.20062	
712	3.555	59.94434	-2532.66699	537.15558	-148.30424	-2517.39526	574.56635	
713	3.560	59.56212	-2546.28247	540.12067	
714	3.565	58.67215	-2561.05249	541.61383	
715	3.570	62.31218	-2578.73926	547.54700	
716	3.575	-57.26942	-2734.48511	558.39923	60.67843	-2591.31226	548.95380	-146.71173	-2573.63940	593.58618	
717	3.580	61.18991	-2606.46533	552.28729	-146.25983	-2588.91211	598.67108	
718	3.585	60.36908	-2620.12622	554.77429	
719	3.590	59.67187	-2634.30542	557.46167	
720	3.595	59.66715	-2649.45142	561.49762	
721	3.600	-151.95227	-2645.14136	610.72559	58.57828	-2663.26172	565.32782	
722	3.605	-150.16135	-2661.64673	614.21033	57.27182	-2676.62378	568.95880	
723	3.610	56.08532	-2689.56201	572.78381	-153.39226	-2673.37671	614.47333	
724	3.615	-153.82619	-2688.38281	616.82690	55.47475	-2703.96436	577.72754	-44.92916	-2897.77612	631.88544	
