0,0,0,0
0,0,1,1
2,2,1,0
1,2,3,1
1,0,3,3
5,5,5,4
0,6,1,6
5,6,2,6
3,3,4,5
4,1,0,7
9,8,1,9
0,4,0,7
10,3,8,1
6,9,12,10
13,4,7,4
14,3,14,11
5,12,4,6
1,16,15,4
10,13,11,18
5,13,2,18
12,17,15,12
17,10,6,14
9,15,19,10
8,12,1,17
13,0,24,22
20,25,3,18
3,24,0,11
4,3,20,10
24,18,18,17
10,29,3,14
19,17,1,19
13,10,13,9
6,31,8,1
23,7,12,3
5,21,25,34
35,21,27,34
21,31,24,20
22,10,24,20
18,6,13,25
11,37,27,3
22,38,14,21
29,15,3,33
40,20,24,28
22,18,2,17
14,24,38,11
26,34,43,9
25,38,1,18
9,25,3,25
45,46,35,25
27,14,31,5
44,19,20,0
31,50,9,39
28,10,30,43
2,39,44,22
19,22,37,2
16,41,9,23
27,49,31,18
32,2,22,6
31,42,1,17
49,54,20,19
18,24,44,11
35,10,36,57
18,13,37,21
51,8,17,52
3,0,43,4
31,2,8,34
9,27,45,18
1,62,67,58
51,33,12,38
12,30,35,51
22,10,25,33
53,19,52,18
50,66,38,60
52,60,49,41
29,73,7,56
17,1,26,70
32,30,21,23
12,20,51,13
19,44,60,35
65,62,67,54
53,37,77,68
18,81,61,13
71,63,58,73
11,62,79,33
10,12,4,70
54,36,2,58
1,68,14,31
80,23,65,84
16,24,53,15
74,29,19,0
77,84,60,1
28,34,30,13
70,23,10,83
26,32,55,54
45,66,45,26
0,61,67,24
52,75,19,14
94,28,52,51
27,83,8,29
55,77,67,4
13,72,45,24
82,4,56,8
12,75,99,22
46,25,1,89
29,17,87,6
22,43,96,17
51,4,47,54
34,7,47,99
3,14,101,86
53,37,65,96
109,72,21,63
100,29,19,54
78,52,7,14
47,87,4,83
37,3,78,23
10,113,13,41
14,114,26,10
0,72,14,59
8,109,93,79
118,0,74,38
120,7,102,104
68,18,81,11
73,117,118,2
105,105,39,73
2,3,16,26
1,8,51,54
112,113,31,8
23,88,22,79
123,41,9,19
83,7,13,45
99,69,81,61
67,23,120,122
94,108,77,20
118,36,61,56
42,36,122,88
108,49,126,103
92,48,58,130
16,22,22,46
0,62,91,71
23,74,82,111
108,24,96,21
0,66,22,32
123,59,118,2
140,43,68,141
64,2,76,80
93,102,35,115
107,33,28,103
136,34,83,73
30,68,86,34
91,57,26,8
134,102,48,92
34,73,29,43
30,111,139,133
5,105,148,13
25,112,37,135
131,98,94,15
0,133,53,116
32,70,52,124
52,32,78,88
124,112,131,142
118,35,32,87
145,142,129,93
79,20,90,74
41,101,88,150
139,32,78,38
43,81,115,115
43,24,119,78
103,64,127,31
39,95,112,127
63,157,121,42
160,132,94,106
168,75,171,15
146,106,19,110
160,15,48,157
111,156,13,108
48,122,25,134
42,166,161,0
136,117,116,33
24,57,86,57
66,54,52,109
176,169,165,168
8,21,177,9
21,29,148,154
141,86,145,45
13,80,94,120
84,117,2,39
80,26,59,42
170,165,26,17
118,58,90,7
27,83,104,124
152,126,174,139
89,184,65,146
98,3,59,83
122,98,11,4
84,155,167,92
80,27,80,154
74,122,13,156
175,195,117,72
54,105,89,40
59,71,168,15
189,100,52,53
45,20,127,156
70,24,39,171
148,56,179,39
69,71,151,28
32,2,129,66
79,198,84,174
34,135,184,78
12,7,95,144
50,8,34,151
142,8,33,186
71,138,80,206
73,174,155,170
176,12,184,173
2,26,78,197
62,158,155,196
78,9,125,162
45,207,132,51
119,150,15,10
72,108,146,192
10,111,24,7
124,63,197,49
186,67,202,34
64,174,37,13
129,38,209,4
87,160,3,197
159,7,2,168
191,38,186,10
160,28,104,177
53,223,218,122
76,22,174,19
119,139,53,125
137,158,193,114
213,120,109,64
110,128,196,68
70,69,163,64
15,189,218,76
158,125,106,220
107,226,216,116
51,216,178,93
152,13,37,128
23,80,144,175
213,185,206,14
134,236,156,146
112,61,168,90
202,67,115,111
226,76,183,76
163,201,70,204
222,147,35,183
119,211,31,219
83,214,181,8
35,90,17,140
175,66,34,109
107,250,100,89
136,21,127,5
149,89,28,229
115,210,133,108
209,87,228,15
97,152,42,247
217,157,256,184
205,2,0,210
231,78,217,127
100,209,83,256
45,172,11,258
218,16,153,91
160,217,63,15
39,35,86,148
198,70,70,24
92,163,245,143
196,189,47,161
113,216,52,230
259,125,139,175
180,39,130,56
199,32,73,9
254,102,202,2
195,72,31,177
71,131,178,209
67,258,5,217
172,118,47,133
77,260,249,230
66,65,130,142
176,72,51,11
171,111,239,277
105,186,188,142
2,144,274,283
274,259,0,66
178,216,274,35
66,276,238,49
13,165,161,27
98,52,51,71
129,243,54,30
64,104,68,219
274,74,39,47
18,160,143,285
141,113,113,213
16,291,219,187
31,83,73,182
209,170,91,3
71,223,240,33
97,108,252,87
162,103,10,25
172,201,136,237
72,285,264,232
35,158,49,11
104,53,82,273
149,106,51,100
219,242,148,297
144,260,156,71
83,106,101,8
16,150,274,74
195,213,154,119
191,95,145,133
92,187,51,242
223,273,221,152
300,197,187,168
82,31,172,163
17,59,196,141
65,176,274,220
225,42,287,318
112,246,124,3
249,215,22,87
172,275,176,300
49,238,216,261
150,321,238,47
17,103,99,53
68,112,65,64
296,304,299,17
62,11,4,148
116,91,307,29
42,240,155,162
320,136,15,105
81,254,32,309
160,43,188,202
172,9,68,188
311,64,118,320
167,283,223,52
233,198,298,54
127,191,199,311
258,71,329,244
194,59,162,297
86,122,20,312
88,329,62,228
132,315,225,120
118,257,142,296
245,214,254,306
30,264,37,338
316,279,335,146
12,38,308,263
285,189,37,119
343,237,223,139
75,321,69,285
162,285,237,228
29,140,162,11
42,328,57,244
306,315,254,243
229,78,48,240
16,103,19,172
254,13,111,169
358,109,236,322
248,20,77,89
182,316,28,130
324,136,89,15
284,325,153,219
24,44,90,254
345,312,245,60
195,128,314,5
282,114,15,204
22,302,344,83
99,97,7,49
230,252,36,315
333,84,24,279
248,339,230,233
271,147,338,208
206,299,199,203
232,47,230,331
61,84,58,79
236,66,106,354
293,244,310,99
35,104,54,17
270,173,76,279
182,177,189,170
134,174,367,74
191,41,143,240
96,68,257,53
12,284,30,96
340,379,74,243
165,143,52,339
295,322,23,69
