398,234,369,599
123,191,185,649
369,418,509,124
404,578,392,674
490,734,216,678
398,637,62,404
253,411,390,450
603,40,278,285
97,689,129,626
396,302,566,-2
655,445,286,629
179,171,631,587
210,330,478,331
461,744,104,95
367,704,373,199
576,561,727,299
738,282,171,145
266,91,6,674
712,193,4,631
209,583,394,707
451,392,126,587
38,500,749,54
508,196,1,266
122,579,424,639
49,129,563,227
560,412,42,42
293,731,378,276
286,209,598,457
649,157,668,651
53,748,518,143
29,606,414,365
105,61,614,15
34,208,217,621
529,86,457,523
86,59,688,572
600,562,333,505
25,430,392,283
174,179,114,244
674,657,691,339
780,585,462,343
604,761,142,465
605,175,593,254
669,474,461,441
558,737,517,381
426,377,182,659
182,742,17,528
67,389,223,124
584,0,339,144
666,402,789,253
58,268,577,9
445,348,433,342
373,325,556,94
480,412,76,163
541,514,6,545
57,181,44,403
434,572,112,296
680,33,530,173
701,663,269,163
212,153,369,71
158,741,709,715
489,418,259,192
708,277,746,685
182,362,192,235
259,410,64,531
174,416,368,599
397,35,796,741
43,319,684,269
128,187,622,347
478,232,657,671
118,186,51,773
357,536,95,743
312,598,286,35
264,277,198,342
136,325,454,384
655,141,608,112
478,617,633,341
266,643,365,504
32,689,745,379
211,564,717,561
622,177,393,684
157,379,700,57
285,758,556,351
784,748,131,246
166,76,427,746
68,120,109,808
120,200,595,716
747,562,604,546
252,317,198,780
428,73,809,261
605,352,288,34
565,802,177,353
38,121,240,391
770,16,152,786
504,566,380,468
262,9,726,51
303,328,8,534
474,700,453,279
368,536,385,492
651,505,662,348
32,236,433,360
693,633,768,595
159,164,396,370
676,126,276,467
688,382,198,789
813,434,671,712
633,392,652,797
679,588,469,164
54,71,676,846
150,148,168,505
27,186,629,172
700,118,233,831
24,162,113,229
364,363,584,845
38,641,461,232
249,471,659,519
454,470,715,298
797,720,800,384
72,462,703,245
102,305,337,320
385,328,794,108
73,733,395,0
338,447,314,822
630,656,360,178
638,852,69,721
311,21,258,438
721,532,626,783
806,737,509,34
742,594,216,181
795,187,580,747
725,417,734,127
423,471,497,581
666,440,100,167
495,825,639,513
749,445,186,582
274,90,696,387
463,240,10,880
290,596,324,856
534,199,788,652
616,83,390,483
56,760,690,626
647,606,365,135
613,873,49,498
422,387,404,717
633,395,633,131
292,722,558,813
471,790,381,29
446,784,763,472
163,891,875,64
691,860,598,714
155,880,69,178
319,100,498,63
76,292,802,851
438,412,99,638
873,726,631,262
815,648,172,193
597,341,529,213
492,216,828,127
29,598,685,493
741,760,91,644
319,482,834,436
42,164,336,666
24,842,310,172
505,635,519,65
130,205,276,325
562,634,247,606
310,24,411,197
244,22,809,799
796,902,14,347
317,31,134,627
910,290,40,359
495,488,759,15
786,218,392,205
763,215,725,482
583,374,826,180
590,743,683,572
434,540,182,465
442,427,820,454
674,546,536,64
639,518,569,863
534,605,656,889
223,271,408,533
475,923,880,439
662,431,543,261
660,293,728,870
430,409,315,323
870,764,91,122
899,401,655,387
487,293,195,612
859,111,514,921
708,782,663,250
722,240,835,866
324,733,522,816
715,508,203,865
868,681,337,852
214,21,365,595
435,332,232,631
228,516,709,372
825,118,623,82
18,654,644,290
536,732,920,141
458,692,940,324
166,786,213,616
34,162,444,502
176,301,120,884
893,347,269,352
681,498,61,582
246,595,158,484
22,192,757,630
366,404,582,888
775,241,216,469
303,514,592,83
401,299,445,215
716,748,689,404
935,465,312,453
919,209,144,833
202,232,352,711
409,641,1,242
772,98,297,143
528,484,108,669
-2,422,-3,351
906,423,391,128
26,622,257,469
879,711,13,366
884,107,596,450
842,670,498,447
967,408,778,535
708,546,467,341
751,342,769,424
52,61,842,477
540,426,473,199
732,61,272,375
145,370,381,13
201,367,848,485
69,730,405,107
342,486,639,522
103,7,937,18
942,844,852,713
409,399,962,22
495,180,790,39
525,813,246,848
688,528,589,408
881,381,88,391
544,515,593,464
66,27,399,610
792,431,471,586
620,633,559,912
871,740,734,966
17,203,302,614
918,36,761,392
800,984,687,290
