0,1,2,3,4,5,6,7
0,1,3,4,5,6,7,8
0,2,3,4,6,7,8,9
1,2,4,5,6,7,8,10
1,2,3,5,6,8,9,11
2,5,6,7,9,10,11,12
2,3,7,8,9,10,11,12
2,7,9,10,11,12,13,14
5,6,9,10,11,13,14,15
4,5,8,9,11,12,13,16
2,6,8,11,12,14,16,17
5,6,7,8,13,14,15,18
3,8,9,10,14,15,16,18
2,10,12,15,16,17,18,19
4,14,15,16,17,18,20,21
13,15,16,18,19,20,21,22
2,6,8,10,17,18,21,22
12,13,16,18,20,22,23,24
10,13,16,19,20,21,23,25
7,8,9,13,16,20,23,26
7,9,15,16,20,24,26,27
7,10,13,15,16,18,24,25
8,13,17,18,22,25,27,29
8,10,13,14,17,19,27,29
1,11,15,17,23,25,27,31
11,12,15,18,20,21,25,29
33,3,17,18,23,25,26,28
11,15,16,17,18,23,26,30
33,35,4,13,17,22,24,28
32,33,36,11,19,25,26,31
32,33,34,3,23,24,30,31
33,35,37,12,16,26,27,31
33,35,6,21,22,23,24,25
34,35,6,39,27,28,30,31
35,36,37,38,22,25,26,28
32,34,37,41,11,21,23,26
37,38,40,41,42,10,27,28
32,39,40,43,44,15,21,30
35,37,38,43,44,20,25,28
34,36,5,43,46,23,29,30
34,35,39,41,47,29,30,31
35,37,40,14,18,24,28,29
1,43,14,49,25,27,28,31
37,43,14,47,21,26,28,31
33,7,41,42,50,51,30,31
41,42,43,47,51,52,25,26
34,39,12,44,48,49,29,30
35,38,15,49,50,53,29,31
39,48,17,50,22,55,27,29
42,46,47,19,53,21,24,27
36,39,13,49,51,52,53,24
36,40,45,47,18,21,53,25
35,48,49,52,53,22,25,30
41,43,44,50,54,57,58,60
46,49,29,55,54,22,60,61
35,37,39,41,45,48,22,23
46,16,49,54,27,60,62,31
38,47,50,52,22,55,24,59
64,65,39,44,47,30,58,62
64,34,58,48,56,26,59,63
39,7,49,52,21,57,58,60
33,66,41,44,50,21,27,62
64,34,38,40,47,17,21,24
35,67,70,45,13,51,60,61
65,35,71,44,46,15,49,59
0,71,42,12,45,20,56,63
36,73,42,41,45,58,60,63
65,68,41,42,49,18,17,57
32,66,68,5,43,58,61,63
67,70,71,42,46,56,58,62
67,68,73,74,75,50,58,27
69,39,72,74,77,53,23,57
65,34,33,68,79,55,24,60
64,39,72,76,12,15,19,21
65,34,44,79,47,20,52,55
3,73,41,76,79,48,51,55
33,5,73,79,83,55,57,31
69,71,11,78,79,50,28,29
67,70,73,74,51,84,53,57
64,66,35,36,49,86,56,58
64,33,70,45,81,84,54,28
68,5,77,45,14,79,50,24
65,68,70,72,46,50,52,60
73,43,82,19,20,85,54,90
4,36,72,27,74,84,52,91
69,74,46,15,20,88,59,92
64,44,13,78,49,22,60,61
64,65,34,39,74,29,54,93
70,43,17,19,86,24,94,95
64,65,38,72,41,73,55,57
39,78,82,51,53,25,91,62
97,15,83,21,86,56,29,31
33,98,99,14,85,87,88,57
98,34,76,55,87,56,92,62
96,65,101,74,76,59,92,93
35,69,38,44,52,92,30,31
99,78,92,87,55,58,28,30
33,99,35,100,77,54,56,60
101,72,105,18,56,89,26,60
69,71,42,76,78,46,53,92
68,106,44,81,17,53,88,60
101,104,40,47,51,93,62,31
99,48,81,80,20,55,59,30
98,71,77,15,82,29,84,93
70,107,82,18,53,54,56,30
101,102,39,105,46,111,89,92
100,68,102,107,83,54,92,29
97,102,103,113,53,57,93,25
96,101,102,70,103,44,91,62
98,67,45,111,17,84,59,63
36,72,75,111,114,85,91,93
96,73,106,113,18,21,90,28
64,96,72,116,87,88,24,59
36,103,79,113,114,22,24,29
104,73,74,51,52,116,117,89
67,100,71,104,109,77,54,92
99,101,72,111,84,117,120,57
99,101,76,111,113,114,119,95
96,99,70,47,114,87,24,90
40,73,10,108,80,87,89,25
65,101,102,110,82,115,20,26
68,101,102,70,109,112,24,121
102,72,109,52,85,53,88,122
102,70,44,109,117,55,57,127
131,69,103,78,114,83,117,87
121,130,102,105,89,123,61,62
133,108,47,80,51,52,54,127
37,42,76,110,111,61,88,125
100,70,77,29,93,91,28,125
131,133,74,110,16,85,87,63
99,107,110,113,82,55,120,125
98,37,106,111,81,88,121,124
32,130,99,111,81,117,89,122
128,67,132,74,111,81,58,125
98,131,105,140,113,56,124,93
