0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
9,10,12,13,15,16,17,18,19,20,21,22,23,24,25,26
10,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2,8,10,14,16,17,18,19,20,21,22,23,24,26,27,28
9,10,12,13,15,16,18,19,20,22,24,25,26,27,28,29
12,13,14,17,18,19,20,21,22,23,24,25,27,28,29,30
10,15,16,17,18,21,22,23,24,25,26,27,28,29,30,31
32,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31
32,33,8,15,20,21,22,23,24,25,26,27,28,29,30,31
32,33,34,6,11,14,15,19,20,23,24,26,28,29,30,31
32,33,34,35,10,12,19,21,23,25,26,27,28,29,30,31
32,35,36,8,13,18,19,20,21,24,25,26,27,29,30,31
33,34,35,36,37,17,18,20,21,23,24,25,26,28,29,30
32,33,34,35,36,37,38,14,15,17,22,25,26,27,30,31
32,33,34,35,36,37,38,39,6,21,23,24,25,29,30,31
32,33,34,36,37,38,39,40,9,20,25,26,27,28,30,31
32,33,35,36,37,38,39,40,21,22,25,26,28,29,30,31
33,34,35,36,37,38,39,40,42,12,18,19,21,27,28,30
32,33,34,35,36,38,39,40,41,42,11,17,21,29,30,31
32,34,35,36,37,39,40,41,42,43,44,22,27,28,30,31
32,34,35,36,37,38,39,40,41,42,44,45,18,25,26,31
32,33,34,39,41,42,43,44,45,46,21,23,24,27,29,30
33,35,37,38,39,40,41,42,44,45,46,47,15,25,29,31
32,34,36,37,38,41,42,43,10,46,47,48,23,28,29,30
32,35,36,38,40,42,43,11,45,46,47,48,49,17,14,31
33,36,38,42,43,45,46,47,48,17,49,50,20,18,14,23
34,35,37,39,40,43,44,45,11,16,49,50,51,20,48,31
35,36,4,38,39,41,43,44,45,46,47,48,49,50,51,52
35,38,39,40,41,42,43,44,46,47,49,50,51,53,23,26
32,34,37,38,42,45,46,47,48,49,50,51,16,54,23,28
32,35,36,38,40,43,44,45,46,47,48,50,52,53,54,27
33,34,35,36,40,42,46,49,50,52,53,54,55,56,29,30
40,42,44,45,46,49,50,51,19,52,53,55,56,54,31,57
36,39,43,45,46,47,48,49,50,52,53,23,55,56,57,58
34,36,39,42,44,45,48,49,50,51,53,54,55,56,58,29
33,34,37,41,42,28,46,49,50,52,54,56,57,58,59,60
34,37,43,13,46,47,50,52,53,55,57,58,59,60,61,30
36,39,40,41,45,28,47,46,50,51,20,52,57,59,60,61
32,36,39,40,45,47,49,50,51,52,55,59,60,61,62,63
40,43,44,45,47,48,17,52,25,55,56,57,59,61,62,63
64,65,38,40,42,46,49,50,53,62,56,57,59,61,30,63
65,66,44,46,60,49,50,53,54,55,56,58,59,28,61,63
65,66,67,34,37,33,41,43,48,51,55,54,23,57,58,59
64,65,67,68,44,45,12,47,51,52,53,54,58,60,61,63
32,64,66,67,68,69,45,50,51,53,54,58,59,60,62,63
34,67,66,70,42,47,48,49,54,55,25,26,59,60,61,63
64,65,66,32,68,69,70,48,21,54,23,55,57,60,61,63
64,65,66,36,70,71,43,48,51,52,56,58,59,60,62,63
65,66,35,69,71,73,42,43,55,56,58,59,60,61,62,63
64,66,67,69,70,71,40,73,50,21,53,23,55,57,26,29
65,66,68,70,71,73,42,43,75,54,57,58,59,60,61,62
65,66,68,69,70,71,72,74,75,55,56,24,58,57,61,63
64,65,68,69,70,72,73,74,41,76,51,55,56,57,61,62
65,68,36,70,71,72,74,43,76,77,49,50,52,54,31,63
67,71,72,41,74,43,76,77,46,79,78,53,55,60,62,63
66,69,71,72,73,74,75,77,79,80,53,55,59,60,62,63
66,72,73,74,77,78,47,46,49,56,57,58,27,60,61,63
65,34,67,69,70,72,75,43,76,79,80,82,53,58,61,63
64,66,67,37,72,44,76,78,79,81,82,83,23,58,62,63
66,67,69,71,72,74,76,78,79,80,81,82,84,57,58,63
65,34,69,71,72,74,45,77,79,80,81,78,85,53,54,60
67,68,37,71,75,43,78,79,81,83,84,85,86,53,55,58
33,67,68,71,72,43,75,78,80,48,82,86,54,57,62,63
69,71,72,41,74,75,78,80,83,84,86,87,58,27,60,63
67,39,72,74,77,45,47,79,82,85,86,53,55,89,62,57
64,66,71,73,42,28,79,82,84,85,86,89,90,60,61,63
64,65,66,69,71,39,44,76,79,49,82,86,87,88,89,91
32,35,72,73,75,44,77,78,81,85,55,87,53,89,90,60
69,41,76,79,48,49,83,84,61,87,56,90,91,92,93,62
67,37,69,70,71,72,77,46,81,51,83,86,89,90,92,61
32,72,75,45,77,81,82,83,93,85,63,55,90,92,61,95
66,69,70,71,73,76,77,78,81,82,85,54,55,91,93,94
97,67,68,69,71,72,75,79,82,83,85,88,89,90,93,57
97,66,67,68,98,74,76,45,80,82,85,54,88,89,58,92
65,98,99,68,70,71,40,76,46,79,48,49,82,88,89,91
