0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
3,4,6,9,10,11,12,13,14,15,16,17,18,19,20,21
7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
5,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23
4,8,10,12,13,14,15,16,17,18,19,20,21,22,23,24
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
9,10,12,13,14,16,17,18,19,20,21,22,23,24,25,26
8,9,13,14,15,16,17,18,19,21,22,23,24,25,26,27
7,12,13,16,17,18,19,20,21,22,23,24,25,26,27,28
8,9,13,14,16,17,19,20,21,22,24,25,26,27,28,29
12,13,14,16,18,19,20,21,22,23,24,25,26,28,29,30
9,13,14,15,17,21,22,23,24,25,26,27,28,29,30,31
32,11,14,16,17,18,19,20,21,24,25,26,27,29,30,31
32,33,8,13,16,20,21,22,24,25,26,27,28,29,30,31
32,33,34,12,16,17,18,21,22,25,26,27,28,29,30,31
32,33,34,35,15,19,20,21,23,24,25,27,28,29,30,31
32,33,34,35,36,15,19,21,24,25,26,27,28,29,30,31
33,34,36,37,17,18,21,22,23,24,26,27,28,29,30,31
32,33,34,35,36,37,38,15,20,21,22,23,27,28,30,31
32,33,34,35,36,37,38,18,21,22,26,27,28,29,30,31
32,33,34,35,36,38,39,40,16,22,24,25,26,27,28,30
33,34,35,37,38,39,18,20,24,25,26,27,28,29,30,31
32,33,37,38,39,40,41,42,14,20,21,24,25,26,29,30
33,34,35,37,39,41,42,43,21,22,23,24,26,27,29,31
32,33,34,35,36,37,38,40,41,42,43,44,24,25,28,29
32,34,35,36,37,39,40,41,42,43,44,45,26,28,29,31
35,36,37,38,39,41,42,43,44,45,13,21,23,25,28,29
33,35,36,38,39,40,42,43,44,45,46,22,23,25,27,29
34,36,37,38,39,40,41,42,43,44,45,46,47,48,26,30
32,36,37,38,39,40,41,43,44,45,46,47,48,49,19,31
33,36,37,38,39,40,41,42,43,44,46,48,17,50,23,30
34,38,41,42,43,44,45,46,48,49,50,51,18,25,26,28
32,34,36,38,40,41,42,44,46,47,49,50,51,52,27,31
32,33,36,38,44,45,47,48,49,50,51,52,53,25,29,31
32,33,36,40,41,44,13,46,47,48,50,51,52,53,54,28
32,38,40,41,42,43,44,46,47,49,51,52,54,55,29,30
35,36,37,38,39,40,42,47,48,49,51,52,53,54,55,56
35,37,39,40,42,43,45,46,49,50,51,52,22,55,54,56
33,40,41,42,46,48,50,51,52,22,55,56,54,58,30,57
36,38,39,59,43,45,46,48,49,50,52,53,55,56,58,27
37,39,40,42,47,48,50,52,53,23,55,56,54,59,60,31
37,39,40,46,60,48,51,52,53,54,56,57,58,59,28,61
38,41,44,45,14,47,46,48,49,53,54,56,57,59,60,29
35,38,10,46,48,49,50,52,54,55,56,57,59,60,62,63
64,35,38,40,45,46,31,50,51,57,58,59,60,61,62,63
64,65,34,38,40,42,44,47,50,53,57,58,60,61,62,63
64,65,66,34,36,39,43,47,51,54,57,27,60,61,62,63
65,66,35,27,13,49,50,54,55,56,57,58,59,60,62,63
64,65,34,66,36,39,44,45,52,53,54,56,57,58,59,63
64,66,69,38,41,44,47,48,49,54,23,56,59,60,62,63
64,66,67,68,69,70,38,8,45,46,50,54,58,59,62,31
65,67,68,69,70,71,44,47,54,56,57,59,60,61,62,63
64,65,66,67,68,69,70,71,72,44,47,49,50,51,62,63
65,66,35,36,69,70,71,72,38,42,44,51,56,61,62,63
64,65,67,68,69,70,36,72,45,50,54,55,57,26,59,61
64,65,66,67,68,35,70,74,14,53,55,57,59,60,61,62
65,34,67,71,73,74,76,15,48,50,53,56,58,59,61,63
64,34,67,66,69,71,40,72,75,46,52,53,57,29,62,63
64,65,66,68,69,70,73,74,43,45,46,77,50,54,58,30
65,69,70,40,41,74,75,76,45,77,79,47,78,50,55,61
64,66,68,69,71,42,75,77,78,79,80,52,53,54,60,63
64,32,69,38,70,71,73,78,79,80,47,81,20,55,56,61
64,66,68,37,69,72,74,75,45,78,48,81,52,54,59,62
32,67,38,72,74,77,46,78,79,80,82,83,54,58,61,62
65,68,38,74,75,76,77,79,48,80,82,19,84,53,57,63
65,33,67,39,71,72,76,77,46,78,81,82,51,85,54,60
64,65,66,69,70,74,75,46,78,80,81,82,83,17,53,58
64,67,69,73,41,77,45,48,80,83,85,86,54,55,60,62
69,70,39,72,73,71,75,80,81,50,82,83,87,88,57,62
65,66,69,73,42,74,76,77,45,44,84,54,88,89,58,61
64,70,75,77,78,82,83,84,85,86,55,56,87,90,88,57
65,68,72,73,74,43,44,45,27,79,49,84,87,89,90,91
40,73,72,78,79,80,48,84,85,86,87,88,56,59,92,63
65,72,76,46,80,82,83,84,85,86,89,90,60,61,62,63
67,71,73,74,75,78,79,81,82,51,86,89,90,59,92,93
69,71,75,80,81,83,85,86,54,88,89,90,91,93,94,95
71,40,72,74,75,77,78,48,82,51,85,87,88,92,93,95
96,66,41,75,80,81,84,53,86,87,88,89,90,57,62,95
65,66,98,75,44,46,80,84,53,54,55,88,92,93,94,95
96,97,98,67,99,34,70,79,80,81,82,83,52,88,59,61
