0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21
2,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22
4,6,8,10,12,13,14,15,16,17,18,19,20,21,22,23
7,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24
4,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25
9,10,12,14,15,16,17,18,19,20,21,22,23,24,25,26
7,9,10,14,15,17,18,19,20,21,22,23,24,25,26,27
12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28
11,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29
13,15,16,17,18,19,20,21,23,24,25,26,27,28,29,30
9,15,16,17,19,21,22,23,24,25,26,27,28,29,30,31
32,12,15,16,17,18,22,23,24,25,26,27,28,29,30,31
32,7,12,16,18,21,22,23,24,25,26,27,28,29,30,31
33,34,6,13,14,17,21,22,24,25,26,27,28,29,30,31
32,33,34,35,10,12,17,19,20,24,26,27,28,29,30,31
32,33,34,35,36,14,18,19,20,22,26,27,28,29,30,31
32,33,34,35,36,37,15,19,22,23,24,25,28,29,30,31
32,33,34,35,36,37,38,19,20,21,25,27,28,29,30,31
32,35,37,38,39,14,17,22,23,24,25,26,27,28,29,30
32,34,35,36,37,38,39,40,14,20,21,23,25,26,27,29
32,33,34,35,36,37,38,39,41,10,20,22,24,26,29,31
32,33,35,36,37,38,39,40,41,42,25,27,28,29,30,31
35,36,37,38,39,40,41,42,43,14,18,22,24,27,30,31
32,33,35,36,39,40,41,42,43,44,8,15,23,26,30,31
32,33,34,35,36,37,38,39,40,42,43,12,44,45,23,26
33,34,35,36,37,39,40,41,42,44,45,46,20,24,27,31
32,33,35,36,37,38,40,42,43,44,45,47,18,23,26,30
33,36,37,38,39,40,41,42,43,44,45,47,48,25,28,30
32,38,39,8,40,42,43,44,45,46,48,49,24,25,26,30
32,35,37,38,39,42,44,46,47,48,49,50,19,23,24,27
33,34,35,41,42,43,44,45,48,49,50,51,25,26,29,31
33,35,36,37,38,39,41,42,46,47,48,49,19,52,51,20
33,39,40,41,42,43,44,45,47,48,16,50,49,53,29,31
32,33,34,35,39,41,45,46,47,49,50,51,52,53,54,24
32,35,38,39,40,41,43,45,47,48,49,50,53,55,28,29
35,37,38,39,40,41,43,46,47,48,52,53,54,55,56,31
32,33,37,38,40,44,47,48,49,50,52,53,55,56,57,25
32,36,40,41,43,44,45,48,49,50,51,52,55,57,28,31
5,39,41,43,46,48,19,52,53,22,55,56,54,58,59,57
33,36,38,39,43,44,12,45,48,49,52,53,55,56,57,30
33,36,39,42,14,46,47,49,50,51,52,54,55,58,60,61
37,40,42,43,45,48,50,51,52,53,54,55,56,60,61,31
38,39,45,31,47,48,49,18,53,55,56,57,58,59,60,63
64,36,39,42,12,13,46,49,52,53,55,24,60,61,62,63
64,65,34,36,37,41,42,49,50,52,57,26,59,31,62,63
64,65,66,32,47,48,49,50,52,54,55,56,57,59,61,63
64,66,36,58,44,45,49,51,52,53,55,56,26,59,62,63
64,65,67,68,38,40,42,46,47,49,50,56,57,59,62,63
64,65,66,67,68,37,36,50,52,53,54,57,60,61,62,63
65,66,67,68,69,40,59,45,46,47,50,24,56,27,61,63
65,66,67,68,70,71,45,48,52,53,55,57,58,59,60,62
64,65,69,70,71,72,49,50,51,52,53,54,56,57,59,61
64,66,69,37,39,72,71,49,50,51,55,56,57,61,62,63
65,37,38,71,72,39,44,45,46,50,51,52,29,57,61,30
64,65,66,69,70,38,72,73,41,75,47,50,56,60,61,62
66,67,68,69,39,72,73,76,48,53,54,22,56,26,61,62
64,65,66,69,70,71,73,75,77,50,52,53,55,61,62,31
67,68,69,37,72,73,40,74,76,77,75,51,53,58,60,63
32,65,36,71,74,75,77,45,78,79,47,52,55,57,58,63
65,69,39,40,71,76,77,78,79,80,48,55,26,59,62,63
66,68,70,72,40,75,76,77,43,47,80,57,59,61,62,63
32,68,70,72,74,76,45,78,80,49,50,82,81,59,60,61
64,66,67,68,72,74,47,79,81,50,83,82,53,54,56,62
66,67,71,42,77,78,80,81,82,83,84,55,31,61,62,63
66,34,73,74,75,43,79,49,50,83,84,52,81,57,27,63
71,40,73,75,28,79,50,83,84,82,86,85,58,59,60,62
64,33,69,70,38,73,74,75,77,78,48,81,83,84,57,60
39,73,74,75,46,81,82,83,84,85,86,49,88,87,26,63
68,37,71,73,74,59,78,47,82,83,85,86,88,89,56,27
65,66,69,73,75,12,79,80,52,54,87,88,89,58,61,63
68,69,70,72,78,79,50,82,84,85,87,88,89,90,91,61
65,68,69,71,73,92,50,52,53,84,87,88,89,90,60,63
64,71,72,75,76,60,47,81,85,86,88,89,90,92,93,63
68,69,70,73,74,76,77,78,80,93,86,87,88,89,61,94
36,70,42,75,44,80,81,82,93,94,90,91,60,61,62,63
66,68,58,70,73,75,81,82,83,53,95,88,94,26,62,63
96,35,70,72,74,75,79,82,83,84,95,87,89,63,94,31
96,97,66,98,36,71,73,74,44,77,79,81,89,92,94,95
96,97,74,75,76,78,79,50,84,85,86,89,90,61,94,57
