pitch
yaw
left
right
"['137', '140', '140', 100]","['138', '0', '0', 0]","['138', '0', '0', 0]",5,220,100,48,1.2012152671813965
"['136', '140', '140', 100]","['137', '140', '140', 100]","['138', '0', '0', 0]",5,220,100,41,0.05998063087463379
"['135', '140', '140', 100]","['136', '140', '140', 100]","['137', '140', '140', 100]",5,220,100,55,0.04801774024963379
"['135', '140', '140', 100]","['135', '140', '140', 100]","['136', '140', '140', 100]",7,230,100,48,0.04905200004577637
"['132', '140', '140', 100]","['135', '140', '140', 100]","['135', '140', '140', 100]",7,230,100,48,0.05911540985107422
"['130', '140', '140', 100]","['132', '140', '140', 100]","['135', '140', '140', 100]",7,230,100,72,0.04816913604736328
"['130', '230', '100', 100]","['130', '140', '140', 100]","['132', '140', '140', 100]",7,230,100,50,0.047902584075927734
"['127', '230', '100', 100]","['130', '230', '100', 100]","['130', '140', '140', 100]",7,230,100,47,0.0477147102355957
"['128', '230', '100', 100]","['127', '230', '100', 100]","['130', '230', '100', 100]",7,230,100,39,0.04630303382873535
"['125', '230', '100', 100]","['128', '230', '100', 100]","['127', '230', '100', 100]",7,230,100,40,0.053267478942871094
"['120', '230', '100', 100]","['125', '230', '100', 100]","['128', '230', '100', 100]",7,230,100,66,0.04899764060974121
"['118', '230', '100', 100]","['120', '230', '100', 100]","['125', '230', '100', 100]",7,230,100,48,0.05198788642883301
"['114', '230', '100', 100]","['118', '230', '100', 100]","['120', '230', '100', 100]",7,230,100,45,0.04602980613708496
"['105', '230', '100', 100]","['114', '230', '100', 100]","['118', '230', '100', 100]",7,230,100,51,0.046196937561035156
"['103', '230', '100', 100]","['105', '230', '100', 100]","['114', '230', '100', 100]",7,230,100,48,0.06236457824707031
"['101', '230', '100', 100]","['103', '230', '100', 100]","['105', '230', '100', 100]",7,230,100,48,0.03365159034729004
"['97', '230', '100', 100]","['101', '230', '100', 100]","['103', '230', '100', 100]",7,230,100,48,0.061495065689086914
"['93', '230', '100', 100]","['97', '230', '100', 100]","['101', '230', '100', 100]",7,230,100,48,0.04878711700439453
"['93', '230', '100', 100]","['93', '230', '100', 100]","['97', '230', '100', 100]",7,230,100,48,0.04790687561035156
"['90', '230', '100', 100]","['93', '230', '100', 100]","['93', '230', '100', 100]",7,230,100,69,0.05303144454956055
"['81', '230', '100', 100]","['90', '230', '100', 100]","['93', '230', '100', 100]",7,230,100,39,0.053194522857666016
"['77', '230', '100', 100]","['81', '230', '100', 100]","['90', '230', '100', 100]",7,230,100,61,0.046875
"['74', '230', '100', 100]","['77', '230', '100', 100]","['81', '230', '100', 100]",7,230,100,49,0.04565620422363281
"['73', '230', '100', 100]","['74', '230', '100', 100]","['77', '230', '100', 100]",7,230,100,48,0.04725313186645508
"['64', '230', '100', 100]","['73', '230', '100', 100]","['74', '230', '100', 100]",7,230,100,42,0.0462033748626709
"['62', '230', '100', 97]","['64', '230', '100', 100]","['73', '230', '100', 100]",7,227,100,53,0.05922722816467285
"['59', '230', '100', 94]","['62', '230', '100', 97]","['64', '230', '100', 100]",7,224,100,49,0.04903435707092285
"['54', '227', '100', 89]","['59', '230', '100', 94]","['62', '230', '100', 97]",7,219,100,48,0.05202484130859375
"['48', '227', '100', 82]","['54', '227', '100', 89]","['59', '230', '100', 94]",7,212,100,48,0.04598283767700195
"['47', '227', '100', 73]","['48', '227', '100', 82]","['54', '227', '100', 89]",7,203,100,48,0.04765939712524414
"['38', '227', '100', 72]","['47', '227', '100', 73]","['48', '227', '100', 82]",7,202,100,48,0.04715752601623535
"['34', '227', '100', 58]","['38', '227', '100', 72]","['47', '227', '100', 73]",7,188,100,48,0.046480417251586914
"['30', '227', '100', 52]","['34', '227', '100', 58]","['38', '227', '100', 72]",7,182,100,56,0.06272244453430176
"['28', '227', '100', 46]","['30', '227', '100', 52]","['34', '227', '100', 58]",7,176,100,65,0.048097848892211914
"['18', '182', '100', 43]","['28', '227', '100', 46]","['30', '227', '100', 52]",7,173,100,49,0.061963558197021484
