pitch
yaw
left
right
"['20', '140', '140']","['40', '0', '0']","['41', '0', '0']",6,140,200,49,1.4669225215911865
"['20', '140', '140']","['20', '140', '140']","['40', '0', '0']",1,140,140,48,0.04642796516418457
"['18', '140', '140']","['20', '140', '140']","['20', '140', '140']",2,140,160,48,0.048784732818603516
"['17', '140', '140']","['18', '140', '140']","['20', '140', '140']",2,140,160,49,0.0633387565612793
"['18', '140', '140']","['17', '140', '140']","['18', '140', '140']",2,140,160,47,0.044884443283081055
"['15', '140', '140']","['18', '140', '140']","['17', '140', '140']",2,140,160,73,0.04606509208679199
"['14', '140', '160']","['15', '140', '140']","['18', '140', '140']",2,140,160,48,0.04741716384887695
"['14', '140', '160']","['14', '140', '160']","['15', '140', '140']",2,140,160,48,0.045385122299194336
"['13', '140', '160']","['14', '140', '160']","['14', '140', '160']",2,140,160,38,0.04689455032348633
"['15', '140', '160']","['13', '140', '160']","['14', '140', '160']",2,140,160,58,0.05665159225463867
"['15', '140', '160']","['15', '140', '160']","['13', '140', '160']",2,140,160,48,0.058043479919433594
"['14', '140', '160']","['15', '140', '160']","['15', '140', '160']",2,140,160,48,0.04535412788391113
"['15', '140', '160']","['14', '140', '160']","['15', '140', '160']",2,140,160,46,0.046584129333496094
"['16', '140', '160']","['15', '140', '160']","['14', '140', '160']",2,140,160,51,0.04636883735656738
"['14', '140', '160']","['16', '140', '160']","['15', '140', '160']",2,140,160,48,0.04746723175048828
"['15', '140', '160']","['14', '140', '160']","['16', '140', '160']",2,140,160,47,0.04690361022949219
"['17', '140', '160']","['15', '140', '160']","['14', '140', '160']",2,140,160,49,0.06087946891784668
"['16', '140', '160']","['17', '140', '160']","['15', '140', '160']",2,140,160,73,0.04776644706726074
"['15', '140', '160']","['16', '140', '160']","['17', '140', '160']",2,140,160,48,0.06163430213928223
"['16', '140', '160']","['15', '140', '160']","['16', '140', '160']",2,140,160,43,0.04942822456359863
"['15', '140', '160']","['16', '140', '160']","['15', '140', '160']",2,140,160,40,0.04752755165100098
"['16', '140', '160']","['15', '140', '160']","['16', '140', '160']",2,140,160,61,0.04468083381652832
"['15', '140', '160']","['16', '140', '160']","['15', '140', '160']",2,140,160,47,0.045812368392944336
"['15', '140', '160']","['15', '140', '160']","['16', '140', '160']",2,140,160,49,0.0468449592590332
"['15', '140', '160']","['15', '140', '160']","['15', '140', '160']",2,140,160,42,0.055623769760131836
"['15', '140', '160']","['15', '140', '160']","['15', '140', '160']",2,140,160,54,0.05302596092224121
"['17', '140', '160']","['15', '140', '160']","['15', '140', '160']",5,180,140,48,0.046295881271362305
"['17', '140', '160']","['17', '140', '160']","['15', '140', '160']",2,140,160,48,0.046800851821899414
"['18', '140', '160']","['17', '140', '160']","['17', '140', '160']",2,140,160,48,0.04619789123535156
"['19', '140', '160']","['18', '140', '160']","['17', '140', '160']",2,140,160,49,0.06180262565612793
"['22', '140', '160']","['19', '140', '160']","['18', '140', '160']",2,140,160,73,0.04608154296875
"['22', '140', '160']","['22', '140', '160']","['19', '140', '160']",2,140,160,40,0.05228590965270996
"['23', '140', '160']","['22', '140', '160']","['22', '140', '160']",2,140,160,39,0.04796457290649414
"['24', '140', '160']","['23', '140', '160']","['22', '140', '160']",2,140,160,64,0.055968284606933594
"['23', '140', '160']","['24', '140', '160']","['23', '140', '160']",2,140,160,48,0.04671669006347656
"['24', '140', '160']","['23', '140', '160']","['24', '140', '160']",2,140,160,48,0.04708099365234375
"['24', '140', '160']","['24', '140', '160']","['23', '140', '160']",2,140,160,49,0.04638552665710449
"['25', '140', '160']","['24', '140', '160']","['24', '140', '160']",2,140,160,48,0.046524763107299805
"['24', '140', '160']","['25', '140', '160']","['24', '140', '160']",2,140,160,48,0.06013369560241699
"['26', '140', '160']","['24', '140', '160']","['25', '140', '160']",2,140,160,48,0.04871106147766113
"['26', '140', '160']","['26', '140', '160']","['24', '140', '160']",2,140,160,48,0.05195307731628418
"['29', '140', '160']","['26', '140', '160']","['26', '140', '160']",2,140,160,73,0.04887652397155762
"['28', '140', '160']","['29', '140', '160']","['26', '140', '160']",2,140,160,45,0.04639577865600586
"['29', '140', '160']","['28', '140', '160']","['29', '140', '160']",4,140,180,39,0.0461428165435791
"['31', '140', '160']","['29', '140', '160']","['28', '140', '160']",2,140,160,61,0.06206870079040527
"['29', '140', '180']","['31', '140', '160']","['29', '140', '160']",2,140,160,47,0.03716015815734863
"['30', '140', '160']","['29', '140', '180']","['31', '140', '160']",2,140,160,48,0.0588994026184082
"['32', '140', '160']","['30', '140', '160']","['29', '140', '180']",2,140,160,44,0.04886150360107422
"['33', '140', '160']","['32', '140', '160']","['30', '140', '160']",2,140,160,52,0.04766440391540527
"['32', '140', '160']","['33', '140', '160']","['32', '140', '160']",2,140,160,48,0.04725241661071777
"['34', '140', '160']","['32', '140', '160']","['33', '140', '160']",2,140,160,49,0.062230587005615234
"['33', '140', '160']","['34', '140', '160']","['32', '140', '160']",2,140,160,48,0.03480029106140137
"['35', '140', '160']","['33', '140', '160']","['34', '140', '160']",2,140,160,48,0.061107635498046875
"['34', '140', '160']","['35', '140', '160']","['33', '140', '160']",6,140,200,48,0.04856109619140625
"['34', '140', '160']","['34', '140', '160']","['35', '140', '160']",4,140,180,67,0.04901409149169922
"['34', '140', '160']","['34', '140', '160']","['34', '140', '160']",2,140,160,39,0.05896902084350586
"['32', '140', '160']","['34', '140', '160']","['34', '140', '160']",2,140,160,63,0.045650482177734375
"['34', '140', '200']","['32', '140', '160']","['34', '140', '160']",2,140,160,48,0.04648590087890625
"['34', '140', '160']","['34', '140', '200']","['32', '140', '160']",2,140,160,49,0.045533180236816406
"['34', '140', '160']","['34', '140', '160']","['34', '140', '200']",2,140,160,39,0.04796552658081055
"['34', '140', '160']","['34', '140', '160']","['34', '140', '160']",2,140,160,56,0.057871103286743164
"['37', '140', '160']","['34', '140', '160']","['34', '140', '160']",2,140,160,48,0.04829263687133789
"['36', '140', '160']","['37', '140', '160']","['34', '140', '160']",1,140,140,49,0.04870343208312988
"['38', '140', '160']","['36', '140', '160']","['37', '140', '160']",2,140,160,47,0.050121307373046875
"['38', '140', '160']","['38', '140', '160']","['36', '140', '160']",1,140,140,48,0.04657459259033203
"['37', '140', '160']","['38', '140', '160']","['38', '140', '160']",2,140,160,49,0.04796719551086426
"['38', '140', '160']","['37', '140', '160']","['38', '140', '160']",2,140,160,62,0.06095433235168457
"['40', '140', '160']","['38', '140', '160']","['37', '140', '160']",2,140,160,41,0.0478060245513916
"['42', '140', '160']","['40', '140', '160']","['38', '140', '160']",2,140,160,66,0.04900693893432617
"['41', '140', '160']","['42', '140', '160']","['40', '140', '160']",2,140,160,48,0.04799485206604004
"['42', '140', '160']","['41', '140', '160']","['42', '140', '160']",2,140,160,45,0.04897665977478027
"['40', '140', '160']","['42', '140', '160']","['41', '140', '160']",2,140,160,40,0.05628561973571777
"['42', '140', '160']","['40', '140', '160']","['42', '140', '160']",2,140,160,59,0.04679727554321289
"['41', '140', '160']","['42', '140', '160']","['40', '140', '160']",2,140,160,48,0.046332597732543945
"['42', '140', '160']","['41', '140', '160']","['42', '140', '160']",2,140,160,48,0.04677462577819824
"['40', '140', '160']","['42', '140', '160']","['41', '140', '160']",2,140,160,44,0.04866456985473633
"['38', '140', '160']","['40', '140', '160']","['42', '140', '160']",2,140,160,53,0.05768728256225586
"['39', '140', '160']","['38', '140', '160']","['40', '140', '160']",5,180,140,47,0.04878807067871094
"['41', '140', '160']","['39', '140', '160']","['38', '140', '160']",2,140,160,48,0.06188774108886719
"['40', '140', '160']","['41', '140', '160']","['39', '140', '160']",2,140,160,51,0.04493570327758789
"['40', '140', '160']","['40', '140', '160']","['41', '140', '160']",2,140,160,71,0.0475161075592041
"['42', '140', '160']","['40', '140', '160']","['40', '140', '160']",2,140,160,48,0.04991292953491211
"['41', '140', '160']","['42', '140', '160']","['40', '140', '160']",2,140,160,41,0.047196149826049805
"['42', '140', '160']","['41', '140', '160']","['42', '140', '160']",2,140,160,40,0.04804182052612305
"['42', '140', '160']","['42', '140', '160']","['41', '140', '160']",2,140,160,62,0.05113863945007324
"['41', '140', '160']","['42', '140', '160']","['42', '140', '160']",2,140,160,49,0.04903697967529297
"['42', '140', '160']","['41', '140', '160']","['42', '140', '160']",2,140,160,48,0.05603981018066406
"['43', '140', '160']","['42', '140', '160']","['41', '140', '160']",2,140,160,40,0.049791574478149414
"['44', '140', '160']","['43', '140', '160']","['42', '140', '160']",2,140,160,56,0.045874834060668945
"['43', '140', '160']","['44', '140', '160']","['43', '140', '160']",2,140,160,48,0.046707868576049805
"['44', '140', '160']","['43', '140', '160']","['44', '140', '160']",2,140,160,48,0.04785728454589844
"['42', '140', '160']","['44', '140', '160']","['43', '140', '160']",2,140,160,48,0.04629993438720703
"['44', '140', '160']","['42', '140', '160']","['44', '140', '160']",2,140,160,49,0.05781412124633789
"['43', '140', '160']","['44', '140', '160']","['42', '140', '160']",2,140,160,71,0.04878091812133789
"['42', '140', '160']","['43', '140', '160']","['44', '140', '160']",2,140,160,40,0.06305384635925293
