0,1,2,3,4,5,6,7
1,2,3,4,5,6,7,8
2,3,4,5,6,7,8,9
2,3,4,5,7,8,9,10
1,5,6,7,8,9,10,11
2,3,4,5,6,8,10,11
1,2,4,5,8,9,11,12
2,4,8,9,11,12,13,14
0,4,5,9,10,11,14,15
5,7,8,10,12,14,15,16
6,8,12,13,14,15,16,17
0,2,7,10,11,13,14,16
7,10,11,12,14,15,17,19
7,8,13,16,17,18,19,20
5,12,14,15,16,17,18,19
3,7,9,11,15,18,20,21
4,9,12,13,14,17,18,20
9,10,16,17,19,21,22,23
9,10,12,13,15,18,20,21
1,9,12,15,16,22,24,25
2,8,10,12,14,17,20,23
3,9,20,23,24,25,27,28
3,5,12,14,20,21,23,24
4,7,10,16,17,22,24,25
11,14,19,21,23,26,27,28
32,8,16,19,21,26,27,28
32,33,11,24,25,29,30,31
33,5,15,16,20,24,25,30
33,8,17,21,22,26,29,30
34,35,13,19,21,22,26,28
36,16,17,20,21,23,26,28
37,7,12,15,19,24,29,30
33,36,38,39,21,27,29,30
7,39,40,12,16,24,27,28
33,36,40,41,15,17,25,29
36,37,40,41,20,23,26,27
4,38,41,42,19,22,29,31
32,37,39,42,44,14,22,26
32,34,36,43,12,19,27,29
37,38,42,43,15,16,23,24
35,38,8,42,11,43,44,28
5,37,40,41,46,23,29,31
33,35,46,49,17,23,24,28
32,7,41,43,45,46,15,50
34,38,41,14,50,51,26,31
34,5,39,41,46,27,28,29
32,36,38,40,44,48,52,23
35,37,39,45,47,50,51,28
3,36,9,41,47,49,52,28
34,40,45,49,55,56,28,29
40,46,48,51,53,55,23,56
32,37,40,41,12,46,48,27
45,51,53,54,56,57,27,24
35,15,19,52,54,27,30,31
34,39,50,53,54,55,59,29
32,35,37,48,50,56,58,62
32,33,14,47,16,46,52,54
35,38,7,47,50,23,57,58
5,41,42,48,50,23,57,58
65,34,46,48,54,62,25,30
34,67,18,52,55,27,28,62
45,48,18,57,58,59,61,62
69,41,42,45,51,22,27,61
66,35,36,69,70,48,56,62
64,67,46,54,56,57,58,25
67,40,43,50,56,59,29,63
69,6,72,51,54,56,27,61
67,8,43,44,48,55,60,63
32,64,69,11,44,53,54,57
32,65,68,72,73,76,16,30
64,65,42,75,12,77,53,60
65,69,38,70,74,52,61,63
65,67,68,71,45,78,21,56
66,70,72,41,42,77,49,52
38,75,44,48,18,51,25,62
66,68,73,75,53,23,57,58
72,41,77,81,50,22,59,29
65,37,40,47,80,53,57,61
