11,31,3,14,30,25,21,16,18,28,29,19,6,26,10,23,13,5,17,4,22,12,20,27,24,7,8,0,9,15,1,2
6,5,12,30,4,23,14,11,3,10,31,16,29,22,26,20,13,17,25,32,27,0,28,21,15,1,7,9,2,19,24,18
22,32,14,33,8,29,24,15,20,17,23,30,31,19,13,16,1,28,21,12,4,0,6,18,9,26,5,2,3,10,25,27
8,2,3,25,7,16,14,21,13,10,32,5,12,15,19,26,1,17,9,22,6,20,31,11,0,29,28,18,4,24,33,27
33,18,29,13,35,34,9,14,23,16,24,21,30,28,12,32,10,3,27,8,31,17,19,2,26,25,0,7,5,1,11,22
35,6,0,10,31,21,12,8,36,20,18,22,30,24,5,1,13,32,11,33,4,25,27,23,28,15,3,14,19,17,34,16
24,27,2,15,3,14,12,18,35,28,7,6,33,34,36,29,22,23,37,11,1,20,5,8,25,17,4,16,32,26,10,9
23,11,24,37,18,14,2,34,5,28,12,27,3,30,1,26,31,9,25,17,19,20,13,33,16,21,8,36,38,7,10,35
8,30,4,14,39,10,11,20,3,1,33,9,16,36,37,27,21,34,7,29,26,5,38,28,32,13,25,6,15,31,24,35
19,24,20,7,40,31,1,30,14,25,37,15,33,6,8,5,23,12,32,21,11,16,28,2,22,10,34,17,39,27,35,26
4,0,7,26,35,19,37,27,1,39,9,17,8,18,32,15,38,14,21,16,28,20,3,33,31,34,5,41,29,24,13,36
5,41,16,23,40,35,6,14,31,2,27,24,42,28,3,33,9,4,19,38,20,17,8,36,10,18,11,15,39,32,26,29
40,8,16,3,21,19,26,29,5,36,23,34,10,39,42,41,13,4,33,2,28,24,1,7,0,43,35,25,27,30,6,38
44,22,21,34,25,31,17,9,15,14,35,41,1,5,36,28,10,42,20,18,33,12,6,8,16,3,4,7,19,39,37,11
34,41,6,16,7,2,11,45,14,18,37,25,21,23,24,39,44,27,30,36,17,32,5,43,3,33,13,29,8,26,1,35
42,1,19,5,43,20,40,39,10,41,23,11,7,30,29,4,37,21,46,15,22,6,32,14,16,9,12,33,2,34,26,27
47,28,20,46,11,26,5,38,13,39,35,27,2,17,19,12,16,14,6,29,24,3,15,45,21,1,31,40,42,9,10,36
38,41,15,22,0,5,3,45,36,40,48,29,20,44,10,16,23,31,11,1,34,30,46,14,37,7,32,33,17,21,4,8
15,24,23,12,5,43,45,31,36,48,21,20,49,0,14,44,8,26,35,19,40,29,4,39,47,38,6,22,27,18,33,16
40,12,27,7,18,35,25,34,36,46,24,22,6,13,23,44,41,9,43,42,30,26,5,21,16,10,17,29,48,39,11,31
44,24,45,6,27,36,26,8,48,32,18,29,28,19,10,20,30,21,4,39,46,12,2,22,9,43,13,47,7,14,16,0
5,25,52,33,19,7,29,30,31,18,20,1,23,4,35,0,39,9,26,10,34,6,27,12,17,13,44,15,49,24,2,16
20,44,7,26,22,31,41,34,14,29,46,35,25,51,19,38,4,32,52,10,50,40,13,47,5,1,8,11,48,27,43,0
