2066,1991,1071,1019,2010,2102,2394,173
2251,522,1076,645,2158,1504,725,1037
1890,866,1984,1863,2004,1786,2289,1601
1860,712,1489,2345,317,2438,101,1749
1928,2414,2007,2331,2541,1376,1175,127
2415,516,643,950,510,282,1769,2219
194,2330,2552,2003,1690,921,2086,17
1989,975,2011,781,2243,2265,1146,1291
730,1120,583,2093,40,439,818,305
1497,530,1871,803,263,477,1798,1428
1651,1575,2021,286,1707,475,813,2109
2418,1800,748,2235,1890,1853,346,97
174,2159,981,967,1893,2363,2581,489
892,2332,1942,2346,1047,1031,823,1376
417,2292,2554,2136,1485,686,670,2333
2372,631,1720,1302,1730,1398,2240,2415
917,129,968,706,918,2618,1559,813
2365,505,779,2414,2475,362,139,635
2323,721,1911,1254,1388,1703,1899,422
1337,1268,1787,2409,2049,514,431,292
1158,637,1994,1331,677,2096,1071,2009
2600,1191,1948,1455,2019,914,2616,2464
1659,2058,1746,2430,1974,44,2402,760
1314,807,727,715,2262,771,2316,2418
1399,1311,1534,682,846,2374,884,2556
1432,2586,1092,1952,1909,788,62,2133
1314,2223,316,2164,2097,1822,1102,2362
1826,908,1968,2212,595,2580,705,2218
1174,3,972,2098,2612,2126,1459,905
2538,2570,2302,1955,526,2368,1576,248
1374,1993,2282,155,885,1855,962,1411
1067,397,242,2338,772,1509,2608,287
61,492,1540,2025,1167,2426,1084,1161
1764,463,2485,360,1466,271,987,968
1112,1107,2057,42,2389,2018,1309,1366
182,155,2336,1552,721,2072,361,2003
919,1903,1746,1280,1548,1336,1966,782
2450,810,279,1516,103,1600,2379,1303
638,502,1365,1760,1986,29,2632,239
2320,142,2277,754,2627,694,351,700
1282,924,1410,1177,1838,733,1490,1651
972,685,771,1610,108,1829,2508,1481
1893,1621,1796,1372,2079,1884,2502,319
824,545,249,2392,380,2124,851,1118
1308,866,1113,1989,763,1533,1139,1562
142,803,1802,116,952,326,1562,51
1758,1714,1800,1362,371,1109,2262,1879
977,816,1230,1130,912,1095,1300,1564
2158,2616,1904,1154,887,666,452,276
1416,18,1231,585,2123,2649,525,1738
2566,1872,1142,1018,3,517,288,1653
2388,834,1091,2306,1391,895,1142,997
209,1729,1130,332,722,168,960,719
1006,1021,2037,1990,2438,1522,448,1110
397,1437,501,1946,279,391,839,1433
1388,111,1629,326,2639,1593,2268,812
1822,2553,971,957,2286,1128,289,2086
1883,89,2108,1188,224,2479,1460,1941
2360,487,1895,1357,1100,188,518,326
2611,1494,545,2405,2392,2273,374,2290
633,1507,2609,2428,593,2572,1024,2527
1760,1087,1415,38,2172,944,1283,308
1712,869,1476,1364,1913,860,393,2501
1548,1292,732,2362,1021,2649,332,1180
1812,2271,774,1513,164,2410,281,1474
2456,507,2029,297,4,895,829,1592
1311,2099,1659,1380,209,1488,254,1180
769,2506,752,423,1145,1099,651,2370
2537,124,118,2208,124,732,714,470
461,885,1607,1758,80,478,2377,986
2174,1459,2504,84,917,172,2596,1051
2317,1236,1332,1235,912,2625,1909,88
2155,767,1955,423,734,1257,1777,1070
630,2578,1515,31,454,2254,184,1139
314,2517,2628,2447,2391,3,837,1142
2656,1942,1348,1810,1263,810,2331,1941
614,2085,267,836,297,1556,1676,881
988,1312,1687,1440,170,1415,1802,582
1570,1466,279,708,1538,2102,1813,2049
830,57,804,1174,285,614,600,2280
2434,2316,342,1378,527,1432,1361,2613
2673,573,1607,939,593,1635,67,2226
2581,1545,1067,1591,929,2287,5,2193
887,1058,1295,1123,1247,987,1696,573
1574,1630,2379,716,754,1434,630,2427
1068,131,2519,2493,2348,1100,2563,1382
218,1651,1890,2174,606,2468,128,2196
2608,1492,1167,303,2056,72,1553,311
2633,2548,437,2330,1746,189,1896,1075
1945,1485,964,1190,2213,1544,1530,1041
412,1479,1875,2184,2582,1483,1636,42
886,769,300,2062,276,1220,145,994
983,361,112,1018,2635,991,1533,1478
289,1021,882,2549,582,2555,327,1107
2499,1698,1986,202,1121,1457,2450,2447
803,1629,533,462,537,924,1516,297
1045,39,383,901,1580,2187,812,777
937,737,606,1272,1516,1897,2665,289
1308,232,402,2028,1472,2118,394,1121
1374,2101,2313,2035,852,2194,963,369
2618,1691,2662,1120,379,2380,1249,1457
7,2025,718,2305,727,2138,2201,1404
1822,121,1499,2532,1380,1823,2143,693
2336,274,1822,697,1773,1821,2257,2661
1823,885,784,1637,1294,2657,539,54
2240,161,962,2525,2453,1424,2192,121
1630,33,1807,470,256,1490,172,1624
1672,2186,1319,1061,232,1878,1025,1001
1692,1340,2110,2161,507,309,2245,2084
1558,1016,404,352,1313,2183,178,670
2634,223,1110,759,184,2531,1371,2209
2431,800,2163,1359,185,34,671,2273
2229,2505,2292,407,2674,836,2603,622
2340,49,2035,2552,2099,1355,882,1699
298,1612,2212,116,1123,1128,1073,1752
710,1949,1356,226,1280,2136,2048,2572
86,2375,1303,2235,292,418,1202,838
2516,1798,1571,1737,261,1983,1477,410
2692,814,2386,1826,1982,110,487,187
3,51,621,974,1297,1362,208,2718
54,74,2362,216,2475,1284,2045,2110
486,538,2462,625,2344,843,1181,671
2717,1389,1159,2096,1627,1706,896,571
567,1448,1264,1294,958,1225,806,1090
1582,1324,1665,1278,753,2189,781,1349
939,542,1839,2488,510,1471,483,21
2318,939,2452,2260,922,392,1439,2058
2577,1175,1026,1360,942,1846,375,2219
789,1694,110,2515,359,1728,1071,66
515,947,2134,1006,1447,1963,170,2652
323,2682,496,341,97,429,18,2268
2506,516,2664,2433,2700,2284,1648,1885
802,1525,828,1859,312,2716,2379,155
1728,1039,1905,2281,1898,364,2278,1094
189,2664,757,1793,1723,1404,990,405
1716,1471,2434,2322,1531,773,1199,444
1169,1268,170,2094,1931,2625,2673,1321
1912,409,207,2165,2579,1765,501,2614
1968,2420,2601,941,1758,436,344,332
2483,2196,386,2645,1373,1691,263,2290
815,148,1400,1585,1963,1468,2321,1335
389,512,2628,1923,133,1742,324,210
1960,2192,17,1211,269,445,1269,626
575,2386,2113,1689,2200,1364,74,1691
415,2309,1358,2685,2732,222,1638,2462
2740,1923,2440,2364,1691,997,1333,1042
1030,1146,1171,1226,400,1339,2218,11
2699,2256,456,218,913,1712,189,236
83,2660,1646,916,1620,941,1200,364
84,953,1587,1343,2177,886,658,1270
1927,1179,315,2389,2744,2418,428,235
614,1558,734,1644,737,2512,687,2298
614,1248,2308,735,720,908,1187,1905
75,2166,2006,2668,2607,1015,2551,702
1558,1241,1676,684,1934,331,2670,2125
1810,2344,1809,446,2161,1322,1892,2187
1066,2518,2030,810,386,1840,27,757
1218,783,952,270,1363,2636,1414,1151
1206,1949,1716,2326,536,2046,1806,2469
2302,2343,1774,1599,539,1283,1277,2275
968,1743,1920,1324,2360,228,167,21
1715,1710,10,1773,1949,2616,876,1531
1303,1634,2293,749,2554,2345,2077,2600
1835,2269,23,2401,2130,1394,2328,1364
1351,899,1047,1695,911,2714,536,186
1016,1941,387,431,638,444,817,2163
1335,58,2243,1962,107,1772,2589,2521
1533,186,1869,775,1871,1817,1647,2437
1188,2633,2490,1577,1303,825,2427,322
1344,696,1132,1327,136,1506,1386,1314
1955,2061,1189,162,1881,325,1856,2418
2715,2379,2264,2515,2723,1212,136,1248
221,2028,2416,1045,2328,230,673,213
98,2119,1912,558,1922,1884,2041,1165
2759,1826,1382,116,475,612,1245,2223
1218,546,2219,2376,1567,284,120,213
445,2089,2745,65,249,273,57,368
2406,1770,81,54,2613,1832,1820,336
1743,2089,1268,2102,1797,752,2178,527
1122,1736,604,726,2670,2631,378,2671
2543,2199,2426,2236,247,2449,38,2730
1731,798,2298,2425,2690,762,327,1879
2266,927,2686,1829,402,1940,350,2664
5,2213,580,3,1867,1768,2503,2633
1678,967,428,975,2469,1820,2419,906
1408,1262,1606,2517,1325,381,1540,391
1854,1742,702,1058,2296,2664,2162,267
715,110,2291,2778,756,81,1817,1757
1399,1398,320,1226,660,1567,2187,650
2769,1535,1508,2455,775,1628,889,631
2132,220,1846,1470,1018,696,1408,2202
2250,1180,1817,1570,1071,150,635,2726
1439,2262,2119,1148,1734,2772,2094,650
1650,1052,632,2425,526,400,1993,1240
2364,1194,2655,169,859,1080,1093,1442
889,1447,1403,369,1290,57,152,586
2529,2613,2289,393,1831,662,2665,2216
2199,774,94,1993,1718,444,1385,1665
1265,504,494,2315,2253,227,731,679
1983,802,780,2652,485,1917,2476,482
1833,2256,26,736,220,2722,1292,661
1678,1866,2255,2472,501,1692,1595,1622
90,2518,411,2706,128,1193,1013,369
2347,288,454,2370,1085,512,269,879
1306,2665,2076,2063,1522,2320,1224,1021
1414,660,2294,163,462,2029,2747,163
1082,1902,366,2100,2799,2707,1718,1506
552,1810,2025,1650,1956,313,2380,714
1711,2042,1501,2744,1594,1261,1322,2504
2605,2396,2042,382,1949,2718,865,1044
30,1621,1396,1845,1108,838,1606,725
2609,307,1364,1455,1505,2125,122,673
