1288,76,89,274,1369,1303,1250,1846,280,1914,1118,2158,1737,1512,1546,950
866,845,1127,1229,1327,50,817,2171,1236,1488,1957,419,1527,350,471,1943
468,1546,1057,1278,1184,2096,301,220,1985,1613,1544,154,135,1163,1616,321
1446,272,384,571,1852,1742,471,1462,124,1481,1439,1197,719,983,1386,2051
680,1483,1174,233,1502,849,1568,1013,1417,2019,1221,2068,1573,1815,788,1799
1601,536,2091,340,463,1938,1592,1833,1391,1884,256,586,1038,940,655,726
1578,1364,1969,1335,1326,1542,904,1433,292,1944,495,887,2013,1504,409,998
108,224,1364,589,1076,2048,552,79,1130,520,2064,24,932,1796,487,984
491,212,266,1153,988,326,836,332,1752,656,1027,1442,831,1746,669,1493
381,48,394,20,1927,918,135,344,1018,1264,1668,2185,508,1334,2037,1338
1868,1485,97,443,1232,1712,28,1175,328,455,1819,1286,890,1542,56,1058
2084,675,1579,958,825,1439,1836,436,116,655,979,1555,700,2088,2035,85
1912,2105,782,1527,432,1448,961,1981,1532,1151,849,739,571,1832,603,1357
1363,887,871,1155,878,63,427,912,1544,1770,935,850,1584,987,2056,2131
381,787,830,344,1030,1052,2033,2145,421,937,1331,1771,2167,1151,1170,1161
448,1919,1786,1088,1366,951,1495,1019,47,135,777,1047,42,1677,886,722
1811,1570,1526,1275,904,1345,386,286,1205,1220,329,1349,1546,23,648,624
754,221,339,752,1207,1484,2005,163,1272,1763,1342,1413,666,774,2066,695
642,1276,1393,1152,1895,1011,1678,739,974,982,1673,1958,795,1419,2128,1281
2058,106,1181,1660,939,519,426,1407,1195,635,453,304,2034,1267,803,96
1986,1720,1467,347,2074,1664,1733,177,1080,1882,1517,1838,1682,1933,155,860
9,2143,441,617,2180,312,1092,2050,2067,1896,290,697,1057,589,1406,299
1895,832,334,2214,444,14,1935,2084,1788,1841,807,1385,1735,2042,1931,338
873,395,1463,2043,1281,515,102,486,1378,499,1031,2031,1286,1075,252,259
1073,1617,1710,1717,631,1472,1677,786,2157,1684,1167,897,1968,2213,465,2219
589,1883,303,1842,1291,1013,161,284,492,1747,2184,64,1692,1719,783,1397
2211,678,1431,1167,926,1891,770,713,1771,947,805,708,186,2097,1822,1354
578,1970,2015,1745,2098,1031,1913,1741,662,2086,245,585,1072,954,19,1408
2140,52,1984,1840,118,736,1856,21,1852,315,1203,634,696,1967,1063,733
1847,2117,38,1435,2204,1653,1985,1974,619,563,2043,1204,1554,393,1138,939
1124,1363,1020,471,1490,1328,17,1795,1000,2002,1154,1424,2016,1431,1025,1866
533,836,1318,797,1397,1002,745,1725,1459,379,650,523,1186,1386,2044,1150
2179,1953,1071,619,1435,1498,198,229,402,20,698,29,1138,884,1427,1991
1517,554,2141,1694,1391,1787,1180,1130,103,2110,26,1922,612,499,1086,434
1230,457,0,959,651,503,41,893,2228,754,1340,1358,2168,1147,1815,1284
330,1189,1578,396,1933,1270,612,8,1557,1581,922,429,43,585,1076,811
1035,1484,1857,1428,870,30,2008,1528,656,1572,925,175,788,910,1908,149
2216,919,1712,2192,1706,693,1697,563,944,1168,419,2093,1802,1287,18,391
794,383,832,673,2109,886,1702,842,2091,1725,90,226,157,1741,1884,2230
1106,2079,1033,264,1354,751,1462,1544,1267,727,113,1292,1822,1024,556,1806
46,1981,1455,525,332,980,133,1018,1787,338,342,891,902,2121,1741,1979
1132,1729,2212,1251,2218,1081,2188,1617,1283,1766,1633,616,1262,526,625,1215
805,486,59,1118,689,1617,739,2044,1012,884,1624,1271,1869,783,2242,2070
982,1595,506,145,2093,911,1024,608,2039,2186,2194,2086,9,2014,822,158
233,2207,1265,1096,913,1283,1285,1737,1195,1166,1219,2147,2139,1595,1988,68
2103,1412,1868,187,1946,1780,495,2242,2092,554,962,690,1664,1120,349,156
168,421,1485,1705,868,2010,1385,1316,1451,681,2013,279,741,631,156,787
1652,1148,969,337,538,2042,1749,510,649,1577,1655,1160,384,1755,1375,1119
899,429,1291,1488,1464,150,1203,35,2003,1032,873,704,1586,2210,1662,530
460,1036,1658,2095,2066,1100,1860,488,1910,316,1144,1312,1431,1689,651,1030
2172,285,1805,289,1201,562,1273,2038,1453,1188,1318,1973,393,1980,705,1218
51,1094,2152,1830,1172,1098,1347,129,1712,1442,708,1260,37,1617,535,420
456,655,274,494,1838,247,2181,866,1030,2144,1172,496,420,1155,519,742
1859,139,1728,212,1138,1032,88,1560,1473,2181,1,1629,1681,73,1464,775
1708,1525,1992,1447,256,1985,1376,289,552,287,1451,1902,209,575,1812,1393
662,270,430,276,783,1894,2185,1868,2020,672,1238,283,249,933,2031,926
1294,1483,66,855,1382,2197,1632,929,531,267,1098,606,1309,2215,1657,783
986,1734,1637,1225,1380,580,2057,1125,1771,442,1485,1476,1513,1791,632,656
1796,758,1523,1049,277,489,1384,1001,1727,215,1007,806,1297,2145,2117,187
1233,1347,1767,1896,1851,1512,540,896,288,1982,2239,713,1633,1203,1541,980
1155,1829,1507,971,2256,455,2172,1910,395,1750,933,604,1198,669,1335,314
1764,703,2150,201,1365,1942,1259,944,2088,564,1138,1076,104,640,2002,1902
6,34,1810,1049,342,1747,1659,1276,972,761,1622,1319,1051,130,2139,906
1062,2223,1218,1050,1761,1668,1371,20,1680,1441,856,1795,1096,488,784,1454
1127,909,1928,1666,2205,1433,2223,1723,2021,1451,899,1981,1575,324,2133,540
1221,1484,619,257,1157,1432,581,490,1172,174,126,57,1958,49,167,1473
1486,1819,2259,1627,2150,1834,1847,701,187,781,312,2144,1794,1519,314,793
1519,1203,946,439,1783,1288,2117,1950,644,183,571,1561,2211,1030,1146,127
2263,94,347,2212,2202,323,428,590,1956,368,1500,2062,1080,535,1646,1856
1370,1947,1203,1344,1582,1448,531,825,557,2110,1996,287,713,813,1003,2057
1496,1245,2231,2035,618,1931,380,606,968,1558,1958,1871,2068,1830,280,312
1121,866,1830,1791,482,2234,1672,331,45,515,698,1858,480,713,1206,1881
314,141,624,884,133,249,437,451,903,2070,1270,1225,1953,1657,1714,1591
1556,1817,1434,284,1769,23,2142,2122,1803,275,246,1055,521,806,1859,236
1792,1960,1452,1855,6,1928,1988,264,1133,2113,1525,1995,1246,431,1633,565
2066,64,891,1786,1921,42,1733,1654,1635,1286,1156,799,1298,2227,188,375
154,2150,1567,1405,1544,2165,295,2057,72,1907,1055,892,1148,1339,1911,1622
274,1757,567,473,185,2037,1610,151,1618,310,764,263,62,1013,300,47
1335,426,776,667,282,1416,203,450,1004,1248,1000,471,1649,914,176,1268
509,1100,453,56,1018,1420,1738,2262,2215,2029,1487,13,2191,1869,1035,508
1408,1628,1065,621,2220,245,2256,1983,857,1285,355,87,572,1339,2107,1751
1580,2066,77,945,1504,1472,441,1165,1037,763,1309,1394,437,1005,2083,24
1297,694,1589,866,1568,1535,488,299,1986,639,574,1519,200,1849,1596,1189
2145,350,1433,2135,896,1145,1841,1149,592,1699,1600,1848,1882,1961,2030,1926
112,32,1748,1398,2253,965,591,759,2029,214,1136,1168,1560,581,787,2160
1073,1274,1277,439,1240,2111,1966,652,1752,1083,1441,207,2162,146,2078,1539
2265,344,932,845,278,629,14,1204,1898,1143,1511,1546,627,302,662,33
1237,1311,108,1683,1410,1477,2024,565,558,1868,81,1164,1478,1140,1740,1639
318,236,2126,1542,1431,2237,1739,2243,1655,1380,340,586,617,953,262,303
1631,1788,822,860,1115,1848,1682,1430,1427,1294,1226,1302,1342,689,1307,1441
611,635,1610,358,1954,323,1199,58,1400,1437,1719,1317,1102,968,1650,2222
482,831,732,1258,1394,457,941,1898,1255,1105,658,364,162,1530,1550,2085
1511,630,674,337,793,529,633,1732,550,537,1172,1777,179,1564,93,719
1260,1975,812,987,2116,1320,350,898,207,973,1920,2151,1438,1418,1330,1570
1414,1801,771,19,2054,320,255,1443,758,1932,2,2230,1676,2043,366,1621
1675,1551,7,2162,598,946,1231,1744,1830,195,1321,1790,1002,2060,1296,1047
744,1208,22,1501,827,1854,1978,1325,813,1432,1821,1617,1183,436,583,2056
1430,225,644,632,348,1288,2118,12,1832,1696,699,509,1049,1755,565,1064
1022,1936,59,2170,203,431,387,2050,1363,557,555,1204,1347,172,1325,2049
3,912,174,2112,1925,1826,458,1470,1145,113,62,1391,1424,175,637,774
1532,523,795,27,774,250,1274,1490,1975,1498,152,1282,2030,1141,129,1444
1351,644,1336,646,1451,578,2104,2269,546,595,1774,1969,1034,267,17,2216
1992,2027,1107,793,1028,1113,1791,2123,1224,575,1156,1077,1197,1731,621,1357
848,84,921,2073,1432,1417,644,2197,1043,525,38,1454,170,661,1711,638
722,152,1039,1576,1915,717,1403,54,75,1968,790,1558,2259,543,324,1306
2166,1538,138,851,2267,212,811,2152,578,1084,2081,1327,2208,468,1553,82
381,51,777,581,849,2139,1793,803,1130,2159,1197,1817,1619,1180,884,1854
1721,1595,1782,994,1530,282,1394,16,336,2250,233,135,1864,266,566,1796
2198,844,2261,549,1037,1823,1454,1403,1586,1133,2084,577,493,427,1812,1157
1952,549,953,1470,1908,1235,1882,1722,988,878,1509,1917,104,1490,505,391
1753,1037,129,508,1833,1245,1806,1611,1206,1910,1347,1859,1904,1477,101,812
1125,158,200,2170,28,29,1075,1931,61,1822,847,661,2037,1690,2183,795
619,2246,614,2298,479,907,1980,1737,782,1831,170,265,1674,447,1908,784
1783,2201,368,859,810,1365,422,1622,1886,210,102,531,1717,297,1075,1346
1923,694,569,2254,491,552,2073,767,1144,571,2246,116,258,1293,1635,1156
2303,810,1411,2027,1193,947,1590,2211,1924,429,255,1669,474,51,838,2144
1991,1756,1740,262,153,989,553,1903,238,623,2143,809,1099,1226,1920,847
