31,30,7,2,23,15,0,17,8,1,13,21,9,20,5,6,18,12,16,19,3,25,11,27,29,26,14,24,28,22,10,4
24,29,15,4,9,21,32,25,3,5,17,11,31,30,1,20,0,16,28,13,10,19,12,6,14,27,7,26,22,23,18,8
28,30,6,23,20,7,31,17,2,27,11,21,15,13,5,16,22,33,12,25,14,1,0,10,9,3,32,26,8,19,4,29
17,5,20,21,24,27,12,6,9,13,32,26,4,14,25,16,23,2,11,1,34,30,28,0,22,18,29,33,10,8,7,3
27,21,34,35,31,22,23,13,14,11,8,16,4,9,20,7,28,15,12,18,17,33,24,19,6,1,3,10,5,32,29,30
26,10,35,20,9,29,34,6,11,1,25,3,7,2,23,13,27,4,17,19,28,21,18,32,30,16,31,14,5,33,12,15
14,11,2,32,12,31,15,37,0,26,18,34,13,33,27,1,30,17,36,10,16,9,7,21,6,28,8,20,22,29,19,25
6,1,37,4,20,15,17,32,14,38,10,7,0,18,24,13,22,31,30,11,26,3,35,5,25,23,8,9,19,34,27,2
34,24,37,29,30,26,6,35,17,9,0,12,31,18,4,2,14,5,20,33,27,39,23,11,25,36,16,7,15,3,32,1
19,17,22,38,33,10,24,7,23,28,26,0,5,40,12,37,30,11,4,35,8,18,13,21,15,9,2,39,29,14,1,25
15,21,28,10,23,33,36,19,41,2,29,11,6,0,13,35,39,7,30,5,4,12,34,26,31,24,1,16,14,40,9,8
14,2,21,0,20,3,36,41,34,25,37,33,7,39,27,17,4,15,32,29,26,24,19,42,31,28,40,1,16,22,35,5
17,35,19,2,29,13,8,28,7,25,12,43,10,41,39,23,4,0,9,27,38,5,22,26,36,42,15,16,34,1,6,24
14,31,32,19,1,25,7,30,44,29,41,23,6,37,39,33,35,12,15,26,24,27,5,40,38,43,17,34,8,28,36,22
29,43,42,12,23,27,1,14,5,38,28,13,37,31,2,33,39,11,20,10,22,41,36,0,45,19,35,34,24,18,15,17
18,10,16,26,17,27,9,21,6,43,39,32,15,11,44,14,22,12,42,28,4,1,2,31,38,37,13,23,8,40,29,25
1,33,6,29,22,2,14,36,38,10,24,27,12,11,25,45,17,47,41,30,16,26,31,32,18,20,13,0,3,19,23,28
43,11,48,30,20,33,17,22,1,0,6,38,23,45,44,42,36,2,3,47,4,14,7,37,12,29,31,8,13,41,28,5
4,6,32,13,23,2,17,15,5,1,49,25,48,10,31,40,0,33,37,27,35,14,18,46,29,7,3,44,8,45,28,21
