79,702,573,694,545,204,660,180
718,457,119,375,49,393,376,387
353,520,403,314,486,230,159,191
218,304,214,713,494,314,163,111
115,219,20,635,590,227,5,98
496,475,125,79,145,422,41,28
244,76,489,645,550,473,399,401
89,707,131,246,463,635,97,107
395,156,717,388,104,433,557,94
449,266,623,423,725,647,515,464
8,430,273,657,108,5,146,297
233,627,648,271,639,237,443,428
522,594,199,675,688,721,736,80
44,654,321,693,35,524,487,463
547,300,93,194,286,410,91,524
24,242,8,265,320,511,717,530
186,314,33,411,80,561,101,351
626,45,676,742,44,434,382,41
673,470,707,545,302,435,411,409
471,585,387,230,199,13,481,545
474,116,374,208,691,108,103,314
276,167,607,194,494,422,462,327
307,445,471,128,575,693,231,463
103,667,5,106,386,232,716,501
646,342,85,19,392,471,542,598
666,635,350,540,534,409,30,288
117,16,356,550,385,424,584,1
46,503,589,190,652,33,762,627
558,760,69,645,752,386,391,643
395,272,687,278,625,550,296,275
222,507,233,425,651,502,426,215
393,256,38,415,757,618,60,279
700,701,6,251,396,513,315,648
67,290,201,742,638,417,464,438
353,103,601,507,410,762,444,206
186,381,445,503,424,484,357,666
766,50,76,434,69,220,382,433
337,645,505,659,700,619,45,532
601,590,603,269,758,685,606,761
338,115,233,365,327,374,497,131
590,265,200,226,605,113,104,568
348,749,684,725,732,86,705,678
617,145,753,379,763,194,118,530
543,504,736,771,727,548,116,592
193,184,164,637,194,598,451,603
66,652,251,524,56,417,72,101
35,761,327,124,674,766,696,584
730,108,732,551,677,45,497,490
207,513,413,599,494,94,763,642
156,750,183,298,266,586,141,384
534,643,132,727,106,717,637,174
100,436,675,500,280,398,113,273
689,456,615,729,568,435,673,365
651,117,436,693,421,101,690,532
505,580,72,427,547,717,66,0
260,196,384,310,757,667,109,464
280,542,438,624,249,37,613,66
449,217,223,665,542,510,308,301
600,729,141,71,270,96,571,599
457,53,672,458,674,625,268,313
127,545,245,475,784,186,326,693
205,440,223,435,665,368,413,725
615,21,373,390,326,343,763,419
245,453,583,241,293,428,448,289
45,156,186,274,263,41,121,105
552,701,698,160,685,19,337,569
398,485,700,292,713,691,196,47
782,800,490,528,386,195,126,232
655,265,76,416,478,685,797,498
106,709,690,503,798,508,684,228
247,795,440,651,284,350,630,761
494,279,420,110,46,767,746,274
592,712,548,163,419,567,537,513
690,155,118,697,789,713,786,307
745,163,531,31,376,427,217,622
607,658,242,755,13,445,256,47
675,292,785,538,593,562,787,245
319,280,561,605,271,593,364,56
592,404,477,59,656,15,226,808
490,117,183,183,655,279,652,56
798,42,307,625,259,783,608,46
59,187,200,718,107,285,225,529
41,82,96,114,627,234,818,621
136,470,731,604,624,572,186,15
507,808,199,276,116,558,13,375
416,514,152,170,720,223,624,206
474,719,605,60,702,309,136,186
772,4,599,60,126,528,322,75
635,163,393,136,399,803,297,141
32,728,777,530,752,198,369,379
444,726,86,328,813,25,92,535
786,708,651,446,745,361,528,595
41,307,607,94,483,390,282,426
465,635,319,139,628,826,774,431
256,749,557,370,281,419,647,102
385,681,795,75,750,558,340,425
379,274,654,333,766,421,423,451
383,629,155,584,694,564,799,781
612,250,805,12,610,779,795,323
519,412,236,704,396,147,290,696
119,34,506,834,350,199,94,379
543,387,718,260,720,222,291,325
389,468,190,351,398,297,311,385
335,208,711,72,44,42,429,335
18,289,439,722,375,285,456,180
267,46,23,528,295,734,551,215
524,475,216,276,16,161,666,147
489,667,370,203,276,84,700,248
266,590,764,422,659,45,441,152
585,691,561,91,118,77,679,473
708,680,543,733,599,629,330,33
282,421,394,792,228,245,466,806
642,256,199,50,397,658,713,442
0,607,62,756,664,164,611,221
818,563,162,738,305,407,144,330
781,89,402,569,397,835,41,431
361,813,525,282,441,145,806,831
269,253,424,408,741,467,499,366
811,582,837,711,612,417,254,156
395,286,619,500,808,833,585,265
428,839,351,398,743,273,745,269
31,609,44,162,345,33,220,828
841,548,53,838,490,60,532,398
614,49,44,376,706,618,347,422
468,454,213,339,291,346,798,707
825,180,412,684,373,610,592,360
848,535,258,607,840,857,774,473
80,176,484,121,378,384,544,144
233,87,61,812,255,194,152,244
733,106,751,242,729,819,606,340
647,749,442,72,720,420,444,804
102,459,46,724,801,593,356,700
181,192,543,484,255,519,863,824
193,158,511,494,395,216,60,567
120,230,345,839,609,391,413,69
656,822,853,793,20,189,496,288
484,698,111,325,652,680,473,503
489,790,603,309,468,381,580,503
655,846,50,536,199,164,414,844
798,353,333,393,67,305,745,59
363,527,73,101,807,221,67,716
814,491,841,282,147,309,110,478
697,208,584,733,828,527,273,350
302,65,49,148,625,716,486,756
335,531,211,147,564,577,843,740
619,234,881,269,171,700,602,834
283,868,817,599,44,256,778,63
584,116,697,97,540,453,98,547
155,193,513,213,432,564,628,140
184,676,176,577,570,124,26,87
266,154,306,669,503,4,323,551
501,120,50,404,288,606,415,703
644,488,157,243,160,550,482,485
663,634,626,359,295,111,886,108
32,308,557,868,88,822,866,515
722,127,819,166,619,157,289,706
103,252,562,180,570,22,610,372
590,694,688,5,192,633,178,485
435,217,150,438,413,804,27,637
608,812,306,81,756,747,811,106
1,689,839,8,714,255,720,158
498,451,225,790,667,854,119,78
802,876,690,390,219,248,734,556
61,201,833,0,347,353,122,711
663,61,635,434,263,162,546,4
113,451,622,411,445,348,340,563
320,56,750,698,368,592,431,697
649,167,881,134,174,169,180,308
167,801,615,16,430,559,686,711
695,830,323,125,862,645,647,142
191,375,428,158,737,284,902,513
161,239,264,613,506,682,446,803
55,339,210,342,879,193,411,273
445,229,318,333,823,587,683,222
130,272,273,768,201,79,189,416
124,788,719,908,849,839,587,768
606,259,50,801,839,593,904,263
837,769,111,385,110,614,42,796
826,764,880,133,260,697,245,626
300,487,224,914,561,410,818,636
361,69,427,297,902,786,424,214
551,795,354,651,729,735,45,273
359,802,384,902,518,529,672,169
380,816,370,444,721,213,266,303
442,642,270,231,482,384,914,270
286,489,486,73,223,893,354,392
740,268,263,850,919,194,138,6
382,789,290,629,186,757,713,227
413,510,840,769,217,887,230,792
66,93,299,661,596,174,316,804
40,324,679,426,453,25,133,686
257,508,764,7,167,167,743,45
864,328,843,559,205,88,851,307
534,144,7,432,76,109,864,456
412,701,855,485,253,571,292,250
590,147,393,262,187,465,579,827
481,586,675,868,31,499,863,740
321,742,302,401,431,230,49,160
174,288,600,449,279,524,295,331
155,383,271,807,785,236,467,544
322,641,48,371,386,732,206,355
441,579,925,830,804,344,822,661
468,143,678,312,740,8,34,72
566,708,242,276,301,213,348,259
300,120,65,806,714,106,785,286
811,759,437,5,104,776,517,145
371,451,159,13,815,450,798,605
58,677,696,854,11,375,831,441
544,269,310,489,828,417,560,418
778,591,833,844,940,275,257,280
837,866,410,177,78,644,105,647
481,605,828,324,389,450,246,282
379,581,567,691,81,274,905,139
668,415,251,618,433,186,221,126
776,681,215,207,950,583,443,783
873,911,183,214,57,554,593,914
704,443,490,408,289,585,463,525
455,365,543,642,500,814,84,720
824,54,533,578,104,354,361,237
809,833,835,70,246,814,574,527
421,539,590,12,433,559,472,457
227,662,569,327,765,904,846,129
240,844,218,471,728,2,70,499
789,406,505,356,347,634,14,682
203,182,926,842,558,105,845,494
626,491,231,78,719,669,883,153
938,257,781,962,886,480,808,753
300,639,541,386,629,737,787,228
912,781,232,181,222,659,134,89
273,395,798,745,269,571,688,193
343,231,398,462,692,380,951,15
381,325,563,336,319,393,887,94
566,342,80,242,931,753,931,90
508,246,6,25,231,854,108,387
350,238,662,920,70,573,492,423
34,753,510,82,289,419,334,377
805,440,672,280,389,916,674,696
451,333,63,40,643,613,721,970
195,61,395,383,494,670,239,767
507,948,912,420,204,688,345,883
27,5,458,369,643,841,622,212
168,486,869,386,642,538,742,877
251,50,73,539,975,109,678,181
775,662,177,400,287,820,839,221
59,330,221,695,19,661,354,554
61,223,303,977,962,120,336,503
962,921,735,592,70,942,887,902
396,690,279,881,724,21,54,282
577,819,362,22,330,195,841,713
416,533,537,674,498,718,6,350
365,430,20,935,362,808,26,271
314,154,540,731,71,644,840,111
87,709,922,821,251,510,487,193
638,507,82,95,932,434,457,910
457,488,597,551,85,44,107,125
671,382,871,925,926,196,889,19
76,181,960,963,129,50,581,757
972,254,140,161,668,160,550,901
349,696,826,689,925,187,943,705
673,987,152,656,538,342,906,639
376,355,666,888,219,675,862,465
473,541,267,722,11,855,811,690
361,242,379,896,109,325,342,67
302,66,854,529,76,92,35,922
573,232,710,417,634,209,719,998
467,73,768,877,941,736,822,748
953,999,80,279,489,101,670,102
27,10,168,34,170,542,192,462
969,996,277,166,478,802,220,666
190,592,42,516,63,539,897,558
59,18,876,569,883,686,801,259
200,165,779,308,643,377,816,605
728,812,192,234,719,852,787,259
870,390,703,756,967,281,29,72
990,342,692,143,74,51,561,223
405,287,590,706,208,258,63,730
874,250,735,358,798,961,29,541
136,552,146,115,456,125,678,201
387,92,349,259,593,101,499,308
336,953,579,910,659,242,816,620
21,871,962,32,122,254,691,890
328,451,822,485,220,890,247,851
390,876,347,177,973,191,110,539
48,34,117,268,793,22,919,47
819,845,121,876,592,524,54,626
574,321,838,513,1016,846,90,723
843,721,420,449,963,557,171,376
978,920,316,715,550,765,75,765
150,937,796,833,796,75,800,254
412,340,246,161,583,369,71,95
700,135,432,445,933,802,481,727
766,452,730,441,103,203,322,559
504,234,156,159,433,884,949,860
956,988,197,392,825,936,95,1022
439,470,834,708,408,748,599,496
250,602,632,971,770,691,601,1031
813,27,356,725,659,979,321,981
1027,523,929,953,774,487,1008,474
765,808,684,960,101,947,278,668
61,450,387,567,567,714,230,719
779,870,524,492,737,334,627,281
341,497,99,275,486,664,643,306
874,343,915,804,1021,932,999,252
1011,252,546,380,937,21,388,540
647,814,171,706,790,638,588,131
258,77,110,1001,702,247,408,177
441,793,403,766,698,30,482,609
915,366,684,41,1000,815,409,924
245,79,618,1035,440,452,948,532
132,636,1015,317,302,434,93,804
529,57,698,292,414,361,209,1030
768,727,124,122,43,451,766,522
295,762,569,115,220,284,926,372
378,686,22,771,707,19,812,25
567,566,121,634,73,195,309,468
934,747,590,219,706,1014,123,439
829,117,88,936,464,186,997,346
707,602,316,861,579,808,222,913
416,669,1002,572,999,333,719,212
769,870,67,82,329,241,808,3
306,296,415,71,529,692,887,165
1030,580,737,647,720,170,488,382
286,58,86,296,845,106,184,746
617,311,709,882,717,146,282,410
527,920,101,46,493,249,895,433
890,890,142,341,75,115,971,988
514,605,953,624,363,349,938,943
670,460,426,355,104,533,604,1041
1037,618,85,1011,653,1058,340,743
138,369,135,605,445,847,693,932
906,351,79,255,125,141,426,35
476,146,1058,859,529,607,169,937
480,443,726,89,1062,645,222,660
1063,305,59,1049,960,468,323,871
270,895,900,718,824,675,193,13
130,1031,238,408,887,809,359,888
180,265,875,920,304,889,325,204
74,49,726,209,144,587,425,999
756,991,622,458,810,24,991,407
952,817,932,525,931,283,854,917
848,1059,728,72,681,418,626,1059
423,68,1009,1024,195,896,929,738
474,692,639,4,591,1026,764,133
62,740,264,201,275,15,333,836
626,706,201,775,830,714,405,830
769,504,265,193,473,762,646,193
359,386,536,595,138,336,796,1004
1053,619,852,774,1071,201,1055,439
140,583,459,227,494,945,216,66
426,231,1034,612,328,169,545,632
592,840,166,716,528,738,431,232
995,789,110,272,474,1073,311,933
819,406,666,251,125,888,1031,848
180,868,457,892,767,309,698,870
5,546,202,882,201,108,585,654
304,807,837,184,851,3,1023,905
745,784,1021,317,791,974,1067,783
515,72,1073,762,854,40,589,64
376,950,887,881,474,591,583,64
627,999,764,46,1075,591,940,706
148,63,126,91,693,842,617,372
206,781,834,375,39,493,939,33
512,978,638,541,918,328,95,138
612,77,730,1082,161,389,218,767
706,46,401,349,636,112,570,398
512,151,726,1032,162,145,423,674
1025,848,1098,672,976,1087,717,799
1054,201,589,706,630,686,1083,213
85,154,386,886,228,70,7,451
23,633,260,1,1001,699,1092,108
182,408,387,1102,598,388,29,1045
684,828,1093,212,528,879,325,649
428,759,461,408,974,1011,16,681
327,182,545,731,585,429,781,869
660,387,758,800,282,322,438,472
171,601,563,1037,460,515,870,636
65,727,521,920,975,790,965,442
573,131,1036,342,273,146,986,371
160,716,438,1054,569,320,735,1095
60,55,346,1080,866,518,207,800
972,668,72,1090,211,490,651,679
93,707,1027,477,99,912,415,1002
713,114,748,1099,324,580,734,979
7,1029,126,974,911,823,671,653
605,659,816,402,272,922,901,469
804,897,754,902,629,935,1113,414
159,940,165,784,119,1071,244,756
593,184,363,539,619,388,558,468
983,943,82,302,420,979,885,622
544,211,158,325,845,655,244,260
467,923,290,13,1125,184,974,1023
876,682,179,314,89,335,674,662
714,683,514,739,821,709,682,625
874,1108,884,501,372,898,1052,502
1099,770,161,1127,515,90,158,607
838,517,368,635,782,484,303,678
558,53,450,117,371,174,582,881
730,381,224,1016,348,374,605,400
783,989,498,276,1128,1077,239,663
11,486,883,1,539,562,33,1069
555,207,42,1017,230,957,505,625
878,637,1066,650,905,305,281,366
232,460,625,210,665,640,747,626
334,216,457,557,341,845,651,29
592,67,543,680,62,856,23,1047
788,611,431,1017,85,695,996,1080
219,371,592,287,397,129,1105,869
632,1057,895,905,652,697,619,219
917,158,722,524,302,80,448,467
165,321,1009,735,269,539,603,77
655,696,672,490,1096,447,477,132
477,942,62,1021,1142,272,364,127
685,727,128,1093,900,983,574,123
457,504,652,1023,948,995,537,402
60,400,240,966,31,483,536,705
238,347,34,43,501,413,1024,1092
726,1075,652,980,960,425,73,154
646,857,927,598,135,4,971,456
817,403,82,1000,794,227,999,432
188,724,624,550,1119,549,567,132
1137,459,718,643,583,274,823,929
1070,613,998,783,653,221,984,59
763,1106,1012,83,258,1041,783,979
350,102,141,686,1069,158,767,899
221,1151,582,97,1087,979,1107,900
575,487,856,672,454,167,211,638
686,163,969,20,1024,580,896,752
582,612,414,581,572,486,578,393
637,505,202,983,17,661,424,130
101,1124,428,665,184,131,1081,846
531,519,271,1011,1086,309,305,495
363,273,442,163,765,952,754,385
234,66,1010,615,397,116,685,289
213,1026,628,328,957,883,337,78
1077,876,183,1104,278,224,638,811
655,407,130,267,951,506,387,270
1052,845,430,443,912,445,448,74
212,58,206,938,357,448,751,1006
324,142,276,46,655,1120,540,362
1136,967,469,729,524,483,569,1077
942,815,650,460,922,315,314,222
674,295,735,875,777,664,707,323
420,625,735,948,535,32,701,447
105,635,438,416,651,867,913,29
248,738,1100,272,35,423,47,900
1083,756,890,828,476,391,352,738
1100,27,405,1169,593,621,903,847
775,314,558,1133,941,1117,912,632
87,54,838,530,270,808,1097,412
911,806,1086,734,515,1081,88,1001
416,860,842,909,325,1019,601,197
891,1043,1046,265,1007,602,210,231
1002,709,762,525,409,1049,166,875
1185,1164,850,1050,485,217,494,348
249,13,998,354,282,348,225,1166
112,85,227,727,405,274,535,834
734,785,1169,367,972,988,842,359
113,957,508,79,487,1182,816,659
697,460,138,182,464,845,739,285
212,127,1180,138,1014,961,244,44
1175,1190,853,82,632,193,749,595
189,724,284,60,677,912,162,1098
158,1066,878,728,513,1107,741,476
112,925,284,449,62,322,617,145
653,901,1120,653,780,779,521,44
1084,391,308,981,734,533,351,883
477,434,1067,38,1105,736,817,154
659,781,282,871,360,259,77,593
985,722,562,238,1138,218,265,1151
560,270,279,536,464,1016,19,219
949,243,410,560,1102,645,251,180
1064,1099,857,710,902,796,832,927
1135,997,522,498,713,78,1026,1093
