pitch
yaw
left
right
"['142', '140', '140', 2]","['137', '0', '0', 1.5]","['137', '0', '0', 1.5]",3,50,250,72,2.1999144554138184
"['140', '50', '250', 2]","['142', '140', '140', 2]","['137', '0', '0', 1.5]",3,50,250,49,0.2046339511871338
"['124', '50', '250', 1]","['140', '50', '250', 2]","['142', '140', '140', 2]",1,110,250,57,0.04315972328186035
"['109', '50', '250', 1.5]","['124', '50', '250', 1]","['140', '50', '250', 2]",2,64,250,48,0.10684037208557129
"['97', '50', '250', 1.5]","['109', '50', '250', 1.5]","['124', '50', '250', 1]",2,87,250,50,0.0983424186706543
"['83', '50', '250', 4]","['97', '50', '250', 1.5]","['109', '50', '250', 1.5]",4,50,250,61,0.08409738540649414
"['71', '50', '250', 2]","['83', '50', '250', 4]","['97', '50', '250', 1.5]",3,84,250,69,0.046126604080200195
"['65', '50', '250', 6]","['71', '50', '250', 2]","['83', '50', '250', 4]",5,50,250,48,0.06222224235534668
"['51', '84', '250', 6]","['65', '50', '250', 6]","['71', '50', '250', 2]",5,50,250,54,0.09439611434936523
"['42', '50', '250', 6]","['51', '84', '250', 6]","['65', '50', '250', 6]",5,50,250,48,0.08490157127380371
"['28', '50', '250', 6]","['42', '50', '250', 6]","['51', '84', '250', 6]",5,50,250,48,0.0485081672668457
"['14', '50', '250', 4]","['28', '50', '250', 6]","['42', '50', '250', 6]",4,138,250,48,0.10433411598205566
"['-5', '50', '250', 4]","['14', '50', '250', 4]","['28', '50', '250', 6]",4,194,250,72,0.09861946105957031
"['-25', '194', '250', 4]","['-5', '50', '250', 4]","['14', '50', '250', 4]",4,250,230,39,0.04668784141540527
"['-32', '250', '230', 4]","['-25', '194', '250', 4]","['-5', '50', '250', 4]",4,250,150,47,0.10414505004882812
"['-42', '250', '150', 1]","['-32', '250', '230', 4]","['-25', '194', '250', 4]",1,250,218,52,0.14633440971374512
"['-37', '250', '150', 1]","['-42', '250', '150', 1]","['-32', '250', '230', 4]",1,250,208,49,0.08708882331848145
"['-33', '250', '150', 4]","['-37', '250', '150', 1]","['-42', '250', '150', 1]",4,250,102,73,0.11487817764282227
"['-21', '250', '102', 4]","['-33', '250', '150', 4]","['-37', '250', '150', 1]",4,250,118,40,0.1483476161956787
"['-4', '250', '118', 4]","['-21', '250', '102', 4]","['-33', '250', '150', 4]",4,250,166,47,0.14956927299499512
"['7', '250', '118', 4]","['-4', '250', '118', 4]","['-21', '250', '102', 4]",4,250,234,48,0.10295414924621582
"['24', '250', '118', 4]","['7', '250', '118', 4]","['-4', '250', '118', 4]",4,222,250,48,0.1467268466949463
"['42', '222', '250', 4]","['24', '250', '118', 4]","['7', '250', '118', 4]",4,154,250,39,0.15061354637145996
"['52', '154', '250', 4]","['42', '222', '250', 4]","['24', '250', '118', 4]",4,82,250,48,0.10338425636291504
"['57', '82', '250', 4]","['52', '154', '250', 4]","['42', '222', '250', 4]",4,50,250,41,0.10122466087341309
"['55', '50', '250', 4]","['57', '82', '250', 4]","['52', '154', '250', 4]",4,50,250,48,0.09871363639831543
