pitch
yaw
left
right
"['137', '140', '140', 1]","['135', '0', '0', 1.5]","['135', '0', '0', 1.5]",1,115,250,41,0.06262040138244629
"['137', '115', '250', 4]","['137', '140', '140', 1]","['135', '0', '0', 1.5]",4,50,250,48,0.13479328155517578
"['132', '50', '250', 1]","['137', '115', '250', 4]","['137', '140', '140', 1]",1,113,250,52,0.08272743225097656
"['125', '113', '250', 4]","['132', '50', '250', 1]","['137', '115', '250', 4]",4,50,250,58,0.11542487144470215
"['115', '50', '250', 4]","['125', '113', '250', 4]","['132', '50', '250', 1]",4,50,250,50,0.10007357597351074
"['109', '50', '250', 2]","['115', '50', '250', 4]","['125', '113', '250', 4]",3,50,250,47,0.1009664535522461
"['92', '50', '250', 6]","['109', '50', '250', 2]","['115', '50', '250', 4]",5,50,250,48,0.1464710235595703
"['83', '50', '250', 6]","['92', '50', '250', 6]","['109', '50', '250', 2]",5,50,250,49,0.11781930923461914
"['65', '50', '250', 1.5]","['83', '50', '250', 6]","['92', '50', '250', 6]",2,126,250,47,0.1324598789215088
"['55', '126', '250', 1.5]","['65', '50', '250', 1.5]","['83', '50', '250', 6]",2,153,250,51,0.1017618179321289
"['42', '153', '250', 1.5]","['55', '126', '250', 1.5]","['65', '50', '250', 1.5]",2,168,250,41,0.11722755432128906
"['36', '168', '250', 2]","['42', '153', '250', 1.5]","['55', '126', '250', 1.5]",3,166,250,51,0.0844573974609375
"['29', '168', '250', 2]","['36', '168', '250', 2]","['42', '153', '250', 1.5]",3,178,250,42,0.09833693504333496
"['25', '178', '250', 2]","['29', '168', '250', 2]","['36', '168', '250', 2]",3,192,250,49,0.10052061080932617
"['22', '192', '250', 1]","['25', '178', '250', 2]","['29', '168', '250', 2]",1,225,250,47,0.03537154197692871
"['24', '225', '250', 2]","['22', '192', '250', 1]","['25', '178', '250', 2]",3,206,250,46,0.10008740425109863
"['32', '206', '250', 1]","['24', '225', '250', 2]","['22', '192', '250', 1]",1,226,250,50,0.09866690635681152
"['36', '226', '250', 2]","['32', '206', '250', 1]","['24', '225', '250', 2]",3,186,250,48,0.11694717407226562
"['37', '186', '250', 1]","['36', '226', '250', 2]","['32', '206', '250', 1]",1,214,250,48,0.14685535430908203
