pitch
yaw
left
right
"['142', '140', '140', 1]","['142', '0', '0', 1.5]","['142', '0', '0', 1.5]",1,108,250,48,2.690246820449829
"['142', '50', '250', 1.5]","['142', '140', '140', 1]","['142', '0', '0', 1.5]",2,50,250,47,0.16756653785705566
"['138', '50', '250', 1.5]","['142', '50', '250', 1.5]","['142', '140', '140', 1]",2,50,250,59,0.09808564186096191
"['130', '50', '250', 6]","['138', '50', '250', 1.5]","['142', '50', '250', 1.5]",5,50,250,49,0.10186386108398438
"['118', '50', '250', 4]","['130', '50', '250', 6]","['138', '50', '250', 1.5]",4,50,250,44,0.09850311279296875
"['106', '50', '250', 4]","['118', '50', '250', 4]","['130', '50', '250', 6]",4,50,250,48,0.10125303268432617
"['90', '50', '250', 2]","['106', '50', '250', 4]","['118', '50', '250', 4]",3,50,250,70,0.09932208061218262
"['78', '50', '250', 2]","['90', '50', '250', 2]","['106', '50', '250', 4]",3,66,250,43,0.08380937576293945
"['65', '50', '250', 2]","['78', '50', '250', 2]","['90', '50', '250', 2]",3,90,250,64,0.1005859375
"['52', '90', '250', 1]","['65', '50', '250', 2]","['78', '50', '250', 2]",1,180,250,47,0.11483645439147949
"['41', '180', '250', 1]","['52', '90', '250', 1]","['65', '50', '250', 2]",1,193,250,57,0.08564186096191406
"['31', '180', '250', 1]","['41', '180', '250', 1]","['52', '90', '250', 1]",1,204,250,48,0.09855151176452637
"['23', '180', '250', 6]","['31', '180', '250', 1]","['41', '180', '250', 1]",5,59,250,50,0.10053491592407227
"['22', '180', '250', 6]","['23', '180', '250', 6]","['31', '180', '250', 1]",5,106,250,49,0.06336522102355957
"['16', '106', '250', 6]","['22', '180', '250', 6]","['23', '180', '250', 6]",5,112,250,61,0.10095024108886719
"['9', '112', '250', 6]","['16', '106', '250', 6]","['22', '180', '250', 6]",5,148,250,42,0.032002925872802734
"['5', '148', '250', 6]","['9', '112', '250', 6]","['16', '106', '250', 6]",5,190,250,47,0.1179196834564209
"['-6', '190', '250', 6]","['5', '148', '250', 6]","['9', '112', '250', 6]",5,214,250,48,0.1482398509979248
"['-10', '190', '250', 6]","['-6', '190', '250', 6]","['5', '148', '250', 6]",5,250,221,55,0.045896291732788086
"['-13', '250', '197', 6]","['-10', '190', '250', 6]","['-6', '190', '250', 6]",5,250,197,45,0.14952397346496582
"['-10', '250', '197', 6]","['-13', '250', '197', 6]","['-10', '190', '250', 6]",5,250,179,47,0.15027379989624023
"['-3', '250', '197', 6]","['-10', '250', '197', 6]","['-13', '250', '197', 6]",5,250,197,54,0.044239044189453125
"['6', '250', '197', 6]","['-3', '250', '197', 6]","['-10', '250', '197', 6]",5,250,239,51,0.10637593269348145
"['13', '250', '239', 6]","['6', '250', '197', 6]","['-3', '250', '197', 6]",5,208,250,48,0.14676618576049805
"['21', '208', '250', 6]","['13', '250', '239', 6]","['6', '250', '197', 6]",5,166,250,49,0.04788517951965332
"['21', '166', '250', 6]","['21', '208', '250', 6]","['13', '250', '239', 6]",5,118,250,51,0.15210843086242676
"['19', '166', '250', 6]","['21', '166', '250', 6]","['21', '208', '250', 6]",5,118,250,49,0.046803951263427734
"['17', '166', '250', 6]","['19', '166', '250', 6]","['21', '166', '250', 6]",5,130,250,73,0.10340309143066406
"['11', '118', '250', 6]","['17', '166', '250', 6]","['19', '166', '250', 6]",5,142,250,63,0.14686894416809082
"['7', '142', '250', 6]","['11', '118', '250', 6]","['17', '166', '250', 6]",5,178,250,39,0.14951395988464355
"['3', '142', '250', 4]","['7', '142', '250', 6]","['11', '118', '250', 6]",4,216,250,48,0.1033940315246582
"['-6', '142', '250', 4]","['3', '142', '250', 4]","['7', '142', '250', 6]",4,232,250,49,0.14678359031677246
"['-14', '232', '250', 6]","['-6', '142', '250', 4]","['3', '142', '250', 4]",5,250,221,59,0.04656076431274414
"['-8', '250', '221', 6]","['-14', '232', '250', 6]","['-6', '142', '250', 4]",5,250,173,47,0.10336184501647949
"['4', '250', '173', 1.5]","['-8', '250', '221', 6]","['-14', '232', '250', 6]",2,250,245,48,0.14757847785949707
"['11', '250', '173', 6]","['4', '250', '173', 1.5]","['-8', '250', '221', 6]",5,220,250,48,0.0458226203918457
"['21', '250', '173', 6]","['11', '250', '173', 6]","['4', '250', '173', 1.5]",5,178,250,48,0.10433244705200195
"['36', '178', '250', 6]","['21', '250', '173', 6]","['11', '250', '173', 6]",5,118,250,48,0.146409273147583
"['59', '118', '250', 6]","['36', '178', '250', 6]","['21', '250', '173', 6]",5,50,250,52,0.0464630126953125
"['63', '50', '250', 6]","['59', '118', '250', 6]","['36', '178', '250', 6]",5,50,250,48,0.10450005531311035
"['56', '50', '250', 6]","['63', '50', '250', 6]","['59', '118', '250', 6]",5,50,250,48,0.14687705039978027
"['38', '50', '250', 4]","['56', '50', '250', 6]","['63', '50', '250', 6]",4,50,250,73,0.04943394660949707
"['27', '50', '250', 1.5]","['38', '50', '250', 4]","['56', '50', '250', 6]",2,185,250,39,0.10123896598815918
"['12', '185', '250', 6]","['27', '50', '250', 1.5]","['38', '50', '250', 4]",5,80,250,47,0.14722633361816406
"['-4', '185', '250', 4]","['12', '185', '250', 6]","['27', '50', '250', 1.5]",4,194,250,47,0.047769784927368164
"['-2', '185', '250', 4]","['-4', '185', '250', 4]","['12', '185', '250', 6]",4,250,243,48,0.10203719139099121
"['-3', '185', '250', 4]","['-2', '185', '250', 4]","['-4', '185', '250', 4]",4,250,250,72,0.09988951683044434
"['-4', '250', '250', 4]","['-3', '185', '250', 4]","['-2', '185', '250', 4]",4,250,247,39,0.08495855331420898
"['-1', '250', '247', 4]","['-4', '250', '250', 4]","['-3', '185', '250', 4]",4,250,243,48,0.04796314239501953
"['1', '250', '243', 4]","['-1', '250', '247', 4]","['-4', '250', '250', 4]",4,246,250,40,0.10210514068603516
"['6', '250', '243', 4]","['1', '250', '243', 4]","['-1', '250', '247', 4]",4,238,250,48,0.14510154724121094
