pitch
yaw
left
right
"['150', '140', '140', 6]","['142', '0', '0', 1.5]","['142', '0', '0', 1.5]",5,50,250,61,1.2067692279815674
"['150', '50', '250', 6]","['150', '140', '140', 6]","['142', '0', '0', 1.5]",5,50,250,60,0.09297561645507812
"['149', '50', '250', 4]","['150', '50', '250', 6]","['150', '140', '140', 6]",4,50,250,50,0.0475161075592041
"['147', '50', '250', 1.5]","['149', '50', '250', 4]","['150', '50', '250', 6]",2,50,250,49,0.04702901840209961
"['145', '50', '250', 1.5]","['147', '50', '250', 1.5]","['149', '50', '250', 4]",2,50,250,39,0.055609703063964844
"['139', '50', '250', 2]","['145', '50', '250', 1.5]","['147', '50', '250', 1.5]",3,50,250,6,0.06451964378356934
"['127', '50', '250', 1]","['139', '50', '250', 2]","['145', '50', '250', 1.5]",1,111,250,48,0.08159542083740234
"['115', '111', '250', 1]","['127', '50', '250', 1]","['139', '50', '250', 2]",1,123,250,48,0.10262250900268555
"['104', '123', '250', 1]","['115', '111', '250', 1]","['127', '50', '250', 1]",1,135,250,56,0.09991717338562012
"['95', '135', '250', 1]","['104', '123', '250', 1]","['115', '111', '250', 1]",1,146,250,50,0.04661750793457031
"['90', '146', '250', 6]","['95', '135', '250', 1]","['104', '123', '250', 1]",5,50,250,56,0.08865547180175781
"['81', '50', '250', 4]","['90', '146', '250', 6]","['95', '135', '250', 1]",4,50,250,42,0.09997677803039551
"['75', '50', '250', 1.5]","['81', '50', '250', 4]","['90', '146', '250', 6]",2,129,250,53,0.11569046974182129
"['66', '129', '250', 2]","['75', '50', '250', 1.5]","['81', '50', '250', 4]",3,100,250,49,0.08629989624023438
"['56', '129', '250', 1]","['66', '129', '250', 2]","['75', '50', '250', 1.5]",1,184,250,60,0.09799647331237793
"['49', '50', '250', 6]","['56', '129', '250', 1]","['66', '129', '250', 2]",5,50,250,39,0.03763151168823242
"['43', '50', '250', 4]","['49', '50', '250', 6]","['56', '129', '250', 1]",4,54,250,49,0.09742856025695801
"['32', '54', '250', 6]","['43', '50', '250', 4]","['49', '50', '250', 6]",5,50,250,39,0.09874439239501953
"['13', '122', '250', 4]","['32', '54', '250', 6]","['43', '50', '250', 4]",4,122,250,48,0.047469139099121094
"['1', '122', '250', 4]","['13', '122', '250', 4]","['32', '54', '250', 6]",4,198,250,47,0.039663076400756836
"['-3', '198', '250', 4]","['1', '122', '250', 4]","['13', '122', '250', 4]",4,246,250,62,0.05377936363220215
"['-10', '246', '250', 4]","['-3', '198', '250', 4]","['1', '122', '250', 4]",4,250,238,54,0.09490227699279785
"['-16', '250', '238', 4]","['-10', '246', '250', 4]","['-3', '198', '250', 4]",4,250,210,42,0.0375208854675293
"['-17', '250', '210', 4]","['-16', '250', '238', 4]","['-10', '246', '250', 4]",4,250,186,49,0.09623336791992188
