0,1,2,3,4,5,6,7
1,2,3,4,5,6,7,8
2,3,4,5,6,7,8,9
0,3,5,6,7,8,9,10
4,5,6,7,8,9,10,11
2,3,5,6,7,8,10,12
1,5,6,8,9,11,12,13
2,4,5,6,9,10,13,14
3,5,8,9,10,12,14,15
4,5,7,9,11,12,14,15
1,6,8,9,10,14,15,17
2,5,9,10,12,14,17,18
2,5,7,11,12,15,17,18
6,9,10,11,12,14,16,19
3,9,10,12,14,16,20,21
8,9,10,13,14,19,21,22
4,6,7,16,19,20,21,23
2,6,10,11,12,13,18,19
12,13,15,17,20,22,24,25
14,15,20,22,23,24,25,26
8,9,13,16,24,25,26,27
15,17,18,22,23,24,26,28
10,15,20,22,24,26,27,28
9,13,17,22,23,24,26,30
5,8,12,14,17,21,29,30
7,15,17,19,20,22,26,27
6,13,20,24,25,26,29,31
7,8,13,20,23,24,25,30
33,3,5,11,12,18,29,31
32,35,15,17,19,25,26,30
32,33,34,18,20,25,27,31
34,35,37,10,23,24,25,29
32,33,35,10,14,18,25,28
35,36,8,9,18,21,24,28
33,35,39,14,16,22,26,29
35,5,38,40,42,23,29,31
36,7,40,11,14,16,20,25
32,37,41,43,17,25,29,30
32,6,40,42,19,25,28,31
32,35,38,39,16,24,25,28
33,38,40,42,26,28,29,31
33,37,41,43,45,48,23,28
34,42,43,44,45,16,21,30
38,39,40,42,44,47,49,27
33,38,40,43,11,46,23,26
34,37,9,43,44,14,15,19
33,13,48,51,24,26,27,29
35,37,38,42,50,52,53,26
38,7,48,20,21,24,27,30
32,33,7,43,46,48,49,55
33,36,40,44,49,24,57,31
34,38,51,21,55,24,28,29
37,39,41,44,45,17,58,27
39,9,42,41,14,49,22,24
33,42,45,49,50,53,22,27
33,12,45,48,16,55,62,31
42,46,18,22,24,62,61,30
35,43,49,20,21,59,62,63
36,48,51,53,55,57,59,61
64,33,43,45,46,50,21,55
41,42,14,49,29,51,60,61
65,66,67,49,50,56,26,63
67,5,69,40,51,52,22,59
32,67,69,5,40,55,58,62
64,33,69,71,49,19,26,61
67,42,45,50,19,51,24,57
33,73,46,48,52,56,61,63
37,69,28,46,21,23,59,60
68,71,9,44,45,25,62,57
68,5,72,43,19,55,61,62
33,67,40,73,52,53,54,61
66,67,68,39,42,75,78,54
33,34,36,70,74,48,54,30
34,70,42,76,45,79,26,61
32,42,45,49,56,59,60,61
64,67,37,73,75,79,53,60
33,36,69,79,48,81,21,28
33,70,74,75,81,49,56,63
