0,0,0,0
1,1,0,1
2,0,2,1
0,2,1,3
2,0,1,1
4,2,5,3
2,4,4,4
5,7,5,0
2,7,5,7
2,4,9,6
3,10,8,8
10,2,10,11
11,11,7,11
1,0,0,6
14,9,9,5
12,9,0,12
2,3,12,4
0,10,1,13
6,13,16,18
15,4,12,12
14,4,6,15
12,2,21,18
20,13,9,11
5,16,16,1
2,14,12,22
8,7,15,4
11,25,3,7
12,20,13,0
28,1,23,8
14,15,6,21
2,23,12,21
12,7,4,31
28,11,27,5
19,9,12,17
31,25,18,16
17,11,34,23
19,28,1,2
16,31,6,16
36,12,7,31
16,17,37,21
12,38,15,17
17,30,34,9
5,18,31,36
25,22,10,5
0,10,35,0
21,23,9,6
27,33,30,26
4,47,17,28
38,34,26,47
37,20,48,3
18,18,30,37
4,4,6,6
13,44,47,13
37,52,50,50
19,7,33,22
21,3,10,21
8,10,17,4
32,29,41,9
39,7,28,56
49,17,46,13
38,26,41,51
35,23,35,43
35,10,61,21
22,24,19,3
43,29,34,27
27,62,22,17
38,46,46,8
23,40,10,57
43,37,5,14
20,63,28,33
10,38,14,66
59,66,14,30
66,59,45,43
24,43,54,48
69,53,67,51
43,53,34,31
13,33,53,66
21,74,75,67
12,4,14,64
26,15,35,19
38,50,64,65
79,28,55,41
60,19,54,50
38,16,5,34
57,69,12,77
1,15,18,63
81,48,68,61
43,37,66,40
16,39,56,54
80,15,10,49
88,46,63,2
32,11,80,79
76,82,79,71
60,10,11,52
78,88,65,68
83,80,17,26
54,85,14,14
11,68,91,35
87,81,23,49
69,97,19,77
72,80,67,51
20,34,48,46
44,99,99,60
85,81,51,86
53,41,6,41
68,26,78,19
83,12,86,39
6,58,36,25
3,43,29,51
33,44,93,30
10,27,70,34
84,18,98,35
24,46,51,19
8,55,41,11
91,15,46,58
110,87,56,89
35,27,10,20
95,62,106,3
107,75,91,103
10,76,96,104
48,104,93,97
99,71,93,62
41,21,46,85
43,102,49,89
114,79,108,38
16,19,11,121
109,101,103,91
101,96,126,20
29,97,10,12
94,34,20,70
50,127,78,85
41,89,47,87
116,88,73,31
0,67,80,59
98,103,101,123
83,79,122,113
107,75,6,43
123,8,57,97
127,58,15,125
0,15,70,35
0,42,88,101
52,33,97,138
35,53,20,124
130,50,30,142
39,8,57,64
96,110,70,54
9,7,6,122
78,49,117,44
137,110,111,62
124,111,54,127
62,33,137,36
122,69,140,3
44,96,102,39
60,48,117,137
92,42,83,125
43,18,8,10
17,155,113,38
145,29,144,150
103,108,86,59
61,48,110,15
45,71,101,147
63,27,124,84
138,37,104,136
135,36,157,162
126,2,16,131
39,48,67,81
149,39,48,107
82,110,87,67
127,75,144,133
113,29,131,136
9,160,162,92
132,104,115,107
141,170,76,89
148,78,73,70
19,93,31,34
12,89,67,68
126,97,139,27
152,36,107,170
48,108,101,41
144,176,54,82
74,171,23,171
40,59,100,144
106,156,67,118
39,4,181,26
127,30,57,102
48,172,46,175
164,29,63,6
27,158,72,31
146,23,3,53
155,187,105,6
130,11,25,93
89,96,63,0
88,109,74,58
122,101,192,79
160,119,29,124
186,99,63,111
12,192,150,148
112,46,99,184
11,19,192,75
94,0,50,162
181,105,17,107
55,133,86,9
142,10,62,52
120,4,163,102
180,182,150,146
78,136,36,52
108,123,117,149
93,115,4,86
25,106,8,77
84,37,117,63
56,4,11,57
110,192,211,9
120,105,128,172
106,4,89,12
48,147,194,178
213,62,184,198
9,183,199,103
115,44,2,114
128,157,22,181
4,21,45,29
178,82,218,1
178,180,151,218
173,10,10,88
207,79,147,193
204,114,60,104
54,21,31,146
219,33,204,153
47,49,80,83
88,91,83,181
13,104,103,72
209,144,49,144
110,213,203,22
205,181,111,26
8,186,179,228
132,213,188,161
29,150,82,29
147,25,3,22
29,127,118,45
220,27,55,97
232,154,221,211
183,169,70,95
61,82,143,128
117,2,148,91
169,46,126,31
119,135,41,51
172,122,138,205
14,176,135,81
195,186,20,19
12,162,182,76
139,3,203,203
128,237,176,132
143,78,13,69
15,229,148,64
90,204,150,56
160,198,117,229
1,81,0,189
110,156,33,71
90,114,19,60
132,31,224,163
66,128,58,8
146,260,109,87
63,149,94,194
111,46,79,31
61,109,9,196
47,137,67,63
75,181,90,79
116,253,185,90
124,49,92,232
92,160,81,84
104,41,20,17
108,228,116,106
71,79,118,43
201,153,256,151
182,57,269,203
270,137,266,79
128,39,275,119
161,110,200,209
246,92,100,233
243,27,12,162
27,152,9,190
162,109,203,279
260,242,257,71
166,193,229,239
142,77,261,148
89,104,181,34
157,263,209,172
219,47,214,188
205,174,40,12
36,147,271,139
106,257,200,31
136,0,136,36
60,163,42,172
280,249,209,288
217,63,45,99
46,248,199,174
152,71,45,277
124,157,235,96
273,52,84,72
229,200,140,131
194,216,192,43
37,245,133,299
277,48,168,270
157,153,57,89
135,254,132,281
298,212,303,92
134,283,87,74
32,136,279,3
302,54,60,198
76,69,248,6
28,150,186,46
233,6,223,261
234,0,228,71
257,184,171,223
100,155,225,304
172,76,185,218
73,243,115,274
138,17,67,108
11,79,313,245
160,176,179,1
58,191,96,262
280,258,60,274
272,104,157,183
86,173,32,133
179,260,195,236
157,4,274,223
45,291,231,66
235,90,4,74
228,7,36,280
325,195,173,322
260,140,247,241
283,53,136,243
304,92,281,82
85,179,96,190
313,332,317,281
37,222,78,97
82,161,311,181
55,138,104,228
175,214,17,308
129,268,7,16
320,292,82,91
218,167,88,320
210,225,108,181
199,313,80,27
71,43,316,39
227,307,105,14
169,218,275,216
286,99,181,112
124,104,39,210
84,10,58,158
292,136,109,49
8,175,69,40
257,189,136,200
169,143,317,317
130,180,182,311
269,330,280,55
131,286,38,284
92,228,146,230
62,163,40,242
319,354,153,54
338,217,129,235
242,325,300,77
320,15,346,357
314,163,47,196
316,351,310,257
23,151,302,221
8,167,213,149
173,306,179,106
201,326,33,100
116,179,167,175
126,322,226,312
69,211,185,269
229,313,51,299
310,158,83,153
11,170,175,53
48,50,105,328
96,311,269,98
130,183,321,0
246,290,268,106
140,233,146,212
191,252,155,143
6,47,134,97
216,116,319,303
363,175,218,294
291,23,27,177
61,102,192,332
335,268,358,45
139,343,97,305
294,2,91,69
375,220,72,380
13,361,62,148
149,121,119,229
281,219,92,153
156,322,359,131
348,109,286,190
337,358,10,295
157,232,323,232
355,175,84,250
274,113,102,58
133,251,395,243
100,282,186,140
24,280,316,47
12,306,226,328
93,27,26,123
105,40,151,226
248,90,56,339
14,193,99,387
192,109,317,207
264,297,101,318
68,262,59,231
292,17,374,78
213,37,360,17
40,204,62,18
233,367,56,147
67,167,158,300
170,63,384,341
407,89,338,131
334,74,130,395
342,230,241,239
115,220,283,303
84,191,243,339
210,74,329,70
263,143,306,135
63,230,278,418
286,308,118,398
255,397,20,54
383,66,243,373
334,212,296,253
152,87,207,412
227,326,83,259
409,391,39,49
191,404,221,186
153,368,112,408
364,394,217,58
21,170,409,47
235,15,28,309
422,31,333,322
250,316,287,322
290,191,164,420
376,295,132,150
347,435,20,123
378,361,162,309
422,70,48,102
409,283,440,162
103,359,321,107
19,16,25,258
11,258,23,69
183,77,352,66
364,372,170,212
28,122,343,201
362,69,322,28
343,118,316,393
62,108,397,231
304,260,91,146
163,28,186,182
160,355,422,372
359,421,255,14
327,300,125,100
153,264,454,277
173,452,26,208
61,22,81,251
13,42,80,167
178,365,229,15
245,191,359,359
274,417,225,429
459,63,432,364
344,216,120,306
25,14,11,59
406,370,155,279
130,31,461,336
414,232,73,307
173,52,397,34
201,180,13,439
307,348,14,42
175,63,223,287
345,298,291,4
454,117,9,305
299,386,135,92
284,125,63,415
437,325,471,265
109,317,72,450
114,335,325,313
39,336,133,36
359,437,24,157
269,461,394,387
364,176,293,269
472,200,475,181
140,470,118,24
352,325,159,291
471,384,94,325
435,163,349,253
86,13,197,195
91,186,400,221
16,167,390,156
477,250,350,357
160,98,130,420
340,409,86,254
339,274,11,319
411,174,49,388
487,61,296,270
110,25,456,494
