22,23,17,9,8,5,4,10,15,3,0,12,6,21,31,14,16,26,20,2,19,27,7,24,29,1,28,30,11,18,13,25
23,2,15,10,29,6,19,3,27,12,17,4,20,30,16,24,22,0,7,11,8,21,9,14,5,31,25,18,32,13,28,1
15,0,3,24,5,8,7,13,1,29,33,27,4,19,14,6,2,16,21,31,11,25,28,32,22,23,26,18,10,9,12,30
9,29,26,10,19,1,22,34,27,8,0,24,15,13,28,17,7,14,23,20,12,2,33,11,16,18,5,30,3,6,31,32
0,23,7,28,10,30,3,8,16,12,31,34,15,35,13,4,17,2,27,26,25,9,1,6,22,11,21,33,32,14,18,29
4,21,14,0,24,7,19,10,6,9,18,16,1,17,11,35,15,29,12,34,36,22,8,30,28,26,23,32,20,31,5,33
4,20,8,34,25,10,35,37,22,2,32,16,24,0,33,11,27,5,28,13,12,19,23,15,14,1,21,3,17,9,31,7
8,33,7,13,31,36,29,26,1,22,18,38,9,0,6,32,37,20,15,16,27,3,30,21,12,24,28,19,2,17,35,4
34,18,3,12,20,35,1,31,5,15,19,14,28,17,32,22,11,26,39,36,29,8,23,9,6,21,30,25,2,33,16,27
5,39,6,24,38,10,37,22,30,9,12,7,19,16,23,32,4,20,13,18,25,0,1,11,35,29,3,8,33,34,2,14
8,36,6,23,21,24,4,15,3,30,27,11,32,12,31,13,25,35,22,20,26,38,41,28,33,2,10,18,17,14,37,39
38,24,4,23,31,37,7,30,8,27,32,29,2,35,6,40,19,22,11,17,20,12,16,9,3,42,5,28,36,14,13,10
22,24,41,42,8,20,15,10,23,37,32,12,18,13,36,25,9,34,28,26,43,31,40,5,33,16,1,7,17,2,0,30
41,22,12,40,16,11,24,18,42,39,25,26,15,7,38,43,10,29,35,21,3,44,36,37,1,0,27,14,28,30,34,13
21,11,29,13,23,24,15,37,39,17,19,33,31,14,5,43,42,26,41,27,22,1,16,7,8,40,35,44,18,38,6,28
39,30,27,22,21,5,7,43,4,46,40,42,37,2,44,28,12,6,15,26,23,14,38,0,9,24,25,45,19,34,31,36
